Season,Date,Matchweek,HomeTeam_norm,AwayTeam_norm,match_id,B365H,B365D,B365A,pimp1,pimpx,pimp2,overround,has_odds,home_avg_xg_last7,away_avg_xg_last7,home_avg_shotsontarget_last7,away_avg_shotsontarget_last7,home_avg_corners_last7,away_avg_corners_last7,home_effectiveness,away_effectiveness,home_form_points_6,away_form_points_6,home_form_gd_6,away_form_gd_6,h_elo,a_elo,home_relative_perf,away_relative_perf,home_avg_xg_last7_norm,away_avg_xg_last7_norm,home_avg_shotsontarget_last7_norm,away_avg_shotsontarget_last7_norm,home_avg_corners_last7_norm,away_avg_corners_last7_norm,home_effectiveness_norm,away_effectiveness_norm,home_form_points_6_norm,away_form_points_6_norm,home_form_gd_6_norm,away_form_gd_6_norm,h_elo_norm,a_elo_norm,home_relative_perf_norm,away_relative_perf_norm,home_total_points_cum,away_total_points_cum,home_points_pct,away_points_pct,home_prev_position,away_prev_position,home_gd_cum,away_gd_cum,home_avg_shots_last7,away_avg_shots_last7,home_avg_fouls_last7,away_avg_fouls_last7,home_avg_yellows_last7,away_avg_yellows_last7,home_total_points_cum_norm,away_total_points_cum_norm,home_points_pct_norm,away_points_pct_norm,home_prev_position_norm,away_prev_position_norm,home_gd_cum_norm,away_gd_cum_norm,home_avg_shots_last7_norm,away_avg_shots_last7_norm,home_avg_fouls_last7_norm,away_avg_fouls_last7_norm,home_avg_yellows_last7_norm,away_avg_yellows_last7_norm,pimp1_norm,pimp2_norm,generated_at,norm_version,schema_path
2025,2026-01-23,21,levante,elche,2025__2026-01-23__levante__elche,2.37,3.3,2.87,0.3930870469288907,0.28230797006711245,0.32460498300399687,1.073403287049474,True,1.0375225714285714,1.3245730000000002,2.7142857142857144,3.4285714285714284,2.7142857142857144,4.714285714285714,0.22580645161290322,0.3157894736842105,5.0,8.0,-3.0,3.0,1590.78417969,1611.26013184,0.8161058289858668,0.759293680693802,0.259380642857078,0.3311432499999173,0.22619047619045735,0.2857142857142619,0.22619047619045735,0.39285714285711015,0.2258064516126774,0.3157894736838947,0.27777777777776236,0.4444444444444198,0.34999999999998255,0.6499999999999676,0.20112025669999967,0.23037161691428534,0.40805291449272935,0.37964684034671115,14.0,24.0,0.24561403508771928,0.4,19.0,8.0,-10.0,-8.0,9.571428571428571,11.0,11.857142857142858,12.857142857142858,2.7142857142857144,1.8571428571428572,0.12280701754385857,0.21052631578947184,0.24561403508747365,0.3999999999996,0.05263157894741821,0.6315789473684403,0.33333333333332776,0.36666666666666053,0.3190476190476084,0.3666666666666545,0.6571428571428742,0.6071428571428767,0.45714285714296565,0.6285714285715028,0.39308704692849755,0.32460498300367224,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-24,21,sevilla,ath bilbao,2025__2026-01-24__sevilla__ath bilbao,2.87,3.0,2.62,0.3276447097468048,0.3134467723244433,0.3589085179287519,1.0634447783954393,True,1.3754407142857143,1.7338807142857144,4.714285714285714,5.285714285714286,5.142857142857143,5.714285714285714,0.2727272727272727,0.26666666666666666,5.0,4.0,-2.0,-6.0,1612.12487793,1716.72705078,0.6647671839732505,0.6931143995168145,0.3438601785713426,0.43347017857132025,0.39285714285711015,0.4404761904761538,0.4285714285713929,0.47619047619043653,0.272727272727,0.2666666666664,0.27777777777776236,0.2222222222222099,0.39999999999998004,0.19999999999999002,0.23160696847142812,0.3810386439714279,0.33238359198645906,0.34655719975823396,21.0,24.0,0.35,0.4,15.0,10.0,-2.0,-8.0,12.428571428571429,15.0,15.142857142857142,13.571428571428571,3.0,3.142857142857143,0.18421052631578785,0.21052631578947184,0.3499999999996499,0.3999999999996,0.2631578947368808,0.5263157894737092,0.46666666666665885,0.36666666666666053,0.4142857142857005,0.49999999999998335,0.4928571428571682,0.5714285714285928,0.40000000000012004,0.3714285714286971,0.32764470974647714,0.35890851792839296,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-24,21,valencia,espanol,2025__2026-01-24__valencia__espanol,2.45,3.1,3.1,0.3875,0.30625,0.30625,1.053324555628703,True,1.448394142857143,1.213715857142857,2.7142857142857144,3.5714285714285716,5.857142857142857,4.285714285714286,0.3448275862068966,0.38636363636363635,6.0,10.0,-3.0,-1.0,1645.93029785,1663.76965332,0.7188835493657596,1.3486767064777503,0.3620985357141952,0.30342896428563837,0.22619047619045735,0.29761904761902286,0.4880952380951974,0.35714285714282734,0.34482758620655174,0.38636363636324994,0.33333333333331483,0.5555555555555247,0.34999999999998255,0.44999999999997753,0.27990042549999955,0.30538521902857113,0.35944177468270005,0.674338353238538,20.0,34.0,0.3333333333333333,0.5666666666666667,17.0,5.0,3.0,2.0,12.857142857142858,11.571428571428571,11.857142857142858,13.714285714285714,2.142857142857143,2.2857142857142856,0.17543859649122653,0.2982456140350851,0.33333333333299997,0.5666666666660999,0.1578947368421495,0.7894736842105374,0.5499999999999908,0.5333333333333244,0.42857142857141434,0.38571428571427285,0.6571428571428742,0.564285714285736,0.5714285714286571,0.5428571428572343,0.3874999999996125,0.30624999999969377,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-24,21,vallecano,osasuna,2025__2026-01-24__vallecano__osasuna,2.15,3.25,3.6,0.4427206508371961,0.29287673824614513,0.2644026109166588,1.050586364539853,True,1.3978927142857143,1.3729897142857141,5.142857142857143,3.857142857142857,5.857142857142857,3.7142857142857144,0.25,0.30985915492957744,5.0,10.0,-7.0,3.0,1633.40039062,1658.11132812,0.6817021350228368,1.0095012484256594,0.3494731785713412,0.3432474285713427,0.4285714285713929,0.32142857142854464,0.4880952380951974,0.3095238095237837,0.24999999999974998,0.3098591549292676,0.27777777777776236,0.5555555555555247,0.1499999999999925,0.6499999999999676,0.26200055802857114,0.29730189731428536,0.340851067511248,0.5047506242125773,22.0,22.0,0.36666666666666664,0.36666666666666664,13.0,12.0,1.0,-10.0,15.285714285714286,12.428571428571429,13.571428571428571,13.285714285714286,3.2857142857142856,3.0,0.1929824561403492,0.1929824561403492,0.36666666666629993,0.36666666666629993,0.3684210526316122,0.42105263157897777,0.5166666666666581,0.33333333333332776,0.5095238095237926,0.4142857142857005,0.5714285714285928,0.5857142857143063,0.3428571428572743,0.40000000000012004,0.4427206508367533,0.2644026109163944,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-24,21,villarreal,real madrid,2025__2026-01-24__villarreal__real madrid,3.4,3.9,2.0,0.2799712849964106,0.24407753050969133,0.47595118449389806,1.05052790346908,True,1.7780529999999999,2.63739,4.714285714285714,7.571428571428571,3.0,6.571428571428571,0.44565217391304346,0.32432432432432434,12.0,15.0,3.0,10.0,1756.1763916,1924.75317383,1.4589966057547266,1.093509305716199,0.44451324999988884,0.6593474999998351,0.39285714285711015,0.6309523809523283,0.24999999999997916,0.5476190476190019,0.44565217391259776,0.324324324324,0.6666666666666297,0.8333333333332871,0.6499999999999676,0.99999999999995,0.4373948451428565,0.6782188197571417,0.7294983028769985,0.5467546528578261,41.0,48.0,0.7192982456140351,0.8,3.0,2.0,16.0,9.0,11.428571428571429,19.571428571428573,14.0,10.142857142857142,2.4285714285714284,1.7142857142857142,0.3596491228070144,0.4210526315789437,0.7192982456133158,0.7999999999992,0.8947368421052687,0.9473684210526343,0.7666666666666538,0.6499999999999891,0.3809523809523683,0.6523809523809307,0.5500000000000225,0.7428571428571558,0.5142857142858115,0.6571428571429258,0.2799712849961306,0.47595118449342205,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-25,21,alaves,betis,2025__2026-01-25__alaves__betis,2.9,3.0,2.55,0.3221730890713835,0.31143398610233736,0.3663929248262793,1.0703177822853278,True,1.3762932857142858,1.8859941428571427,3.142857142857143,5.714285714285714,4.571428571428571,4.714285714285714,0.27941176470588236,0.3137254901960784,4.0,8.0,-6.0,0.0,1607.69116211,1764.171875,0.6971774860169151,1.0211915511009495,0.3440733214284854,0.4714985357141678,0.26190476190474005,0.47619047619043653,0.3809523809523492,0.39285714285711015,0.2794117647056029,0.3137254901957647,0.2222222222222099,0.4444444444444198,0.19999999999999002,0.499999999999975,0.22527308872857116,0.4488169642857136,0.34858874300828324,0.5105957755502194,19.0,32.0,0.31666666666666665,0.5333333333333333,18.0,6.0,2.0,-1.0,11.142857142857142,14.428571428571429,12.857142857142858,12.857142857142858,2.2857142857142856,2.0,0.16666666666666521,0.28070175438596245,0.31666666666634996,0.5333333333328,0.1052631578947838,0.7368421052631717,0.5333333333333244,0.4833333333333253,0.37142857142855906,0.480952380952365,0.6071428571428767,0.6071428571428767,0.5428571428572343,0.60000000000008,0.3221730890710613,0.36639292482591285,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-25,21,ath madrid,mallorca,2025__2026-01-25__ath madrid__mallorca,1.3,5.25,10.0,0.7258900795022467,0.1797442101624611,0.09436571033529209,1.0597069597069597,True,1.5727592857142856,1.4512195714285716,4.714285714285714,4.714285714285714,5.428571428571429,3.142857142857143,0.37272727272727274,0.25609756097560976,10.0,8.0,2.0,1.0,1872.75256348,1629.2800293,1.1355807106752844,1.0545368683796021,0.3931898214284731,0.3628048928570522,0.39285714285711015,0.39285714285711015,0.4523809523809147,0.26190476190474005,0.3727272727269,0.25609756097535363,0.5555555555555247,0.4444444444444198,0.59999999999997,0.5499999999999725,0.6039322335428562,0.2561143275714282,0.5677903553373583,0.5272684341895374,41.0,21.0,0.6833333333333333,0.35,3.0,14.0,16.0,-7.0,12.142857142857142,10.714285714285714,11.285714285714286,11.571428571428571,1.2857142857142858,2.5714285714285716,0.3596491228070144,0.18421052631578785,0.68333333333265,0.3499999999996499,0.8947368421052687,0.3157894736842465,0.7666666666666538,0.3833333333333269,0.4047619047618913,0.3571428571428452,0.6857142857143014,0.6714285714285879,0.7428571428571943,0.48571428571438857,0.7258900795015207,0.09436571033519772,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-25,21,barcelona,real oviedo,2025__2026-01-25__barcelona__real oviedo,1.11,10.0,19.0,0.8551239929789819,0.094918763220667,0.049957243800351055,1.0535324798482693,True,3.079481428571429,1.2925187142857142,6.714285714285714,3.142857142857143,8.0,5.0,0.32450331125827814,0.21666666666666667,15.0,4.0,9.0,-5.0,1943.66833496,1548.57678223,1.2449972347141012,0.18822560993617388,0.7698703571426647,0.3231296785713478,0.5595238095237629,0.26190476190474005,0.6666666666666111,0.41666666666663194,0.3245033112579536,0.21666666666645,0.8333333333332871,0.2222222222222099,0.9499999999999525,0.2499999999999875,0.7052404785142847,0.14082397461428542,0.6224986173567393,0.09411280496803988,49.0,13.0,0.8166666666666667,0.21666666666666667,1.0,20.0,23.0,-12.0,19.428571428571427,12.285714285714286,9.428571428571429,14.0,1.2857142857142858,2.4285714285714284,0.429824561403505,0.11403508771929725,0.8166666666658499,0.21666666666645,1.0,5.2513549064769904e-14,0.8833333333333185,0.299999999999995,0.647619047619026,0.4095238095237959,0.7785714285714396,0.5500000000000225,0.7428571428571943,0.5142857142858115,0.8551239929781267,0.049957243800301095,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-25,21,sociedad,celta,2025__2026-01-25__sociedad__celta,2.0,3.4,3.8,0.47291361639824303,0.2781844802342606,0.24890190336749632,1.0572755417956656,True,1.3782071428571427,1.626388714285714,5.285714285714286,4.714285714285714,6.571428571428571,2.4285714285714284,0.24,0.3902439024390244,8.0,16.0,0.0,11.0,1667.71984863,1719.44677734,1.0825923732589755,1.5906076765692687,0.34455178571419953,0.4065971785713269,0.4404761904761538,0.39285714285711015,0.5476190476190019,0.2023809523809355,0.23999999999975996,0.3902439024386341,0.4444444444444198,0.8888888888888395,0.499999999999975,1.0,0.31102835518571365,0.3849239676285708,0.5412961866292171,0.7953038382842367,24.0,32.0,0.4,0.5333333333333333,9.0,7.0,0.0,5.0,13.285714285714286,8.714285714285714,15.0,10.714285714285714,2.142857142857143,2.0,0.21052631578947184,0.28070175438596245,0.3999999999996,0.5333333333328,0.5789473684210747,0.684210526315806,0.4999999999999917,0.5833333333333236,0.4428571428571281,0.2904761904761808,0.500000000000025,0.7142857142857286,0.5714285714286571,0.60000000000008,0.4729136163977701,0.2489019033672474,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
2025,2026-01-26,21,girona,getafe,2025__2026-01-26__girona__getafe,2.1,3.0,4.0,0.449438202247191,0.3146067415730337,0.23595505617977527,1.0595238095238095,True,1.197468142857143,0.6663651428571429,3.5714285714285716,2.857142857142857,3.142857142857143,4.285714285714286,0.3287671232876712,0.3888888888888889,12.0,1.0,-1.0,-9.0,1631.4954834,1599.42175293,1.6226875830936573,0.7140042071371279,0.2993670357142109,0.16659128571424406,0.29761904761902286,0.23809523809521826,0.26190476190474005,0.35714285714282734,0.3287671232873424,0.3888888888885,0.6666666666666297,0.05555555555555247,0.44999999999997753,0.049999999999997505,0.2592792619999996,0.2134596470428567,0.811343791546423,0.3570021035683854,24.0,21.0,0.4,0.35,11.0,16.0,-8.0,-10.0,9.285714285714286,11.285714285714286,11.285714285714286,14.0,2.5714285714285716,2.857142857142857,0.21052631578947184,0.18421052631578785,0.3999999999996,0.3499999999996499,0.47368421052634346,0.2105263157895152,0.36666666666666053,0.33333333333332776,0.30952380952379926,0.3761904761904637,0.6857142857143014,0.5500000000000225,0.48571428571438857,0.42857142857154285,0.4494382022467415,0.2359550561795393,2026-01-22T18:23:25Z,radar_v1.0,/home/runner/work/laliga-predictor-engine/laliga-predictor-engine/outputs/radar_prematch/schemas.json
