Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2021,2021-08-13,1,valencia,getafe,2.55,3.0,3.1,2,1,D,0.5304899145444107,3.0,0.5914697436332323,D,0.5914697436332323,0.5304899145444107,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-14,1,cadiz,levante,2.8,3.25,2.6,1,1,D,0.5741394861134805,3.25,0.8659533298688118,D,0.8659533298688118,0.5741394861134805,3.25,True,3.25,2.25,3.25,2.25,✓,✓,≥5%,≥5%
2021,2021-08-14,1,mallorca,betis,3.3,3.4,2.2,1,0,A,0.4163904962871819,2.2,-0.08394090816819977,D,0.3957817278065978,0.41052403759017586,3.4,True,0.0,-1.0,3.4,2.4,✗,✓,<0%,≥5%
2021,2021-08-14,1,alaves,real madrid,7.0,4.75,1.44,0,0,A,0.6548794782245846,1.44,-0.05697355135659821,D,0.28877705572789636,0.2713214854163992,4.75,True,1.44,0.43999999999999995,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-08-14,1,osasuna,espanol,2.25,3.2,3.4,1,1,D,0.5116781555003028,3.2,0.6373700976009691,D,0.6373700976009691,0.5116781555003028,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2021,2021-08-15,1,celta,ath madrid,4.2,3.4,1.9,0,0,A,0.5517657096168568,1.9,0.04835484827202774,A,0.04835484827202774,0.5517657096168568,1.9,True,1.9,0.8999999999999999,1.9,0.8999999999999999,✓,✓,2–5%,2–5%
2021,2021-08-15,1,barcelona,sociedad,1.72,4.0,4.5,2,2,H,0.4310532547959583,1.72,-0.25858840175095177,D,0.6416937317077478,0.41042343292693695,4.0,True,1.72,0.72,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-08-15,1,sevilla,vallecano,1.44,4.2,8.0,2,2,H,0.44960093268986373,1.44,-0.3525746569265963,D,0.594576202744705,0.37966100065350117,4.2,True,1.44,0.43999999999999995,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-08-16,1,villarreal,granada,1.53,4.2,6.5,1,1,D,0.4233540317495795,4.2,0.7780869333482339,D,0.7780869333482339,0.4233540317495795,4.2,True,4.2,3.2,4.2,3.2,✓,✓,≥5%,≥5%
2021,2021-08-16,1,elche,ath bilbao,3.8,3.3,2.05,1,1,D,0.5100090413988874,3.3,0.6830298366163281,D,0.6830298366163281,0.5100090413988874,3.3,True,3.3,2.3,3.3,2.3,✓,✓,≥5%,≥5%
2021,2021-08-20,2,betis,cadiz,1.5,4.2,7.0,1,2,H,0.467714977878251,1.5,-0.2984275331826235,A,0.44427206412515874,0.2063245805893084,7.0,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2021,2021-08-21,2,alaves,mallorca,2.25,3.2,3.4,0,1,D,0.4904839130137663,3.2,0.5695485216440523,D,0.5695485216440523,0.4904839130137663,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-21,2,espanol,villarreal,3.1,3.4,2.3,1,0,A,0.4962653802851624,2.3,0.14141037465587347,A,0.14141037465587347,0.4962653802851624,2.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-21,2,granada,valencia,2.45,3.4,2.87,1,2,H,0.450291600493411,2.45,0.10321442120885704,H,0.10321442120885704,0.450291600493411,2.45,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-21,2,ath bilbao,barcelona,4.0,3.75,1.85,1,0,A,0.5855754276264424,1.85,0.08331454110891845,D,0.18818438528157655,0.3168491694084204,3.75,True,0.0,-1.0,3.75,2.75,✗,✓,≥5%,≥5%
2021,2021-08-22,2,sociedad,vallecano,1.44,4.33,7.5,2,1,D,0.4482384427394966,4.33,0.9408724570620202,D,0.9408724570620202,0.4482384427394966,4.33,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-22,2,ath madrid,elche,1.22,5.75,17.0,2,2,H,0.7582479577785917,1.22,-0.07493749151011819,D,0.10602259827464389,0.19235175622167722,5.75,True,1.22,0.21999999999999997,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-08-22,2,levante,real madrid,5.0,4.33,1.6,1,0,A,0.6717807075619037,1.6,0.07484913209904587,D,0.08026089773137479,0.24948288631209578,4.33,True,0.0,-1.0,4.33,3.33,✗,✓,≥5%,≥5%
2021,2021-08-23,2,getafe,sevilla,3.5,3.2,2.2,0,0,A,0.5207286028125511,2.2,0.1456029261876124,A,0.1456029261876124,0.5207286028125511,2.2,True,2.2,1.2000000000000002,2.2,1.2000000000000002,✓,✓,≥5%,≥5%
2021,2021-08-23,2,osasuna,celta,2.62,3.25,2.75,1,0,A,0.3845929510891424,2.75,0.05763061549514159,D,0.15762710872675645,0.35619295653130967,3.25,True,0.0,-1.0,3.25,2.25,✗,✓,≥5%,≥5%
2021,2021-08-27,3,mallorca,espanol,2.6,2.9,3.1,2,1,D,0.4174265735146435,2.9,0.21053706319246612,A,0.25736778162909824,0.4056025102029349,3.1,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-27,3,valencia,alaves,1.75,3.6,4.75,2,2,H,0.3892897393654877,1.75,-0.3187429561103965,D,0.32874971850460666,0.3690971440290574,3.6,True,1.75,0.75,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-08-28,3,elche,sevilla,5.0,3.6,1.72,1,0,A,0.5036399906310228,1.72,-0.1337392161146408,D,0.3766950944983194,0.38241530402731094,3.6,True,0.0,-1.0,3.6,2.6,✗,✓,<0%,≥5%
2021,2021-08-28,3,celta,ath bilbao,2.4,3.2,3.1,0,1,D,0.40835368462458654,3.2,0.3067317907986771,D,0.3067317907986771,0.40835368462458654,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-28,3,betis,real madrid,4.2,3.8,1.8,0,0,A,0.6274386184259407,1.8,0.12938951316669334,A,0.12938951316669334,0.6274386184259407,1.8,True,1.8,0.8,1.8,0.8,✓,✓,≥5%,≥5%
2021,2021-08-28,3,sociedad,levante,1.53,4.2,6.0,2,1,D,0.48504418408746025,4.2,1.0371855731673332,D,1.0371855731673332,0.48504418408746025,4.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-29,3,barcelona,getafe,1.4,4.75,7.5,2,2,H,0.5035438993628396,1.4,-0.29503854089202464,D,0.8524371655746774,0.38998677169993207,4.75,True,1.4,0.3999999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-08-29,3,cadiz,osasuna,3.2,3.0,2.45,0,1,D,0.46848879642744207,3.0,0.40546638928232626,D,0.40546638928232626,0.46848879642744207,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-29,3,vallecano,granada,2.55,3.2,2.87,2,1,D,0.4635026946659748,3.2,0.48320862293111944,D,0.48320862293111944,0.4635026946659748,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-08-29,3,ath madrid,villarreal,1.75,3.4,5.25,1,2,H,0.6330028195128734,1.75,0.10775493414752857,H,0.10775493414752857,0.6330028195128734,1.75,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-11,4,levante,vallecano,2.1,3.4,3.5,1,1,D,0.45370428908107496,3.4,0.5425945828756549,D,0.5425945828756549,0.45370428908107496,3.4,True,3.4,2.4,3.4,2.4,✓,✓,≥5%,≥5%
2021,2021-09-11,4,ath bilbao,mallorca,1.72,3.6,5.25,2,1,D,0.46272821743696213,3.6,0.6658215827730638,D,0.6658215827730638,0.46272821743696213,3.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-12,4,espanol,ath madrid,4.33,3.3,1.9,0,0,A,0.6406249861439192,1.9,0.21718747367344626,A,0.21718747367344626,0.6406249861439192,1.9,True,1.9,0.8999999999999999,1.9,0.8999999999999999,✓,✓,≥5%,≥5%
2021,2021-09-12,4,osasuna,valencia,2.4,3.2,3.1,0,1,D,0.408971967095872,3.2,0.30871029470679057,D,0.30871029470679057,0.408971967095872,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-12,4,cadiz,sociedad,5.0,3.6,1.75,0,1,D,0.4689834879996483,3.6,0.688340556798734,D,0.688340556798734,0.4689834879996483,3.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-12,4,real madrid,celta,1.36,5.25,8.0,2,2,H,0.7316922423544194,1.36,-0.004898550397989476,D,0.1144625572085527,0.21227858232543861,5.25,True,1.36,0.3600000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-09-13,4,getafe,elche,1.8,3.4,4.75,0,1,D,0.4631037506415323,3.4,0.5745527521812097,D,0.5745527521812097,0.4631037506415323,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-13,4,granada,betis,3.1,3.25,2.37,0,1,D,0.3695659344693762,3.25,0.20108928702547257,D,0.20108928702547257,0.3695659344693762,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-12-21,4,villarreal,alaves,1.33,5.0,9.5,2,2,H,0.4413921716381167,1.33,-0.4129484117213047,D,1.1008284909968937,0.42016569819937877,5.0,True,1.33,0.33000000000000007,0.0,-1.0,✓,✗,<0%,≥5%
2021,2021-12-21,4,sevilla,barcelona,2.5,3.2,2.9,1,1,D,0.5299205264720143,3.2,0.6957456847104457,D,0.6957456847104457,0.5299205264720143,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2021,2021-09-17,5,celta,cadiz,1.45,4.33,7.0,0,2,H,0.4101873246086786,1.45,-0.40522837931741595,D,0.582348302666597,0.365438407082355,4.33,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2021,2021-09-18,5,vallecano,getafe,2.37,2.9,3.4,2,1,D,0.4005613649076532,2.9,0.16162795823219422,A,0.36085043031884156,0.40025012656436515,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-18,5,ath madrid,ath bilbao,1.65,3.6,6.0,1,2,H,0.6446098818059455,1.65,0.0636063049798099,H,0.0636063049798099,0.6446098818059455,1.65,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-18,5,elche,levante,2.4,3.1,3.2,1,1,D,0.4826463825085434,3.1,0.4962037857764847,D,0.4962037857764847,0.4826463825085434,3.1,True,3.1,2.1,3.1,2.1,✓,✓,≥5%,≥5%
2021,2021-09-18,5,alaves,osasuna,3.1,3.0,2.55,0,1,D,0.43466685245592046,3.0,0.3040005573677613,D,0.3040005573677613,0.43466685245592046,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-19,5,mallorca,villarreal,3.5,3.0,2.3,1,0,A,0.5029678913783503,2.3,0.1568261501702055,A,0.1568261501702055,0.5029678913783503,2.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2021,2021-09-19,5,sociedad,sevilla,2.55,3.2,2.87,1,1,D,0.388071643061761,3.2,0.2418292577976353,D,0.2418292577976353,0.388071643061761,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2021,2021-09-19,5,betis,espanol,2.0,3.2,4.2,1,1,D,0.397928710381919,3.2,0.27337187322214085,D,0.27337187322214085,0.397928710381919,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2021,2021-09-19,5,valencia,real madrid,3.8,3.8,1.9,0,0,A,0.596423794350882,1.9,0.13320520926667578,A,0.13320520926667578,0.596423794350882,1.9,True,1.9,0.8999999999999999,1.9,0.8999999999999999,✓,✓,≥5%,≥5%
