Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2006,2006-09-09,2,ath madrid,valencia,2.4,3.2,2.87,0,0,A,0.571507589311004,2.87,0.6402267813225815,A,0.6402267813225815,0.571507589311004,2.87,True,2.87,1.87,2.87,1.87,✓,✓,≥5%,≥5%
2006,2006-09-09,2,barcelona,osasuna,1.28,5.0,10.0,2,1,D,0.7524405618350665,5.0,2.7622028091753323,D,2.7622028091753323,0.7524405618350665,5.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-10,2,betis,ath bilbao,2.0,3.3,3.6,2,0,A,0.8974468401841512,3.6,2.2308086246629446,A,2.2308086246629446,0.8974468401841512,3.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-10,2,getafe,santander,1.83,3.3,4.33,2,0,A,1.0,4.33,3.33,A,3.33,1.0,4.33,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-10,2,gimnastic,celta,2.6,3.2,2.62,0,0,A,0.8991541776853356,2.62,1.3557839455355793,A,1.3557839455355793,0.8991541776853356,2.62,True,2.62,1.62,2.62,1.62,✓,✓,≥5%,≥5%
2006,2006-09-10,2,levante,real madrid,7.0,3.75,1.5,0,1,D,0.7638410600580745,3.75,1.8644039752177792,D,1.8644039752177792,0.7638410600580745,3.75,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-10,2,mallorca,la coruna,2.5,3.1,2.8,1,0,A,0.8391395009143031,2.8,1.3495906025600486,A,1.3495906025600486,0.8391395009143031,2.8,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-10,2,sociedad,sevilla,3.1,3.1,2.3,0,0,A,0.8858666038170876,2.3,1.0374931887793015,A,1.0374931887793015,0.8858666038170876,2.3,True,2.3,1.2999999999999998,2.3,1.2999999999999998,✓,✓,≥5%,≥5%
2006,2006-09-10,2,villarreal,recreativo,1.5,3.75,7.0,0,1,D,0.4463474293255692,3.75,0.6738028599708845,D,0.6738028599708845,0.4463474293255692,3.75,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-10,2,zaragoza,espanol,1.72,3.3,5.0,2,1,D,0.5088623796312712,3.3,0.679245852783195,D,0.679245852783195,0.5088623796312712,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-16,3,la coruna,villarreal,2.3,3.25,3.0,2,0,A,0.768936589704013,3.0,1.3068097691120393,A,1.3068097691120393,0.768936589704013,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-17,3,ath bilbao,ath madrid,2.7,3.25,2.5,0,2,H,0.5257877985538821,2.7,0.4196270560954818,H,0.4196270560954818,0.5257877985538821,2.7,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-17,3,espanol,celta,2.4,3.2,2.87,2,2,H,0.7742138023659998,2.4,0.8581131256783994,H,0.8581131256783994,0.7742138023659998,2.4,True,2.4,1.4,2.4,1.4,✓,✓,≥5%,≥5%
2006,2006-09-17,3,osasuna,gimnastic,1.72,3.6,4.5,2,2,H,0.8564026525583167,1.72,0.47301256240030476,H,0.47301256240030476,0.8564026525583167,1.72,True,1.72,0.72,1.72,0.72,✓,✓,≥5%,≥5%
2006,2006-09-17,3,real madrid,sociedad,1.28,5.0,10.0,2,2,H,0.9713149159475759,1.28,0.24328309241289725,H,0.24328309241289725,0.9713149159475759,1.28,True,1.28,0.28,1.28,0.28,✓,✓,≥5%,≥5%
2006,2006-09-17,3,recreativo,levante,2.0,3.2,3.75,0,2,H,0.5739174501998648,2.0,0.14783490039972969,A,0.5975739115238907,0.4260197097397042,3.75,True,0.0,-1.0,3.75,2.75,✗,✓,≥5%,≥5%
2006,2006-09-17,3,santander,barcelona,7.5,4.33,1.4,0,0,A,0.9928020957473265,1.4,0.3899229340462569,A,0.3899229340462569,0.9928020957473265,1.4,True,1.4,0.3999999999999999,1.4,0.3999999999999999,✓,✓,≥5%,≥5%
2006,2006-09-17,3,sevilla,betis,1.66,3.6,5.0,2,1,D,0.46074030743746996,3.6,0.6586651067748919,D,0.6586651067748919,0.46074030743746996,3.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-17,3,valencia,getafe,1.44,4.0,7.5,2,1,D,0.8473713335052774,4.0,2.3894853340211095,D,2.3894853340211095,0.8473713335052774,4.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-17,3,zaragoza,mallorca,1.66,3.6,5.0,2,1,D,0.41974487250403963,3.6,0.5110815410145426,D,0.5110815410145426,0.41974487250403963,3.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2006,2006-09-23,4,betis,real madrid,3.75,3.2,2.0,0,0,A,0.9771617009905577,2.0,0.9543234019811153,A,0.9543234019811153,0.9771617009905577,2.0,True,2.0,1.0,2.0,1.0,✓,✓,≥5%,≥5%
2006,2006-09-24,4,getafe,ath bilbao,1.9,3.25,4.0,1,2,H,0.9973529045196088,1.9,0.8949705185872565,H,0.8949705185872565,0.9973529045196088,1.9,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
