Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2023-08-11,2023,almeria,vallecano,2.45,3.3,2.9,0,1,D,0.45743598269435065,3.3,0.5095387428913571,D,0.5095387428913571,0.45743598269435065,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2023-08-11,2023,sevilla,valencia,1.91,3.5,4.2,0,1,D,0.40793256950098183,3.5,0.4277639932534365,D,0.4277639932534365,0.40793256950098183,3.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2023-08-12,2023,sociedad,girona,1.62,4.0,5.25,1,1,D,0.42216503766375335,4.0,0.6886601506550134,D,0.6886601506550134,0.42216503766375335,4.0,True,4.0,3.0,4.0,3.0,✓,✓,≥5%,≥5%
2023-08-12,2023,las palmas,mallorca,2.4,3.0,3.3,1,1,D,0.5085550171569274,3.0,0.5256650514707824,D,0.5256650514707824,0.5085550171569274,3.0,True,3.0,2.0,3.0,2.0,✓,✓,≥5%,≥5%
2023-08-12,2023,ath bilbao,real madrid,3.3,3.5,2.15,0,0,A,0.524252508218038,2.15,0.12714289266878165,D,0.13775459762225517,0.3250727421777872,3.5,True,2.15,1.15,0.0,-1.0,✓,✗,≥5%,≥5%
2023-08-13,2023,celta,osasuna,2.05,3.2,3.9,0,1,D,0.3925975925908905,3.2,0.25631229629084973,D,0.25631229629084973,0.3925975925908905,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2023-08-13,2023,villarreal,betis,1.75,4.0,4.2,0,2,H,0.39897250768359677,1.75,-0.3017981115537056,D,0.5359368797964774,0.38398421994911935,4.0,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2023-08-13,2023,getafe,barcelona,6.5,3.8,1.57,1,0,A,0.7363735239388343,1.57,0.15610643258396983,A,0.15610643258396983,0.7363735239388343,1.57,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2023-08-14,2023,cadiz,alaves,2.2,3.0,3.75,2,1,D,0.4898458159781009,3.0,0.46953744793430263,D,0.46953744793430263,0.4898458159781009,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2023-08-14,2023,ath madrid,granada,1.3,5.5,9.5,2,2,H,0.6314093732923491,1.3,-0.17916781471994614,D,0.488150309255696,0.27057278350103564,5.5,True,1.3,0.30000000000000004,0.0,-1.0,✓,✗,<0%,≥5%
