Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2017,2017-08-18,1,leganes,alaves,2.05,3.2,4.1,2,1,D,0.46485316409825805,3.2,0.48753012511442595,A,0.5246697195713079,0.3718706633100751,4.1,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2017,2017-08-18,1,valencia,las palmas,1.75,3.8,4.5,2,1,D,0.3998460942628879,3.8,0.5194151581989741,D,0.5194151581989741,0.3998460942628879,3.8,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2017,2017-08-19,1,celta,sociedad,2.38,3.25,3.2,0,0,A,0.4296253044776342,3.2,0.3748009743284295,A,0.3748009743284295,0.4296253044776342,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2017,2017-08-19,1,girona,ath madrid,8.0,4.33,1.45,1,0,A,0.7582120315610427,1.45,0.0994074457635119,A,0.0994074457635119,0.7582120315610427,1.45,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2017,2017-08-19,1,sevilla,espanol,1.62,4.0,5.5,1,2,H,0.48409274567018845,1.62,-0.2157697520142946,A,0.26718872845760777,0.23039795062865595,5.5,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2017,2017-08-20,1,ath bilbao,getafe,1.5,4.0,7.5,1,1,D,0.4524011887491362,4.0,0.8096047549965448,D,0.8096047549965448,0.4524011887491362,4.0,True,4.0,3.0,4.0,3.0,✓,✓,≥5%,≥5%
2017,2017-08-20,1,barcelona,betis,1.17,8.0,15.0,2,2,H,0.8219486160652202,1.17,-0.03832011920369249,D,0.1687210503035954,0.14609013128794943,8.0,True,1.17,0.16999999999999993,0.0,-1.0,✓,✗,<0%,≥5%
2017,2017-08-20,1,la coruna,real madrid,9.5,5.75,1.3,0,0,A,0.8815566777614342,1.3,0.14602368108986452,A,0.14602368108986452,0.8815566777614342,1.3,True,1.3,0.30000000000000004,1.3,0.30000000000000004,✓,✓,≥5%,≥5%
2017,2017-08-21,1,levante,villarreal,3.25,3.25,2.3,2,1,D,0.4276680556950237,3.25,0.389921181008827,D,0.389921181008827,0.4276680556950237,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2017,2017-08-21,1,malaga,eibar,2.1,3.3,3.7,0,1,D,0.4554047386977699,3.3,0.5028356377026404,D,0.5028356377026404,0.4554047386977699,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
