Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2008,2008-08-30,1,espanol,valladolid,2.0,3.3,3.8,2,1,D,0.4126436285912106,3.3,0.361723974350995,D,0.361723974350995,0.4126436285912106,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-30,1,valencia,mallorca,1.7,3.6,5.25,2,0,A,0.43231674916100554,5.25,1.2696629330952791,A,1.2696629330952791,0.43231674916100554,5.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,numancia,barcelona,7.0,4.0,1.5,2,1,D,0.6790075248809008,4.0,1.716030099523603,D,1.716030099523603,0.6790075248809008,4.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,osasuna,villarreal,2.8,3.3,2.5,1,0,A,0.7276211744285533,2.5,0.8190529360713834,A,0.8190529360713834,0.7276211744285533,2.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,santander,sevilla,2.8,3.3,2.5,1,0,A,0.7421964279827096,2.5,0.8554910699567739,A,0.8554910699567739,0.7421964279827096,2.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,sp gijon,getafe,2.62,3.3,2.62,0,1,D,0.6049050698174133,3.3,0.9961867303974639,D,0.9961867303974639,0.6049050698174133,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,ath bilbao,almeria,2.0,3.3,3.8,0,1,D,0.3583583369053657,3.3,0.1825825117877069,A,0.28720392107440995,0.33873787396695,3.8,True,0.0,-1.0,3.8,2.8,✗,✓,≥5%,≥5%
2008,2008-08-31,1,ath madrid,malaga,1.44,4.2,7.5,2,1,D,0.4924198227018307,4.2,1.068163255347689,D,1.068163255347689,0.4924198227018307,4.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,betis,recreativo,2.0,3.25,3.8,0,1,D,0.5696072076266683,3.25,0.8512234247866719,D,0.8512234247866719,0.5696072076266683,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-08-31,1,la coruna,real madrid,3.5,3.3,2.1,2,0,A,0.8767827310817934,2.1,0.8412437352717661,A,0.8412437352717661,0.8767827310817934,2.1,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-13,2,barcelona,santander,1.29,5.0,12.0,1,2,H,0.7667252296856595,1.29,-0.010924453705499215,H,-0.010924453705499215,0.7667252296856595,1.29,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
2008,2008-09-13,2,valladolid,ath madrid,3.2,3.4,2.2,2,1,D,0.6005364371048053,3.4,1.041823886156338,D,1.041823886156338,0.6005364371048053,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-14,2,almeria,valencia,2.75,3.3,2.5,1,0,A,0.4280948885888008,2.5,0.07023722147200195,A,0.07023722147200195,0.4280948885888008,2.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-14,2,getafe,betis,2.1,3.3,3.5,1,1,D,0.45894527735764534,3.3,0.5145194152802295,D,0.5145194152802295,0.45894527735764534,3.3,True,3.3,2.3,3.3,2.3,✓,✓,≥5%,≥5%
2008,2008-09-14,2,malaga,ath bilbao,2.5,3.25,2.8,1,1,D,0.5800503790044914,3.25,0.8851637317645971,D,0.8851637317645971,0.5800503790044914,3.25,True,3.25,2.25,3.25,2.25,✓,✓,≥5%,≥5%
2008,2008-09-14,2,mallorca,osasuna,2.2,3.2,3.4,1,2,H,0.5748460286023284,2.2,0.2646612629251226,H,0.2646612629251226,0.5748460286023284,2.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-14,2,real madrid,numancia,1.25,5.5,12.0,2,2,H,0.9188900195116043,1.25,0.14861252438950534,H,0.14861252438950534,0.9188900195116043,1.25,True,1.25,0.25,1.25,0.25,✓,✓,≥5%,≥5%
2008,2008-09-14,2,recreativo,espanol,2.3,3.3,3.1,0,0,A,0.4306056268422476,3.1,0.3348774432109676,A,0.3348774432109676,0.4306056268422476,3.1,True,3.1,2.1,3.1,2.1,✓,✓,≥5%,≥5%
2008,2008-09-14,2,sevilla,sp gijon,1.33,5.0,9.0,2,2,H,0.7358842523983766,1.33,-0.021273944310159054,D,0.14357238730363675,0.22871447746072734,5.0,True,1.33,0.33000000000000007,0.0,-1.0,✓,✗,<0%,≥5%
2008,2008-09-14,2,villarreal,la coruna,2.0,3.25,4.0,2,2,H,0.725104625964025,2.0,0.45020925192805006,H,0.45020925192805006,0.725104625964025,2.0,True,2.0,1.0,2.0,1.0,✓,✓,≥5%,≥5%
2008,2008-09-20,3,ath madrid,recreativo,1.5,3.8,7.25,2,2,H,0.7066064064395077,1.5,0.05990960965926151,H,0.05990960965926151,0.7066064064395077,1.5,True,1.5,0.5,1.5,0.5,✓,✓,≥5%,≥5%
2008,2008-09-20,3,espanol,getafe,2.1,3.3,3.5,1,0,A,0.860352825409399,3.5,2.011234888932896,A,2.011234888932896,0.860352825409399,3.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-21,3,valencia,osasuna,1.62,3.75,5.5,2,1,D,0.40770526566022974,3.75,0.5288947462258615,D,0.5288947462258615,0.40770526566022974,3.75,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-21,3,almeria,malaga,1.83,3.5,4.33,2,1,D,0.7961842819620827,3.5,1.7866449868672896,D,1.7866449868672896,0.7961842819620827,3.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-21,3,sp gijon,barcelona,7.5,3.8,1.5,0,1,D,0.5452403028901619,3.8,1.0719131509826152,D,1.0719131509826152,0.5452403028901619,3.8,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-21,3,la coruna,mallorca,1.91,3.3,4.2,1,0,A,0.47977262528764564,4.2,1.0150450262081119,A,1.0150450262081119,0.47977262528764564,4.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-21,3,betis,sevilla,3.1,3.25,2.3,1,0,A,0.4305660760207838,2.3,-0.00969802515219742,D,0.1275437648042681,0.34693654301669785,3.25,True,0.0,-1.0,3.25,2.25,✗,✓,<0%,≥5%
2008,2008-09-21,3,santander,real madrid,3.4,3.4,2.1,0,0,A,0.7310925138445683,2.1,0.5352942790735935,A,0.5352942790735935,0.7310925138445683,2.1,True,2.1,1.1,2.1,1.1,✓,✓,≥5%,≥5%
2008,2008-09-21,3,numancia,villarreal,3.0,3.4,2.3,0,0,A,0.9226038523406607,2.3,1.1219888603835195,A,1.1219888603835195,0.9226038523406607,2.3,True,2.3,1.2999999999999998,2.3,1.2999999999999998,✓,✓,≥5%,≥5%
2008,2008-09-21,3,ath bilbao,valladolid,2.0,3.3,3.75,2,1,D,0.5476341795720284,3.3,0.8071927925876936,D,0.8071927925876936,0.5476341795720284,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-24,4,barcelona,betis,1.2,6.0,15.0,2,2,H,0.6955177693279209,1.2,-0.16537867680649498,D,0.5191289228966767,0.25318815381611276,6.0,True,1.2,0.19999999999999996,0.0,-1.0,✓,✗,<0%,≥5%
2008,2008-09-24,4,getafe,ath madrid,2.9,3.25,2.4,0,2,H,0.42881770338845326,2.9,0.24357133982651447,H,0.24357133982651447,0.42881770338845326,2.9,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-24,4,osasuna,la coruna,2.25,3.25,3.2,1,1,D,0.5609779896143877,3.25,0.82317846624676,D,0.82317846624676,0.5609779896143877,3.25,True,3.25,2.25,3.25,2.25,✓,✓,≥5%,≥5%
2008,2008-09-24,4,real madrid,sp gijon,1.17,6.5,17.0,2,2,H,0.8733385379539055,1.17,0.02180608940606943,H,0.02180608940606943,0.8733385379539055,1.17,True,1.17,0.16999999999999993,1.17,0.16999999999999993,✓,✓,2–5%,2–5%
2008,2008-09-24,4,sevilla,espanol,1.62,3.6,6.0,2,2,H,0.7012640041449335,1.62,0.1360476867147924,A,0.14037093659518018,0.19006182276586336,6.0,True,1.62,0.6200000000000001,0.0,-1.0,✓,✗,≥5%,≥5%
2008,2008-09-24,4,villarreal,santander,1.57,3.75,6.0,2,2,H,0.7163513362881967,1.57,0.12467159797246885,H,0.12467159797246885,0.7163513362881967,1.57,True,1.57,0.5700000000000001,1.57,0.5700000000000001,✓,✓,≥5%,≥5%
2008,2008-09-25,4,malaga,valencia,3.75,3.3,2.0,0,0,A,0.4940468771322169,2.0,-0.011906245735566201,A,-0.011906245735566201,0.4940468771322169,2.0,True,2.0,1.0,2.0,1.0,✓,✓,<0%,<0%
2008,2008-09-25,4,mallorca,numancia,1.85,3.4,4.33,2,1,D,0.6066123235578047,3.4,1.062481900096536,D,1.062481900096536,0.6066123235578047,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-25,4,recreativo,ath bilbao,2.35,3.25,3.0,1,1,D,0.6871614141890785,3.25,1.233274596114505,D,1.233274596114505,0.6871614141890785,3.25,True,3.25,2.25,3.25,2.25,✓,✓,≥5%,≥5%
2008,2008-09-25,4,valladolid,almeria,2.1,3.3,3.5,2,1,D,0.5559124974882935,3.3,0.8345112417113685,D,0.8345112417113685,0.5559124974882935,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-27,5,betis,real madrid,4.33,3.6,1.8,0,0,A,0.43173382163263097,1.8,-0.22287912106126428,D,0.5217940630167159,0.42272057306019883,3.6,True,1.8,0.8,0.0,-1.0,✓,✗,<0%,≥5%
2008,2008-09-27,5,espanol,barcelona,4.5,3.5,1.8,0,0,A,0.7302698163782553,1.8,0.31448566948085954,A,0.31448566948085954,0.7302698163782553,1.8,True,1.8,0.8,1.8,0.8,✓,✓,≥5%,≥5%
2008,2008-09-27,5,sp gijon,villarreal,5.5,3.75,1.62,0,0,A,0.5917303321070786,1.62,-0.041396861986532585,H,0.11304772816249797,0.20237231421136329,5.5,True,1.62,0.6200000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2008,2008-09-28,5,ath madrid,sevilla,2.05,3.3,3.6,0,2,H,0.5499907302684246,2.05,0.12748099705027038,A,0.3197209494932687,0.3665891526370191,3.6,True,0.0,-1.0,3.6,2.6,✗,✓,≥5%,≥5%
2008,2008-09-28,5,malaga,valladolid,2.5,3.25,2.8,2,0,A,0.3994532651991748,2.8,0.11846914255768937,A,0.11846914255768937,0.3994532651991748,2.8,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-28,5,numancia,osasuna,2.38,3.25,3.0,1,0,A,0.44321421419172424,3.0,0.32964264257517284,A,0.32964264257517284,0.44321421419172424,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-28,5,santander,mallorca,2.2,3.1,3.5,0,2,H,0.34730929659862964,2.2,-0.2359195474830147,A,0.14429768772634888,0.3269421964932425,3.5,True,0.0,-1.0,3.5,2.5,✗,✓,<0%,≥5%
2008,2008-09-28,5,almeria,recreativo,1.8,3.5,4.5,2,1,D,0.528859694592056,3.5,0.8510089310721958,D,0.8510089310721958,0.528859694592056,3.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-28,5,ath bilbao,getafe,2.2,3.25,3.3,0,1,D,0.4364277122565351,3.25,0.4183900648337391,D,0.4183900648337391,0.4364277122565351,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2008,2008-09-28,5,valencia,la coruna,1.67,3.6,5.25,2,2,H,0.4273400912223253,1.67,-0.28634204765871674,D,0.25874741721947947,0.3496520603387443,3.6,True,1.67,0.6699999999999999,0.0,-1.0,✓,✗,<0%,≥5%
