Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2011-08-27,2011,granada,betis,2.3,3.4,3.0,0,2,H,0.5138385407482738,2.3,0.1818286437210297,H,0.1818286437210297,0.5138385407482738,2.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2011-08-27,2011,sp gijon,sociedad,2.05,3.25,3.75,0,2,H,0.4640412403896349,2.05,-0.04871545720124848,D,0.23797706827786813,0.3809160210085748,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2011-08-27,2011,valencia,santander,1.4,4.33,8.0,2,2,H,0.6706764582597818,1.4,-0.06105295843630554,D,0.23640545687657033,0.28554398542184073,4.33,True,1.4,0.3999999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2011-08-28,2011,ath bilbao,vallecano,1.57,3.75,6.0,1,2,H,0.6647358465342437,1.57,0.04363527905876263,A,0.30775899445870425,0.21795983240978403,6.0,True,0.0,-1.0,0.0,-1.0,✗,✗,2–5%,≥5%
2011-08-28,2011,ath madrid,osasuna,1.53,3.8,6.5,1,2,H,0.5603161917216195,1.53,-0.1427162266659221,D,0.3500834453917756,0.35528511720836203,3.8,True,0.0,-1.0,3.8,2.8,✗,✓,<0%,≥5%
2011-08-28,2011,getafe,levante,1.8,3.5,4.5,1,1,D,0.5629436633757399,3.5,0.9703028218150895,D,0.9703028218150895,0.5629436633757399,3.5,True,3.5,2.5,3.5,2.5,✓,✓,≥5%,≥5%
2011-08-28,2011,mallorca,espanol,2.0,3.4,3.75,2,1,D,0.4308066751582404,3.4,0.4647426955380174,D,0.4647426955380174,0.4308066751582404,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2011-08-28,2011,sevilla,malaga,2.1,3.4,3.4,2,2,H,0.5351778005945338,2.1,0.1238733812485211,A,0.29157963054476865,0.37987636192493196,3.4,True,2.1,1.1,0.0,-1.0,✓,✗,≥5%,≥5%
2011-08-28,2011,zaragoza,real madrid,8.5,5.0,1.33,0,0,A,0.7880386831470376,1.33,0.04809144858556014,A,0.04809144858556014,0.7880386831470376,1.33,True,1.33,0.33000000000000007,1.33,0.33000000000000007,✓,✓,2–5%,2–5%
2011-08-29,2011,barcelona,villarreal,1.25,5.75,11.0,2,2,H,0.7706653722037066,1.25,-0.036668284745366764,D,0.15530600053157584,0.2009227827011436,5.75,True,1.25,0.25,0.0,-1.0,✓,✗,<0%,≥5%
