match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2018-08-17,-1.0,-1.0,-1.0,-1.0,betis,levante,Away,Home,Home
2,2018-08-17,-2.0,-2.0,-1.0,-1.0,girona,valladolid,Draw,Home,Home
3,2018-08-18,-1.89,-1.89,0.11,0.11,barcelona,alaves,Home,Home,Home
4,2018-08-18,-2.89,-2.89,-1.0,-1.0,celta,espanol,Draw,Home,Home
5,2018-08-18,-3.89,-3.89,-1.0,-1.0,villarreal,sociedad,Away,Home,Home
6,2018-08-19,-4.89,-4.89,-1.0,-1.0,eibar,huesca,Away,Home,Home
7,2018-08-19,-4.69,-4.69,0.2,0.2,real madrid,getafe,Home,Home,Home
8,2018-08-19,-3.55,-3.55,1.14,1.14,vallecano,sevilla,Away,Away,Away
9,2018-08-20,-2.8,-2.8,0.75,0.75,ath bilbao,leganes,Home,Home,Home
10,2018-08-20,-3.8,-3.8,-1.0,-1.0,valencia,ath madrid,Draw,Away,Away
11,2018-08-24,-4.8,-4.8,-1.0,-1.0,leganes,sociedad,Draw,Away,Away
12,2018-08-24,-3.85,-3.85,0.95,0.95,getafe,eibar,Home,Home,Home
13,2018-08-25,-1.6,-4.85,2.25,-1.0,alaves,betis,Draw,Draw,Away
14,2018-08-25,-1.44,-4.69,0.16,0.16,ath madrid,vallecano,Home,Home,Home
15,2018-08-25,-1.28,-4.53,0.16,0.16,valladolid,barcelona,Away,Away,Away
16,2018-08-26,-2.28,-5.53,-1.0,-1.0,espanol,valencia,Home,Away,Away
17,2018-08-26,-1.92,-5.17,0.36,0.36,girona,real madrid,Away,Away,Away
18,2018-08-26,-2.92,-6.17,-1.0,-1.0,sevilla,villarreal,Draw,Home,Home
19,2018-08-27,-3.92,-7.17,-1.0,-1.0,ath bilbao,huesca,Draw,Home,Home
20,2018-08-27,-4.92,-8.17,-1.0,-1.0,levante,celta,Away,Home,Home
21,2018-08-31,-5.92,-9.17,-1.0,-1.0,villarreal,girona,Away,Home,Home
22,2018-08-31,-6.92,-10.17,-1.0,-1.0,eibar,sociedad,Home,Away,Away
23,2018-08-31,-7.92,-11.17,-1.0,-1.0,getafe,valladolid,Draw,Home,Home
24,2018-09-01,-7.8,-11.05,0.12,0.12,real madrid,leganes,Home,Home,Home
25,2018-09-01,-8.8,-12.05,-1.0,-1.0,celta,ath madrid,Home,Away,Away
26,2018-09-02,-9.8,-13.05,-1.0,-1.0,alaves,espanol,Home,Away,Away
27,2018-09-02,-9.72,-12.97,0.08,0.08,barcelona,huesca,Home,Home,Home
28,2018-09-02,-10.72,-13.97,-1.0,-1.0,betis,sevilla,Home,Away,Away
29,2018-09-02,-11.72,-14.97,-1.0,-1.0,levante,valencia,Draw,Away,Away
30,2018-09-14,-12.72,-15.97,-1.0,-1.0,huesca,vallecano,Away,Draw,Home
31,2018-09-15,-13.72,-16.97,-1.0,-1.0,ath bilbao,real madrid,Draw,Away,Away
32,2018-09-15,-14.72,-17.97,-1.0,-1.0,ath madrid,eibar,Draw,Home,Home
33,2018-09-15,-14.32,-17.57,0.4,0.4,sociedad,barcelona,Away,Away,Away
34,2018-09-15,-15.32,-18.57,-1.0,-1.0,valencia,betis,Draw,Home,Home
35,2018-09-16,-16.32,-19.57,-1.0,-1.0,valladolid,alaves,Away,Home,Home
36,2018-09-16,-17.32,-20.57,-1.0,-1.0,sevilla,getafe,Away,Home,Home
37,2018-09-16,-16.6,-19.85,0.72,0.72,espanol,levante,Home,Home,Home
38,2018-09-16,-15.06,-18.31,1.54,1.54,leganes,villarreal,Away,Away,Away
39,2018-09-17,-13.66,-16.91,1.4,1.4,girona,celta,Home,Home,Home
40,2018-09-21,-12.56,-15.81,1.1,1.1,huesca,sociedad,Away,Away,Away
41,2018-09-22,-13.56,-16.81,-1.0,-1.0,vallecano,alaves,Away,Home,Home
42,2018-09-22,-14.56,-17.81,-1.0,-1.0,celta,valladolid,Draw,Home,Home
43,2018-09-22,-13.52,-16.77,1.04,1.04,eibar,leganes,Home,Home,Home
44,2018-09-22,-12.72,-15.97,0.8,0.8,getafe,ath madrid,Away,Away,Away
45,2018-09-22,-12.54,-15.79,0.18,0.18,real madrid,espanol,Home,Home,Home
46,2018-09-23,-13.54,-16.79,-1.0,-1.0,villarreal,valencia,Draw,Home,Home
47,2018-09-23,-12.5,-15.75,1.04,1.04,levante,sevilla,Away,Away,Away
48,2018-09-23,-13.5,-16.75,-1.0,-1.0,barcelona,girona,Draw,Home,Home
49,2018-09-23,-14.5,-17.75,-1.0,-1.0,betis,ath bilbao,Draw,Home,Home
50,2018-09-25,-14.28,-17.53,0.22,0.22,ath madrid,huesca,Home,Home,Home
51,2018-09-25,-13.38,-16.63,0.9,0.9,espanol,eibar,Home,Home,Home
52,2018-09-25,-14.38,-17.63,-1.0,-1.0,sociedad,vallecano,Draw,Home,Home
53,2018-09-26,-15.38,-18.63,-1.0,-1.0,valencia,celta,Draw,Home,Home
54,2018-09-26,-16.38,-19.63,-1.0,-1.0,ath bilbao,villarreal,Away,Home,Home
55,2018-09-26,-17.38,-20.63,-1.0,-1.0,leganes,barcelona,Home,Away,Away
56,2018-09-26,-18.38,-21.63,-1.0,-1.0,sevilla,real madrid,Home,Away,Away
