match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2013-08-17,0.73,0.73,0.73,0.73,sociedad,getafe,Home,Home,Home
2,2013-08-17,1.26,1.26,0.53,0.53,valencia,malaga,Home,Home,Home
3,2013-08-17,0.26,0.26,-1.0,-1.0,valladolid,ath bilbao,Away,Home,Home
4,2013-08-18,0.34,0.34,0.08,0.08,barcelona,levante,Home,Home,Home
5,2013-08-18,-0.66,-0.66,-1.0,-1.0,osasuna,granada,Away,Home,Home
6,2013-08-18,-0.49,-0.49,0.17,0.17,real madrid,betis,Home,Home,Home
7,2013-08-18,-1.49,1.01,-1.0,1.5,sevilla,ath madrid,Away,Home,Away
8,2013-08-19,0.26,0.01,1.75,-1.0,almeria,villarreal,Away,Away,Home
9,2013-08-19,-0.74,-0.99,-1.0,-1.0,celta,espanol,Draw,Home,Home
10,2013-08-19,0.51,0.26,1.25,1.25,vallecano,elche,Home,Home,Home
11,2013-08-23,-0.49,-0.74,-1.0,-1.0,getafe,almeria,Draw,Home,Home
12,2013-08-23,0.13,-0.12,0.62,0.62,ath bilbao,osasuna,Home,Home,Home
13,2013-08-24,-0.87,-1.12,-1.0,-1.0,elche,sociedad,Draw,Away,Away
14,2013-08-24,-1.87,-2.12,-1.0,-1.0,espanol,valencia,Home,Away,Away
15,2013-08-24,-1.02,-1.27,0.85,0.85,villarreal,valladolid,Home,Home,Home
16,2013-08-25,-0.73,-0.98,0.29,0.29,ath madrid,vallecano,Home,Home,Home
17,2013-08-25,-1.73,-1.98,-1.0,-1.0,betis,celta,Away,Home,Home
18,2013-08-25,-2.73,-2.98,-1.0,-1.0,levante,sevilla,Draw,Away,Away
19,2013-08-25,-2.51,-2.76,0.22,0.22,malaga,barcelona,Away,Away,Away
20,2013-08-26,-2.18,-2.43,0.33,0.33,granada,real madrid,Away,Away,Away
21,2013-08-30,-3.18,-3.43,-1.0,-1.0,vallecano,levante,Away,Home,Home
22,2013-08-30,-4.18,-4.43,-1.0,-1.0,almeria,elche,Draw,Home,Home
23,2013-08-31,-3.08,-3.33,1.1,1.1,valladolid,getafe,Home,Home,Home
24,2013-08-31,-4.08,-4.33,-1.0,-1.0,osasuna,villarreal,Away,Home,Home
25,2013-08-31,-5.08,-5.33,-1.0,-1.0,celta,granada,Draw,Home,Home
26,2013-09-01,-6.08,-6.33,-1.0,-1.0,espanol,betis,Draw,Home,Home
27,2013-09-01,-5.91,-6.16,0.17,0.17,real madrid,ath bilbao,Home,Home,Home
28,2013-09-01,-6.91,-7.16,-1.0,-1.0,sevilla,malaga,Draw,Home,Home
29,2013-09-01,-5.53,-5.78,1.38,1.38,sociedad,ath madrid,Away,Away,Away
30,2013-09-01,-5.0,-5.25,0.53,0.53,valencia,barcelona,Away,Away,Away
31,2013-09-14,-4.75,-5.0,0.25,0.25,ath madrid,almeria,Home,Home,Home
32,2013-09-14,-4.57,-4.82,0.18,0.18,barcelona,sevilla,Home,Home,Home
33,2013-09-14,-5.57,-5.82,-1.0,-1.0,levante,sociedad,Draw,Away,Away
34,2013-09-14,-6.57,-6.82,-1.0,-1.0,villarreal,real madrid,Draw,Away,Away
35,2013-09-15,-5.66,-5.91,0.91,0.91,malaga,vallecano,Home,Home,Home
36,2013-09-15,-6.66,-6.91,-1.0,-1.0,granada,espanol,Away,Home,Home
37,2013-09-15,-5.71,-5.96,0.95,0.95,getafe,osasuna,Home,Home,Home
38,2013-09-15,-4.08,-4.33,1.63,1.63,betis,valencia,Home,Home,Home
39,2013-09-16,-3.41,-3.66,0.67,0.67,ath bilbao,celta,Home,Home,Home
40,2013-09-16,-4.41,-4.66,-1.0,-1.0,elche,valladolid,Draw,Home,Home
41,2013-09-20,-3.41,-3.66,1.0,1.0,osasuna,elche,Home,Home,Home
42,2013-09-21,-4.41,-4.66,-1.0,-1.0,almeria,levante,Draw,Home,Home
43,2013-09-21,-5.41,-5.66,-1.0,-1.0,sociedad,malaga,Draw,Home,Home
44,2013-09-21,-4.71,-4.96,0.7,0.7,valladolid,ath madrid,Away,Away,Away
45,2013-09-21,-4.51,-4.76,0.2,0.2,vallecano,barcelona,Away,Away,Away
46,2013-09-22,-3.6,-3.85,0.91,0.91,valencia,sevilla,Home,Home,Home
47,2013-09-22,-3.47,-3.72,0.13,0.13,real madrid,getafe,Home,Home,Home
48,2013-09-22,-4.47,-4.72,-1.0,-1.0,betis,granada,Draw,Home,Home
49,2013-09-22,-5.47,-5.72,-1.0,-1.0,celta,villarreal,Draw,Away,Away
50,2013-09-23,-4.17,-4.42,1.3,1.3,espanol,ath bilbao,Home,Home,Home
51,2013-09-24,-3.97,-4.22,0.2,0.2,ath madrid,osasuna,Home,Home,Home
52,2013-09-24,-3.84,-4.09,0.13,0.13,barcelona,sociedad,Home,Home,Home
53,2013-09-24,-4.84,-5.09,-1.0,-1.0,levante,valladolid,Draw,Home,Home
54,2013-09-24,-4.17,-4.42,0.67,0.67,malaga,almeria,Home,Home,Home
55,2013-09-25,-3.88,-4.13,0.29,0.29,elche,real madrid,Away,Away,Away
56,2013-09-25,-2.58,-2.83,1.3,1.3,granada,valencia,Away,Away,Away
57,2013-09-25,-2.14,-2.39,0.44,0.44,sevilla,vallecano,Home,Home,Home
58,2013-09-26,-1.41,-1.66,0.73,0.73,villarreal,espanol,Home,Home,Home
59,2013-09-26,-0.31,-0.56,1.1,1.1,getafe,celta,Home,Home,Home
60,2013-09-26,0.64,0.39,0.95,0.95,ath bilbao,betis,Home,Home,Home
61,2013-09-27,-0.36,-0.61,-1.0,-1.0,valladolid,malaga,Draw,Away,Away
62,2013-09-28,-0.18,-0.43,0.18,0.18,almeria,barcelona,Away,Away,Away
63,2013-09-28,-1.18,-1.43,-1.0,-1.0,real madrid,ath madrid,Away,Home,Home
64,2013-09-28,-2.18,-2.43,-1.0,-1.0,sociedad,sevilla,Draw,Home,Home
65,2013-09-28,-1.89,-2.14,0.29,0.29,valencia,vallecano,Home,Home,Home
66,2013-09-29,-0.39,-0.64,1.5,1.5,betis,villarreal,Home,Home,Home
67,2013-09-29,-1.39,-1.64,-1.0,-1.0,celta,elche,Away,Home,Home
68,2013-09-29,-2.39,-2.64,-1.0,-1.0,espanol,getafe,Away,Home,Home
69,2013-09-29,-3.39,-3.64,-1.0,-1.0,osasuna,levante,Away,Home,Home
70,2013-09-30,-4.39,-4.64,-1.0,-1.0,granada,ath bilbao,Home,Away,Away
