match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2009-08-29,0.25,0.25,0.25,0.25,real madrid,la coruna,Home,Home,Home
2,2009-08-29,-0.75,1.16,-1.0,0.91,zaragoza,tenerife,Home,Away,Home
3,2009-08-30,1.45,0.16,2.2,-1.0,osasuna,villarreal,Draw,Draw,Away
4,2009-08-30,0.45,1.07,-1.0,0.91,mallorca,xerez,Home,Away,Home
5,2009-08-30,2.75,0.07,2.3,-1.0,almeria,valladolid,Draw,Draw,Home
6,2009-08-30,1.75,-0.93,-1.0,-1.0,santander,getafe,Away,Home,Home
7,2009-08-30,3.0,0.32,1.25,1.25,valencia,sevilla,Home,Home,Home
8,2009-08-30,2.0,-0.68,-1.0,-1.0,malaga,ath madrid,Home,Away,Away
9,2009-08-30,3.1,0.42,1.1,1.1,ath bilbao,espanol,Home,Home,Home
10,2009-08-31,3.27,0.59,0.17,0.17,barcelona,sp gijon,Home,Home,Home
11,2009-09-12,3.84,1.16,0.57,0.57,sevilla,zaragoza,Home,Home,Home
12,2009-09-12,4.34,1.66,0.5,0.5,getafe,barcelona,Away,Away,Away
13,2009-09-12,3.34,0.66,-1.0,-1.0,ath madrid,santander,Draw,Home,Home
14,2009-09-12,3.91,1.23,0.57,0.57,espanol,real madrid,Away,Away,Away
15,2009-09-13,4.74,2.06,0.83,0.83,la coruna,malaga,Home,Home,Home
16,2009-09-13,6.12,3.44,1.38,1.38,sp gijon,almeria,Home,Home,Home
17,2009-09-13,7.5,4.82,1.38,1.38,tenerife,osasuna,Home,Home,Home
18,2009-09-13,6.5,5.92,-1.0,1.1,valladolid,valencia,Away,Draw,Away
19,2009-09-13,5.5,4.92,-1.0,-1.0,villarreal,mallorca,Draw,Home,Home
20,2009-09-13,4.5,6.55,-1.0,1.63,xerez,ath bilbao,Away,Draw,Away
21,2009-09-19,5.75,7.8,1.25,1.25,osasuna,sevilla,Away,Away,Away
22,2009-09-19,4.75,6.8,-1.0,-1.0,malaga,santander,Away,Home,Home
23,2009-09-19,5.75,7.8,1.0,1.0,mallorca,tenerife,Home,Home,Home
24,2009-09-19,6.08,8.13,0.33,0.33,barcelona,ath madrid,Home,Home,Home
25,2009-09-19,5.08,7.13,-1.0,-1.0,la coruna,espanol,Away,Home,Home
26,2009-09-20,6.58,8.63,1.5,1.5,almeria,getafe,Home,Home,Home
27,2009-09-20,5.58,7.63,-1.0,-1.0,ath bilbao,villarreal,Home,Draw,Away
28,2009-09-20,5.71,7.76,0.13,0.13,real madrid,xerez,Home,Home,Home
29,2009-09-20,4.71,6.76,-1.0,-1.0,valencia,sp gijon,Draw,Home,Home
30,2009-09-20,3.71,5.76,-1.0,-1.0,zaragoza,valladolid,Away,Draw,Home
31,2009-09-22,4.01,6.06,0.3,0.3,santander,barcelona,Away,Away,Away
32,2009-09-22,4.45,6.5,0.44,0.44,sevilla,mallorca,Home,Home,Home
33,2009-09-23,3.45,8.1,-1.0,1.6,tenerife,ath bilbao,Home,Draw,Home
34,2009-09-23,4.9,9.55,1.45,1.45,xerez,la coruna,Away,Away,Away
35,2009-09-23,5.5,10.15,0.6,0.6,villarreal,real madrid,Away,Away,Away
36,2009-09-23,4.5,9.15,-1.0,-1.0,getafe,valencia,Home,Draw,Away
37,2009-09-23,5.5,10.15,1.0,1.0,espanol,malaga,Home,Home,Home
38,2009-09-23,4.5,9.15,-1.0,-1.0,ath madrid,almeria,Draw,Home,Home
39,2009-09-23,3.5,8.15,-1.0,-1.0,valladolid,osasuna,Away,Draw,Home
40,2009-09-24,5.9,7.15,2.4,-1.0,sp gijon,zaragoza,Draw,Draw,Home
41,2009-09-26,6.01,7.26,0.11,0.11,real madrid,tenerife,Home,Home,Home
42,2009-09-26,5.01,8.66,-1.0,1.4,ath bilbao,sevilla,Away,Home,Away
43,2009-09-26,5.3,8.95,0.29,0.29,malaga,barcelona,Away,Away,Away
