match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2010-08-28,1.8,-1.0,1.8,-1.0,hercules,ath bilbao,Away,Away,Home
2,2010-08-28,2.8,0.0,1.0,1.0,levante,sevilla,Away,Away,Away
3,2010-08-28,4.2,1.4,1.4,1.4,malaga,valencia,Away,Away,Away
4,2010-08-29,5.3,2.5,1.1,1.1,espanol,getafe,Home,Home,Home
5,2010-08-29,4.3,1.5,-1.0,-1.0,la coruna,zaragoza,Draw,Home,Home
6,2010-08-29,3.3,0.5,-1.0,-1.0,mallorca,real madrid,Draw,Away,Away
7,2010-08-29,2.3,-0.5,-1.0,-1.0,osasuna,almeria,Draw,Home,Home
8,2010-08-29,2.5,-0.3,0.2,0.2,santander,barcelona,Away,Away,Away
9,2010-08-29,1.5,-1.3,-1.0,-1.0,sociedad,villarreal,Home,Away,Away
10,2010-08-30,2.03,-0.77,0.53,0.53,ath madrid,sp gijon,Home,Home,Home
11,2010-09-11,2.47,-0.33,0.44,0.44,valencia,santander,Home,Home,Home
12,2010-09-11,2.64,-0.16,0.17,0.17,real madrid,osasuna,Home,Home,Home
13,2010-09-11,4.02,1.22,1.38,1.38,ath bilbao,ath madrid,Away,Away,Away
14,2010-09-11,3.02,0.22,-1.0,-1.0,barcelona,hercules,Away,Home,Home
15,2010-09-12,3.59,0.79,0.57,0.57,getafe,levante,Home,Home,Home
16,2010-09-12,2.59,-0.21,-1.0,-1.0,sevilla,la coruna,Draw,Home,Home
17,2010-09-12,3.99,1.19,1.4,1.4,sp gijon,mallorca,Home,Home,Home
18,2010-09-12,4.79,1.99,0.8,0.8,villarreal,espanol,Home,Home,Home
19,2010-09-12,3.79,0.99,-1.0,-1.0,zaragoza,malaga,Away,Home,Home
20,2010-09-13,2.79,-0.01,-1.0,-1.0,almeria,sociedad,Draw,Home,Home
21,2010-09-18,1.79,-1.01,-1.0,-1.0,sp gijon,ath bilbao,Draw,Home,Home
22,2010-09-18,2.15,-0.65,0.36,0.36,sociedad,real madrid,Away,Away,Away
23,2010-09-18,3.15,0.35,1.0,1.0,espanol,almeria,Home,Home,Home
24,2010-09-18,4.06,1.26,0.91,0.91,mallorca,osasuna,Home,Home,Home
