match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2024-08-15,-1.0,-1.0,-1.0,-1.0,ath bilbao,getafe,Draw,Home,Home
2,2024-08-15,-2.0,-2.0,-1.0,-1.0,betis,girona,Draw,Away,Home
3,2024-08-16,-1.0,-1.0,1.0,1.0,celta,alaves,Home,Home,Home
4,2024-08-16,-2.0,-2.0,-1.0,-1.0,las palmas,sevilla,Draw,Away,Away
5,2024-08-17,-3.0,-3.0,-1.0,-1.0,osasuna,leganes,Draw,Home,Home
6,2024-08-17,-2.27,-2.27,0.73,0.73,valencia,barcelona,Away,Away,Away
7,2024-08-18,-3.27,-3.27,-1.0,-1.0,mallorca,real madrid,Draw,Away,Away
8,2024-08-18,-4.27,-4.27,-1.0,-1.0,sociedad,vallecano,Away,Home,Home
9,2024-08-19,-2.89,-2.89,1.38,1.38,valladolid,espanol,Home,Home,Home
10,2024-08-19,-3.89,-3.89,-1.0,-1.0,villarreal,ath madrid,Draw,Away,Away
11,2024-08-23,-4.89,-4.89,-1.0,-1.0,sevilla,villarreal,Away,Draw,Home
12,2024-08-23,-3.79,-3.79,1.1,1.1,celta,valencia,Home,Home,Home
13,2024-08-24,-3.17,-3.17,0.62,0.62,barcelona,ath bilbao,Home,Home,Home
14,2024-08-24,-2.12,-2.12,1.05,1.05,espanol,sociedad,Away,Away,Away
15,2024-08-24,-0.12,-3.12,2.0,-1.0,getafe,vallecano,Draw,Draw,Home
16,2024-08-24,-1.12,-1.67,-1.0,1.45,osasuna,mallorca,Home,Draw,Home
17,2024-08-25,-2.12,-2.67,-1.0,-1.0,alaves,betis,Draw,Home,Home
18,2024-08-25,-1.52,-2.07,0.6,0.6,ath madrid,girona,Home,Home,Home
19,2024-08-25,-0.27,-0.82,1.25,1.25,leganes,las palmas,Home,Home,Home
20,2024-08-25,-0.09,-0.64,0.18,0.18,real madrid,valladolid,Home,Home,Home
21,2024-08-26,0.82,0.27,0.91,0.91,villarreal,celta,Home,Home,Home
22,2024-08-27,1.44,0.89,0.62,0.62,vallecano,barcelona,Away,Away,Away
23,2024-08-27,3.54,-0.11,2.1,-1.0,mallorca,sevilla,Draw,Draw,Home
24,2024-08-28,4.16,0.51,0.62,0.62,ath bilbao,valencia,Home,Home,Home
25,2024-08-28,3.16,-0.49,-1.0,-1.0,ath madrid,espanol,Draw,Home,Home
26,2024-08-28,2.16,-1.49,-1.0,-1.0,sociedad,alaves,Away,Home,Home
27,2024-08-28,1.16,-2.49,-1.0,-1.0,valladolid,leganes,Draw,Home,Home
28,2024-08-29,1.86,-1.79,0.7,0.7,girona,osasuna,Home,Home,Home
29,2024-08-29,0.86,-2.79,-1.0,-1.0,las palmas,real madrid,Draw,Away,Away
30,2024-08-31,-0.14,-3.79,-1.0,-1.0,leganes,mallorca,Away,Home,Home
31,2024-08-31,2.26,-4.79,2.4,-1.0,valencia,villarreal,Draw,Draw,Away
32,2024-08-31,1.26,-2.99,-1.0,1.8,espanol,vallecano,Home,Draw,Home
33,2024-08-31,1.51,-2.74,0.25,0.25,barcelona,valladolid,Home,Home,Home
34,2024-08-31,2.89,-1.36,1.38,1.38,ath bilbao,ath madrid,Away,Away,Away
35,2024-09-01,3.84,-0.41,0.95,0.95,alaves,las palmas,Home,Home,Home
36,2024-09-01,5.74,-1.41,1.9,-1.0,getafe,sociedad,Draw,Draw,Away
37,2024-09-01,4.74,0.04,-1.0,1.45,osasuna,celta,Home,Draw,Home
38,2024-09-01,5.03,0.33,0.29,0.29,real madrid,betis,Home,Home,Home
39,2024-09-01,4.03,-0.67,-1.0,-1.0,sevilla,girona,Away,Draw,Home
40,2024-09-13,4.65,-0.05,0.62,0.62,betis,leganes,Home,Home,Home
41,2024-09-14,5.85,1.15,1.2,1.2,sevilla,getafe,Home,Home,Home
42,2024-09-14,4.85,0.15,-1.0,-1.0,mallorca,villarreal,Away,Draw,Home
