match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2015-08-21,-1.0,-1.0,-1.0,-1.0,malaga,sevilla,Draw,Away,Away
2,2015-08-22,-0.8,-0.8,0.2,0.2,ath madrid,las palmas,Home,Home,Home
3,2015-08-22,0.11,0.11,0.91,0.91,espanol,getafe,Home,Home,Home
4,2015-08-22,2.31,-0.89,2.2,-1.0,la coruna,sociedad,Draw,Draw,Home
5,2015-08-22,1.31,-1.89,-1.0,-1.0,vallecano,valencia,Draw,Away,Away
6,2015-08-23,1.81,-1.39,0.5,0.5,ath bilbao,barcelona,Away,Away,Away
7,2015-08-23,4.06,-2.39,2.25,-1.0,betis,villarreal,Draw,Draw,Away
8,2015-08-23,5.21,-1.24,1.15,1.15,levante,celta,Away,Away,Away
9,2015-08-23,4.21,-2.24,-1.0,-1.0,sp gijon,real madrid,Draw,Away,Away
10,2015-08-24,3.21,-3.24,-1.0,-1.0,granada,eibar,Away,Home,Home
11,2015-08-28,3.78,-2.67,0.57,0.57,villarreal,espanol,Home,Home,Home
12,2015-08-29,2.78,-3.67,-1.0,-1.0,sociedad,sp gijon,Draw,Home,Home
13,2015-08-29,2.88,-3.57,0.1,0.1,real madrid,betis,Home,Home,Home
14,2015-08-29,2.98,-3.47,0.1,0.1,barcelona,malaga,Home,Home,Home
15,2015-08-29,3.51,-2.94,0.53,0.53,celta,vallecano,Home,Home,Home
16,2015-08-30,2.51,-3.94,-1.0,-1.0,eibar,ath bilbao,Home,Away,Away
17,2015-08-30,1.51,-4.94,-1.0,-1.0,getafe,granada,Away,Home,Home
18,2015-08-30,3.81,-5.94,2.3,-1.0,las palmas,levante,Draw,Draw,Home
19,2015-08-30,2.81,-4.31,-1.0,1.63,sevilla,ath madrid,Away,Draw,Away
20,2015-08-30,1.81,-5.31,-1.0,-1.0,valencia,la coruna,Draw,Home,Home
21,2015-09-11,0.81,-6.31,-1.0,-1.0,levante,sevilla,Draw,Away,Away
22,2015-09-12,2.06,-5.06,1.25,1.25,sp gijon,valencia,Away,Away,Away
23,2015-09-12,2.39,-4.73,0.33,0.33,espanol,real madrid,Away,Away,Away
24,2015-09-12,1.39,-3.43,-1.0,1.3,betis,sociedad,Home,Draw,Home
25,2015-09-12,2.69,-2.13,1.3,1.3,ath madrid,barcelona,Away,Away,Away
26,2015-09-13,3.26,-1.56,0.57,0.57,ath bilbao,getafe,Home,Home,Home
27,2015-09-13,2.26,-2.56,-1.0,-1.0,celta,las palmas,Draw,Home,Home
28,2015-09-13,3.51,-1.31,1.25,1.25,granada,villarreal,Away,Away,Away
29,2015-09-13,2.51,-2.31,-1.0,-1.0,malaga,eibar,Draw,Home,Home
30,2015-09-14,1.51,-3.31,-1.0,-1.0,vallecano,la coruna,Away,Home,Home
31,2015-09-18,0.51,-1.71,-1.0,1.6,getafe,malaga,Home,Away,Home
32,2015-09-19,-0.49,-2.71,-1.0,-1.0,sociedad,espanol,Away,Home,Home
33,2015-09-19,-1.49,-3.71,-1.0,-1.0,valencia,betis,Draw,Home,Home
34,2015-09-19,-0.92,-3.14,0.57,0.57,eibar,ath madrid,Away,Away,Away
35,2015-09-19,-0.86,-3.08,0.06,0.06,real madrid,granada,Home,Home,Home
36,2015-09-20,-0.8,-3.02,0.06,0.06,barcelona,levante,Home,Home,Home
37,2015-09-20,-1.8,-4.02,-1.0,-1.0,la coruna,sp gijon,Away,Home,Home
38,2015-09-20,-2.8,-5.02,-1.0,-1.0,las palmas,vallecano,Away,Home,Home
39,2015-09-20,-3.8,-6.02,-1.0,-1.0,sevilla,celta,Away,Home,Home
40,2015-09-20,-2.8,-5.02,1.0,1.0,villarreal,ath bilbao,Home,Home,Home
41,2015-09-22,-2.55,-4.77,0.25,0.25,ath madrid,getafe,Home,Home,Home
42,2015-09-22,-3.55,-5.77,-1.0,-1.0,espanol,valencia,Home,Away,Away
43,2015-09-22,-4.55,-6.77,-1.0,-1.0,granada,sociedad,Away,Draw,Home
44,2015-09-23,-3.3,-5.52,1.25,1.25,vallecano,sp gijon,Home,Home,Home
45,2015-09-23,-1.55,-6.52,1.75,-1.0,malaga,villarreal,Away,Away,Home
46,2015-09-23,0.55,-7.52,2.1,-1.0,levante,eibar,Draw,Draw,Home
47,2015-09-23,-0.45,-8.52,-1.0,-1.0,las palmas,sevilla,Home,Away,Away
48,2015-09-23,-1.45,-9.52,-1.0,-1.0,celta,barcelona,Home,Away,Away
49,2015-09-23,-0.83,-8.9,0.62,0.62,ath bilbao,real madrid,Away,Away,Away
50,2015-09-24,-1.83,-9.9,-1.0,-1.0,betis,la coruna,Away,Home,Home
51,2015-09-25,-1.38,-9.45,0.45,0.45,valencia,granada,Home,Home,Home
52,2015-09-26,-1.3,-9.37,0.08,0.08,barcelona,las palmas,Home,Home,Home
53,2015-09-26,-2.3,-10.37,-1.0,-1.0,eibar,celta,Draw,Away,Away
54,2015-09-26,-3.3,-11.37,-1.0,-1.0,real madrid,malaga,Draw,Home,Home
55,2015-09-26,-2.86,-10.93,0.44,0.44,sevilla,vallecano,Home,Home,Home
56,2015-09-26,-3.86,-11.93,-1.0,-1.0,villarreal,ath madrid,Home,Draw,Away
57,2015-09-27,-4.86,-12.93,-1.0,-1.0,sp gijon,betis,Away,Home,Home
58,2015-09-27,-2.66,-13.93,2.2,-1.0,sociedad,ath bilbao,Draw,Draw,Home
59,2015-09-27,-1.71,-12.98,0.95,0.95,getafe,levante,Home,Home,Home
60,2015-09-27,-0.61,-11.88,1.1,1.1,la coruna,espanol,Home,Home,Home
