match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2014-08-23,-1.0,-1.0,-1.0,-1.0,almeria,espanol,Draw,Away,Home
2,2014-08-23,-0.05,-0.05,0.95,0.95,granada,la coruna,Home,Home,Home
3,2014-08-23,-1.05,-1.05,-1.0,-1.0,malaga,ath bilbao,Home,Away,Away
4,2014-08-23,-2.05,-2.05,-1.0,-1.0,sevilla,valencia,Draw,Home,Home
5,2014-08-24,-1.95,-1.95,0.1,0.1,barcelona,elche,Home,Home,Home
6,2014-08-24,-1.04,-1.04,0.91,0.91,celta,getafe,Home,Home,Home
7,2014-08-24,-2.04,-2.04,-1.0,-1.0,eibar,sociedad,Home,Draw,Away
8,2014-08-24,-0.94,-0.94,1.1,1.1,levante,villarreal,Away,Away,Away
9,2014-08-25,-0.88,-0.88,0.06,0.06,real madrid,cordoba,Home,Home,Home
10,2014-08-25,-1.88,-1.88,-1.0,-1.0,vallecano,ath madrid,Draw,Away,Away
11,2014-08-29,-1.33,-1.33,0.55,0.55,valencia,malaga,Home,Home,Home
12,2014-08-29,-0.33,-0.33,1.0,1.0,getafe,almeria,Home,Home,Home
13,2014-08-30,0.0,0.0,0.33,0.33,ath bilbao,levante,Home,Home,Home
14,2014-08-30,0.22,0.22,0.22,0.22,ath madrid,eibar,Home,Home,Home
15,2014-08-30,-0.78,-0.78,-1.0,-1.0,cordoba,celta,Draw,Home,Away
16,2014-08-30,-1.78,-1.78,-1.0,-1.0,espanol,sevilla,Away,Home,Home
17,2014-08-31,0.42,-2.78,2.2,-1.0,elche,granada,Draw,Draw,Home
18,2014-08-31,-0.58,-3.78,-1.0,-1.0,la coruna,vallecano,Draw,Home,Home
19,2014-08-31,-1.58,-4.78,-1.0,-1.0,sociedad,real madrid,Home,Away,Away
20,2014-08-31,-2.58,-4.21,-1.0,0.57,villarreal,barcelona,Away,Home,Away
21,2014-09-12,-3.58,-5.21,-1.0,-1.0,almeria,cordoba,Draw,Home,Home
22,2014-09-13,-4.58,-6.21,-1.0,-1.0,real madrid,ath madrid,Away,Home,Home
23,2014-09-13,-5.58,-7.21,-1.0,-1.0,malaga,levante,Draw,Home,Home
24,2014-09-13,-5.28,-6.91,0.3,0.3,barcelona,ath bilbao,Home,Home,Home
25,2014-09-13,-6.28,-7.91,-1.0,-1.0,celta,sociedad,Draw,Away,Home
26,2014-09-14,-4.08,-8.91,2.2,-1.0,granada,villarreal,Draw,Draw,Away
27,2014-09-14,-3.64,-8.47,0.44,0.44,sevilla,getafe,Home,Home,Home
28,2014-09-14,-3.02,-7.85,0.62,0.62,valencia,espanol,Home,Home,Home
29,2014-09-14,-4.02,-8.85,-1.0,-1.0,vallecano,elche,Away,Home,Home
30,2014-09-15,-5.02,-9.85,-1.0,-1.0,eibar,la coruna,Away,Home,Home
31,2014-09-19,-6.02,-10.85,-1.0,-1.0,elche,eibar,Away,Home,Home
32,2014-09-20,-7.02,-11.85,-1.0,-1.0,espanol,malaga,Draw,Home,Home
33,2014-09-20,-6.77,-11.6,0.25,0.25,la coruna,real madrid,Away,Away,Away
34,2014-09-20,-7.77,-12.6,-1.0,-1.0,ath madrid,celta,Draw,Home,Home
35,2014-09-20,-8.77,-13.6,-1.0,-1.0,ath bilbao,granada,Away,Home,Home
