match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2020-09-12,-1.0,1.75,-1.0,1.75,cadiz,osasuna,Away,Home,Away
2,2020-09-12,1.25,0.75,2.25,-1.0,eibar,celta,Draw,Draw,Home
3,2020-09-12,0.25,2.5,-1.0,1.75,granada,ath bilbao,Home,Draw,Home
4,2020-09-13,-0.75,4.1,-1.0,1.6,alaves,betis,Away,Draw,Away
5,2020-09-13,0.35,5.2,1.1,1.1,valencia,levante,Home,Home,Home
6,2020-09-13,-0.65,4.2,-1.0,-1.0,valladolid,sociedad,Draw,Away,Away
7,2020-09-13,-1.65,3.2,-1.0,-1.0,villarreal,huesca,Draw,Home,Home
8,2020-09-19,-0.45,4.4,1.2,1.2,celta,valencia,Home,Home,Home
9,2020-09-19,0.5,5.35,0.95,0.95,getafe,osasuna,Home,Home,Home
10,2020-09-19,1.07,5.92,0.57,0.57,villarreal,eibar,Home,Home,Home
11,2020-09-20,0.07,4.92,-1.0,-1.0,sociedad,real madrid,Draw,Away,Away
12,2020-09-20,-0.93,3.92,-1.0,-1.0,huesca,cadiz,Away,Home,Home
13,2020-09-20,-0.08,4.77,0.85,0.85,betis,valladolid,Home,Home,Home
14,2020-09-20,-1.08,5.82,-1.0,1.05,granada,alaves,Home,Draw,Home
15,2020-09-26,-2.08,4.82,-1.0,-1.0,alaves,getafe,Draw,Away,Away
16,2020-09-26,-1.28,5.62,0.8,0.8,betis,real madrid,Away,Away,Away
17,2020-09-26,-0.33,6.57,0.95,0.95,elche,sociedad,Away,Away,Away
18,2020-09-26,2.07,5.57,2.4,-1.0,valencia,huesca,Draw,Draw,Home
19,2020-09-27,1.07,4.57,-1.0,-1.0,osasuna,levante,Away,Home,Home
20,2020-09-27,1.57,5.07,0.5,0.5,ath madrid,granada,Home,Home,Home
21,2020-09-27,2.1,5.6,0.53,0.53,barcelona,villarreal,Home,Home,Home
22,2020-09-27,2.8,6.3,0.7,0.7,cadiz,sevilla,Away,Away,Away
23,2020-09-27,1.8,7.85,-1.0,1.55,eibar,ath bilbao,Away,Draw,Away
24,2020-09-27,3.8,6.85,2.0,-1.0,valladolid,celta,Draw,Draw,Away
25,2020-09-29,2.8,5.85,-1.0,-1.0,sociedad,valencia,Away,Home,Home
26,2020-09-29,4.25,7.3,1.45,1.45,getafe,betis,Home,Home,Home
27,2020-09-30,3.25,6.3,-1.0,-1.0,huesca,ath madrid,Draw,Away,Away
28,2020-09-30,3.47,6.52,0.22,0.22,real madrid,valladolid,Home,Home,Home
29,2020-09-30,4.04,7.09,0.57,0.57,villarreal,alaves,Home,Home,Home
30,2020-09-30,3.04,6.09,-1.0,-1.0,eibar,elche,Away,Home,Home
31,2020-10-01,3.44,6.49,0.4,0.4,sevilla,levante,Home,Home,Home
32,2020-10-01,3.97,7.02,0.53,0.53,celta,barcelona,Away,Away,Away
33,2020-10-01,2.97,6.02,-1.0,-1.0,ath bilbao,cadiz,Away,Home,Home
34,2020-10-03,1.97,5.02,-1.0,-1.0,ath madrid,villarreal,Draw,Home,Home
35,2020-10-03,4.07,4.02,2.1,-1.0,elche,huesca,Draw,Draw,Away
36,2020-10-03,5.32,5.27,1.25,1.25,sociedad,getafe,Home,Home,Home
37,2020-10-03,4.32,4.27,-1.0,-1.0,valladolid,eibar,Away,Home,Home
38,2020-10-03,3.32,5.87,-1.0,1.6,valencia,betis,Away,Home,Away
39,2020-10-04,2.32,4.87,-1.0,-1.0,cadiz,granada,Draw,Home,Away
40,2020-10-04,1.32,6.57,-1.0,1.7,osasuna,celta,Home,Draw,Home
41,2020-10-04,0.32,5.57,-1.0,-1.0,alaves,ath bilbao,Home,Draw,Away
42,2020-10-04,-0.68,4.57,-1.0,-1.0,barcelona,sevilla,Draw,Home,Home
43,2020-10-04,-0.18,5.07,0.5,0.5,levante,real madrid,Away,Away,Away
44,2020-10-17,-1.18,4.07,-1.0,-1.0,real madrid,cadiz,Away,Home,Home
45,2020-10-17,-2.18,3.07,-1.0,-1.0,granada,sevilla,Home,Away,Away
46,2020-10-17,-3.18,2.07,-1.0,-1.0,getafe,barcelona,Home,Away,Away
47,2020-10-17,-2.43,2.82,0.75,0.75,celta,ath madrid,Away,Away,Away
48,2020-10-18,-3.43,1.82,-1.0,-1.0,alaves,elche,Away,Home,Home
49,2020-10-18,-4.43,0.82,-1.0,-1.0,eibar,osasuna,Draw,Home,Home
50,2020-10-18,-5.43,-0.18,-1.0,-1.0,huesca,valladolid,Draw,Home,Home
51,2020-10-18,-4.83,0.42,0.6,0.6,villarreal,valencia,Home,Home,Home
52,2020-10-18,-3.78,1.47,1.05,1.05,ath bilbao,levante,Home,Home,Home
53,2020-10-18,-4.78,0.47,-1.0,-1.0,betis,sociedad,Away,Home,Home
54,2020-10-23,-5.78,-0.53,-1.0,-1.0,elche,valencia,Home,Draw,Away
55,2020-10-24,-5.23,0.02,0.55,0.55,ath madrid,betis,Home,Home,Home
56,2020-10-24,-6.23,-0.98,-1.0,-1.0,osasuna,ath bilbao,Home,Away,Away
57,2020-10-24,-7.23,-1.98,-1.0,-1.0,sevilla,eibar,Away,Home,Home
