Date,Season,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2017-08-18,2017,1,leganes,alaves,2.05,3.2,4.1,0.4672,0.2993,0.2336,2,2,2.05,2.05,1.0499999999999998,1.0499999999999998,-0.04233576642335768
2017-08-18,2017,1,valencia,las palmas,1.75,3.8,4.5,0.5407,0.249,0.2103,2,2,1.75,1.75,0.75,1.7999999999999998,-0.05375494071146225
2017-08-19,2017,1,celta,sociedad,2.38,3.25,3.2,0.4039,0.2958,0.3004,0,2,2.38,0.0,-1.0,0.7999999999999998,-0.038794609918061496
2017-08-19,2017,1,girona,ath madrid,8.0,4.33,1.45,0.1195,0.2209,0.6596,1,0,1.45,0.0,-1.0,-0.20000000000000018,-0.04361320296657367
2017-08-19,2017,1,sevilla,espanol,1.62,4.0,5.5,0.5884,0.2383,0.1733,1,2,1.62,0.0,-1.0,-1.2000000000000002,-0.0468039582776143
2017-08-20,2017,1,ath bilbao,getafe,1.5,4.0,7.5,0.6349,0.2381,0.127,1,2,1.5,0.0,-1.0,-2.2,-0.04761904761904767
2017-08-20,2017,1,barcelona,betis,1.17,8.0,15.0,0.8168,0.1195,0.0637,2,2,1.17,1.17,0.16999999999999993,-2.0300000000000002,-0.04431284459873386
2017-08-20,2017,1,la coruna,real madrid,9.5,5.75,1.3,0.1004,0.1659,0.7337,0,0,1.3,1.3,0.30000000000000004,-1.7300000000000002,-0.04617192746809928
2017-08-21,2017,1,levante,villarreal,3.25,3.25,2.3,0.293,0.293,0.414,2,0,2.3,0.0,-1.0,-2.7300000000000004,-0.04777070063694289
2017-08-21,2017,1,malaga,eibar,2.1,3.3,3.7,0.4537,0.2887,0.2575,0,2,2.1,0.0,-1.0,-3.7300000000000004,-0.04715719063545143
2017-08-25,2017,2,betis,celta,2.2,3.4,3.4,0.4359,0.2821,0.2821,2,2,2.2,2.2,1.2000000000000002,-2.5300000000000002,-0.04102564102564099
2017-08-25,2017,2,sociedad,villarreal,2.05,3.4,3.75,0.4652,0.2805,0.2543,2,2,2.05,2.05,1.0499999999999998,-1.4800000000000004,-0.046337681291617305
2017-08-26,2017,2,girona,malaga,2.15,3.25,3.6,0.4427,0.2929,0.2644,2,2,2.15,2.15,1.15,-0.3300000000000005,-0.04815060070002841
2017-08-26,2017,2,alaves,barcelona,10.0,5.75,1.29,0.0953,0.1658,0.7389,0,0,1.29,1.29,0.29000000000000004,-0.04000000000000048,-0.046808237221704685
2017-08-26,2017,2,levante,la coruna,2.2,3.1,3.6,0.4309,0.3058,0.2633,1,2,2.2,0.0,-1.0,-1.0400000000000005,-0.05204633204633202
2017-08-26,2017,2,las palmas,ath madrid,4.75,3.75,1.75,0.2008,0.2543,0.5449,0,0,1.75,1.75,0.75,-0.2900000000000005,-0.04636711281070738
2017-08-27,2017,2,eibar,ath bilbao,2.5,3.1,3.1,0.3827,0.3086,0.3086,0,2,2.5,0.0,-1.0,-1.2900000000000005,-0.043209876543209846
