Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2007-08-25,2007,real madrid,ath madrid,1.72,3.5,4.75,0.5395,0.2651,0.1954,2,2,1.72,1.72,0.72,0.72,-0.07204283628103203
2007-08-25,2007,sevilla,getafe,1.4,4.0,9.0,0.6642,0.2325,0.1033,2,2,1.4,1.4,0.3999999999999999,1.1199999999999999,-0.07011070110701112
2007-08-26,2007,espanol,valladolid,1.83,3.25,4.5,0.5077,0.2859,0.2065,0,2,1.83,0.0,-1.0,0.11999999999999988,-0.07094506638896136
2007-08-26,2007,mallorca,levante,1.9,3.1,4.33,0.4874,0.2987,0.2139,2,2,1.9,1.9,0.8999999999999999,1.0199999999999998,-0.07393972403776339
2007-08-26,2007,la coruna,almeria,1.72,3.4,5.0,0.5406,0.2735,0.186,0,2,1.72,0.0,-1.0,0.019999999999999796,-0.07021114220300173
2007-08-26,2007,ath bilbao,osasuna,2.05,3.2,3.6,0.4525,0.2899,0.2577,1,2,2.05,0.0,-1.0,-0.9800000000000002,-0.07242733699921433
2007-08-26,2007,valencia,villarreal,1.72,3.4,5.0,0.5406,0.2735,0.186,0,2,1.72,0.0,-1.0,-1.9800000000000002,-0.07021114220300173
2007-08-26,2007,recreativo,betis,2.2,3.2,3.25,0.4229,0.2908,0.2863,1,2,2.2,0.0,-1.0,-2.9800000000000004,-0.06954046360309074
2007-08-26,2007,murcia,zaragoza,3.4,3.2,2.15,0.2744,0.2916,0.434,2,0,2.15,0.0,-1.0,-3.9800000000000004,-0.06693258875149577
2007-08-26,2007,santander,barcelona,7.5,4.0,1.44,0.1237,0.232,0.6443,1,0,1.44,0.0,-1.0,-4.98,-0.07216494845360821
2007-09-01,2007,levante,murcia,2.2,3.2,3.25,0.4229,0.2908,0.2863,1,2,2.2,0.0,-1.0,-5.98,-0.06954046360309074
2007-09-01,2007,zaragoza,santander,1.66,3.6,5.0,0.5577,0.2572,0.1852,1,2,1.66,0.0,-1.0,-6.98,-0.07423472549262611
2007-09-02,2007,almeria,valencia,3.2,3.1,2.25,0.2895,0.2988,0.4117,0,0,2.25,2.25,1.25,-5.73,-0.07366673583731065
2007-09-02,2007,ath madrid,mallorca,1.72,3.4,5.0,0.5406,0.2735,0.186,1,2,1.72,0.0,-1.0,-6.73,-0.07021114220300173
2007-09-02,2007,betis,espanol,2.05,3.25,3.6,0.4545,0.2867,0.2588,1,2,2.05,0.0,-1.0,-7.73,-0.06827231232397801
2007-09-02,2007,getafe,recreativo,2.1,3.25,3.4,0.4417,0.2854,0.2728,1,2,2.1,0.0,-1.0,-8.73,-0.07235658604837092
2007-09-02,2007,barcelona,ath bilbao,1.16,6.5,15.0,0.7963,0.1421,0.0616,2,2,1.16,1.16,0.15999999999999992,-8.57,-0.07628226069911803
2007-09-02,2007,valladolid,la coruna,2.1,3.2,3.5,0.4432,0.2909,0.2659,1,2,2.1,0.0,-1.0,-9.57,-0.06925207756232687
2007-09-02,2007,villarreal,real madrid,2.87,3.25,2.37,0.3232,0.2854,0.3914,0,0,2.37,2.37,1.37,-8.2,-0.07241239682945966
