Date,Season,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2024-09-24,2024,7,valencia,osasuna,2.0,3.1,4.0,0.4662,0.3008,0.2331,1,2,2.0,0.0,-1.0,2.880000000000002,-0.06766917293233077
2024-09-24,2024,7,real madrid,alaves,1.2,6.5,13.0,0.7831,0.1446,0.0723,2,2,1.2,1.2,0.19999999999999996,3.080000000000002,-0.06024096385542166
2024-09-25,2024,7,girona,vallecano,1.73,3.7,4.5,0.54,0.2525,0.2076,1,2,1.73,0.0,-1.0,2.080000000000002,-0.06588078868854574
2024-09-25,2024,7,barcelona,getafe,1.25,6.25,10.0,0.7547,0.1509,0.0943,2,2,1.25,1.25,0.25,2.330000000000002,-0.05660377358490565
2024-09-26,2024,7,celta,ath madrid,3.8,3.7,1.91,0.249,0.2557,0.4953,0,0,1.91,1.91,0.9099999999999999,3.240000000000002,-0.05391580059890788
2024-09-26,2024,7,espanol,villarreal,3.25,3.5,2.15,0.2907,0.2699,0.4394,0,0,2.15,2.15,1.15,4.390000000000002,-0.05528730082085953
2024-09-26,2024,7,las palmas,betis,3.1,3.1,2.38,0.3028,0.3028,0.3944,1,0,2.38,0.0,-1.0,3.3900000000000023,-0.06132315521628495
2024-09-27,2024,8,valladolid,mallorca,3.0,2.9,2.63,0.3149,0.3258,0.3593,0,0,2.63,2.63,1.63,5.020000000000002,-0.055167857290333244
2024-09-28,2024,8,vallecano,leganes,1.9,3.0,5.0,0.4967,0.3146,0.1887,1,2,1.9,0.0,-1.0,4.020000000000002,-0.05629139072847689
2024-09-28,2024,8,getafe,alaves,2.55,2.88,3.1,0.3693,0.327,0.3038,2,2,2.55,2.55,1.5499999999999998,5.570000000000002,-0.058344707780121574
2024-09-28,2024,8,osasuna,barcelona,7.0,4.5,1.45,0.1354,0.2107,0.6539,2,0,1.45,0.0,-1.0,4.570000000000002,-0.051894135962636256
2024-09-28,2024,8,sociedad,valencia,1.85,3.25,4.75,0.5105,0.2906,0.1988,2,2,1.85,1.85,0.8500000000000001,5.420000000000002,-0.05549813972715989
2024-09-29,2024,8,celta,girona,2.1,3.6,3.25,0.4485,0.2616,0.2898,1,2,2.1,0.0,-1.0,4.420000000000002,-0.05807935595169633
2024-09-29,2024,8,ath bilbao,sevilla,1.7,3.7,5.0,0.5557,0.2553,0.1889,1,2,1.7,0.0,-1.0,3.4200000000000017,-0.05527185340943219
2024-09-29,2024,8,betis,espanol,1.65,3.4,5.75,0.5643,0.2738,0.1619,2,2,1.65,1.65,0.6499999999999999,4.070000000000002,-0.06898044591961916
2024-09-29,2024,8,ath madrid,real madrid,2.8,3.3,2.5,0.3369,0.2858,0.3773,1,0,2.5,0.0,-1.0,3.070000000000002,-0.056757860351163814
2024-09-30,2024,8,villarreal,las palmas,1.45,4.33,6.5,0.6419,0.2149,0.1432,2,2,1.45,1.45,0.44999999999999996,3.5200000000000022,-0.06928971344515777
2024-10-04,2024,9,leganes,valencia,2.9,2.88,2.8,0.3287,0.3309,0.3404,1,0,2.8,0.0,-1.0,2.5200000000000022,-0.046886208020867404
2024-10-05,2024,9,espanol,mallorca,3.1,3.0,2.55,0.3078,0.318,0.3742,2,0,2.55,0.0,-1.0,1.5200000000000022,-0.04586602293301145
2024-10-05,2024,9,real madrid,villarreal,1.27,6.25,8.5,0.7393,0.1502,0.1105,2,2,1.27,1.27,0.27,1.7900000000000023,-0.061075740180217775
2024-10-05,2024,9,getafe,osasuna,2.2,2.9,3.9,0.4305,0.3266,0.2429,1,2,2.2,0.0,-1.0,0.7900000000000023,-0.05283593452607527
2024-10-05,2024,9,valladolid,vallecano,3.1,3.0,2.5,0.3055,0.3157,0.3788,0,0,2.5,2.5,1.5,2.2900000000000023,-0.05295315682281054
2024-10-05,2024,9,las palmas,celta,3.1,3.5,2.25,0.3064,0.2714,0.4222,0,0,2.25,2.25,1.25,3.5400000000000023,-0.050097276264591484
2024-10-06,2024,9,girona,ath bilbao,2.35,3.3,3.1,0.4048,0.2883,0.3069,2,2,2.35,2.35,1.35,4.890000000000002,-0.04865453106450346
2024-10-06,2024,9,alaves,barcelona,5.25,4.5,1.57,0.1815,0.2117,0.6068,0,0,1.57,1.57,0.5700000000000001,5.460000000000003,-0.04729339240994035
2024-10-06,2024,9,sevilla,betis,2.45,3.2,3.0,0.3873,0.2965,0.3163,2,2,2.45,2.45,1.4500000000000002,6.910000000000003,-0.05123033481242434
2024-10-06,2024,9,sociedad,ath madrid,3.3,3.2,2.3,0.2885,0.2975,0.414,1,0,2.3,0.0,-1.0,5.910000000000003,-0.04790278322226571
2024-10-18,2024,10,alaves,valladolid,1.62,3.9,5.75,0.5892,0.2448,0.166,0,2,1.62,0.0,-1.0,4.910000000000003,-0.04544379631089379
2024-10-19,2024,10,ath bilbao,espanol,1.45,4.2,7.5,0.65,0.2244,0.1257,2,2,1.45,1.45,0.44999999999999996,5.360000000000003,-0.057567316620241504
2024-10-19,2024,10,osasuna,betis,2.5,3.4,2.7,0.3758,0.2763,0.3479,0,2,2.5,0.0,-1.0,4.360000000000003,-0.06058125255833002
2024-10-19,2024,10,girona,sociedad,2.4,3.4,2.88,0.3938,0.278,0.3282,0,2,2.4,0.0,-1.0,3.360000000000003,-0.054826254826254917
2024-10-19,2024,10,celta,real madrid,4.75,4.5,1.6,0.199,0.2101,0.5909,0,0,1.6,1.6,0.6000000000000001,3.960000000000003,-0.05459571527297835
2024-10-20,2024,10,mallorca,vallecano,2.05,3.1,4.0,0.46,0.3042,0.2358,2,2,2.05,2.05,1.0499999999999998,5.010000000000003,-0.05694676312372482
2024-10-20,2024,10,ath madrid,leganes,1.33,4.75,10.0,0.7077,0.1982,0.0941,2,2,1.33,1.33,0.33000000000000007,5.340000000000003,-0.05874026893135176
2024-10-20,2024,10,villarreal,getafe,1.67,3.8,5.0,0.5639,0.2478,0.1883,1,2,1.67,0.0,-1.0,4.340000000000003,-0.0583452041785375
2024-10-20,2024,10,barcelona,sevilla,1.3,5.75,8.0,0.7202,0.1628,0.117,2,2,1.3,1.3,0.30000000000000004,4.640000000000003,-0.06379647749510753
2024-10-21,2024,10,valencia,las palmas,1.62,3.8,5.5,0.5811,0.2477,0.1712,0,2,1.62,0.0,-1.0,3.6400000000000032,-0.0586109103041762
2024-10-25,2024,11,espanol,sevilla,3.0,3.25,2.4,0.3152,0.2909,0.3939,0,0,2.4,2.4,1.4,5.040000000000003,-0.05454545454545445
2024-10-26,2024,11,valladolid,villarreal,3.5,3.75,2.0,0.2715,0.2534,0.4751,0,0,2.0,2.0,1.0,6.040000000000003,-0.04977375565610864
2024-10-26,2024,11,vallecano,alaves,2.25,3.1,3.5,0.4222,0.3064,0.2714,2,2,2.25,2.25,1.25,7.290000000000003,-0.05009727626459126
2024-10-26,2024,11,las palmas,girona,2.88,3.4,2.45,0.3308,0.2802,0.3889,2,0,2.45,0.0,-1.0,6.290000000000003,-0.047168162681706205
2024-10-26,2024,11,real madrid,barcelona,2.0,4.1,3.25,0.4755,0.2319,0.2926,0,2,2.0,0.0,-1.0,5.290000000000003,-0.04906333630686888
2024-10-27,2024,11,leganes,celta,3.25,3.25,2.3,0.293,0.293,0.414,2,0,2.3,0.0,-1.0,4.290000000000003,-0.04777070063694289
2024-10-27,2024,11,getafe,valencia,2.1,3.1,3.8,0.4484,0.3038,0.2478,1,2,2.1,0.0,-1.0,3.2900000000000027,-0.05831747240197949
2024-10-27,2024,11,betis,ath madrid,3.1,3.4,2.3,0.3068,0.2797,0.4135,2,0,2.3,0.0,-1.0,2.2900000000000027,-0.04896037661828179
2024-10-27,2024,11,sociedad,osasuna,1.75,3.6,5.0,0.5446,0.2648,0.1906,0,2,1.75,0.0,-1.0,1.2900000000000027,-0.04689863842662634
2024-10-28,2024,11,mallorca,ath bilbao,2.9,3.1,2.55,0.3254,0.3044,0.3701,1,0,2.55,0.0,-1.0,0.2900000000000027,-0.056216550020584455
2024-11-01,2024,12,alaves,mallorca,2.25,3.0,3.4,0.4146,0.311,0.2744,2,2,2.25,2.25,1.25,1.5400000000000027,-0.06707317073170738
2024-11-02,2024,12,osasuna,valladolid,1.6,3.7,6.25,0.5923,0.2561,0.1516,2,2,1.6,1.6,0.6000000000000001,2.140000000000003,-0.05237546420796502
2024-11-02,2024,12,girona,leganes,1.7,3.5,5.5,0.5572,0.2706,0.1722,2,2,1.7,1.7,0.7,2.8400000000000025,-0.05282199710564406
2024-11-03,2024,12,ath madrid,las palmas,1.27,6.0,9.5,0.7433,0.1573,0.0994,2,2,1.27,1.27,0.27,3.1100000000000025,-0.056008345830344974
2024-11-03,2024,12,barcelona,espanol,1.13,9.0,19.0,0.8439,0.106,0.0502,2,2,1.13,1.13,0.1299999999999999,3.2400000000000024,-0.04643703118831444
2024-11-03,2024,12,sevilla,sociedad,2.9,3.0,2.63,0.3258,0.3149,0.3593,0,0,2.63,2.63,1.63,4.870000000000003,-0.055167857290333244
2024-11-03,2024,12,ath bilbao,betis,1.91,3.5,4.0,0.4943,0.2697,0.236,1,2,1.91,0.0,-1.0,3.8700000000000028,-0.0559576345984113
2024-11-04,2024,12,celta,getafe,1.95,3.2,4.5,0.4895,0.2983,0.2121,2,2,1.95,1.95,0.95,4.820000000000003,-0.04538500764915854
2024-11-08,2024,13,vallecano,las palmas,1.83,3.4,4.5,0.5142,0.2767,0.2091,0,2,1.83,0.0,-1.0,3.820000000000003,-0.05907853614275638
2024-11-09,2024,13,real madrid,osasuna,1.2,7.0,13.0,0.7913,0.1357,0.073,2,2,1.2,1.2,0.19999999999999996,4.020000000000003,-0.050434782608695716
2024-11-09,2024,13,villarreal,alaves,1.62,4.0,5.5,0.5884,0.2383,0.1733,2,2,1.62,1.62,0.6200000000000001,4.640000000000003,-0.0468039582776143
2024-11-09,2024,13,leganes,sevilla,2.88,3.2,2.55,0.3301,0.2971,0.3728,2,0,2.55,0.0,-1.0,3.6400000000000032,-0.04932038834951458
2024-11-10,2024,13,valladolid,ath bilbao,4.5,3.4,1.85,0.2103,0.2783,0.5114,1,0,1.85,0.0,-1.0,2.6400000000000032,-0.05381915427043271
2024-11-10,2024,13,sociedad,barcelona,4.75,4.1,1.65,0.1985,0.23,0.5715,2,0,1.65,0.0,-1.0,1.6400000000000032,-0.05703910204680507
2024-11-10,2024,13,betis,celta,1.95,3.4,4.0,0.4852,0.2783,0.2365,1,2,1.95,0.0,-1.0,0.6400000000000032,-0.05387085265786651
2024-11-10,2024,13,mallorca,ath madrid,3.6,3.1,2.2,0.2633,0.3058,0.4309,0,0,2.2,2.2,1.2000000000000002,1.8400000000000034,-0.05204633204633202
2024-11-10,2024,13,getafe,girona,2.45,3.2,3.0,0.3873,0.2965,0.3163,0,2,2.45,0.0,-1.0,0.8400000000000034,-0.05123033481242434
2024-11-22,2024,14,getafe,valladolid,1.65,3.4,6.5,0.575,0.279,0.146,2,2,1.65,1.65,0.6499999999999999,1.4900000000000033,-0.05125536620268001
2024-11-23,2024,14,valencia,betis,3.0,3.0,2.6,0.3171,0.3171,0.3659,2,0,2.6,0.0,-1.0,0.4900000000000033,-0.04878048780487787
2024-11-23,2024,14,celta,barcelona,4.75,4.33,1.65,0.201,0.2205,0.5786,1,0,1.65,0.0,-1.0,-0.5099999999999967,-0.04537686887297998
2024-11-23,2024,14,ath madrid,alaves,1.36,4.75,9.0,0.6957,0.1992,0.1051,2,2,1.36,1.36,0.3600000000000001,-0.14999999999999658,-0.05386493083807964
2024-11-23,2024,14,las palmas,mallorca,2.8,3.0,2.7,0.3367,0.3142,0.3491,0,0,2.7,2.7,1.7000000000000002,1.5500000000000036,-0.057356608478803084
2024-11-23,2024,14,girona,espanol,1.67,3.9,5.25,0.5726,0.2452,0.1822,2,2,1.67,1.67,0.6699999999999999,2.2200000000000033,-0.04369257876410615
2024-11-24,2024,14,osasuna,villarreal,2.55,3.4,2.75,0.3735,0.2801,0.3463,1,2,2.55,0.0,-1.0,1.2200000000000033,-0.04753820033955847
2024-11-24,2024,14,sevilla,vallecano,2.3,3.2,3.3,0.414,0.2975,0.2885,2,2,2.3,2.3,1.2999999999999998,2.520000000000003,-0.04790278322226582
2024-11-24,2024,14,leganes,real madrid,7.5,4.5,1.42,0.1258,0.2097,0.6645,0,0,1.42,1.42,0.41999999999999993,2.940000000000003,-0.056408741878322455
2024-11-24,2024,14,ath bilbao,sociedad,2.25,3.0,3.6,0.4211,0.3158,0.2632,2,2,2.25,2.25,1.25,4.190000000000003,-0.05263157894736836
2024-11-29,2024,15,mallorca,valencia,2.0,3.0,4.5,0.4737,0.3158,0.2105,2,2,2.0,2.0,1.0,5.190000000000003,-0.05263157894736825
2024-11-30,2024,15,alaves,leganes,1.8,3.4,5.0,0.5293,0.2802,0.1905,1,2,1.8,0.0,-1.0,4.190000000000003,-0.04732254047322537
2024-11-30,2024,15,barcelona,las palmas,1.17,8.5,13.0,0.8146,0.1121,0.0733,0,2,1.17,0.0,-1.0,3.190000000000003,-0.04695735505510301
2024-11-30,2024,15,valladolid,ath madrid,6.0,4.2,1.53,0.1575,0.225,0.6176,0,0,1.53,1.53,0.53,3.7200000000000033,-0.05513895015438908
2024-11-30,2024,15,espanol,celta,3.3,3.4,2.2,0.2881,0.2797,0.4322,2,0,2.2,0.0,-1.0,2.7200000000000033,-0.04915254237288136
2024-12-01,2024,15,real madrid,getafe,1.36,4.5,10.0,0.6953,0.2101,0.0946,2,2,1.36,1.36,0.3600000000000001,3.0800000000000036,-0.05438813349814586
2024-12-01,2024,15,villarreal,girona,1.83,3.7,4.2,0.5181,0.2562,0.2257,1,2,1.83,0.0,-1.0,2.0800000000000036,-0.051965196519651924
2024-12-01,2024,15,sociedad,betis,1.8,3.6,4.5,0.5263,0.2632,0.2105,2,2,1.8,1.8,0.8,2.8800000000000034,-0.052631578947368474
2024-12-01,2024,15,vallecano,ath bilbao,2.8,3.1,2.7,0.3401,0.3072,0.3527,0,0,2.7,2.7,1.7000000000000002,4.580000000000004,-0.04770418529053244
2024-12-02,2024,15,sevilla,osasuna,2.1,3.4,3.5,0.4509,0.2785,0.2706,1,2,2.1,0.0,-1.0,3.5800000000000036,-0.053050397877983935
2024-12-03,2024,19,mallorca,barcelona,5.75,4.33,1.53,0.1643,0.2182,0.6175,0,0,1.53,1.53,0.53,4.110000000000004,-0.055226451454492786
2024-12-04,2024,19,ath bilbao,real madrid,3.2,3.3,2.25,0.2948,0.2859,0.4193,2,0,2.25,0.0,-1.0,3.110000000000004,-0.05658129839189985
2024-12-06,2024,16,celta,mallorca,1.85,3.4,4.5,0.5114,0.2783,0.2103,2,2,1.85,1.85,0.8500000000000001,3.960000000000004,-0.05381915427043271
2024-12-07,2024,16,las palmas,valladolid,1.8,3.6,4.5,0.5263,0.2632,0.2105,2,2,1.8,1.8,0.8,4.760000000000004,-0.052631578947368474
2024-12-07,2024,16,betis,barcelona,5.0,4.5,1.57,0.1888,0.2098,0.6014,1,0,1.57,0.0,-1.0,3.7600000000000042,-0.05585994921822801
2024-12-07,2024,16,valencia,vallecano,2.25,2.9,3.75,0.4209,0.3266,0.2525,0,2,2.25,0.0,-1.0,2.7600000000000042,-0.05297532656023218
2024-12-07,2024,16,girona,real madrid,4.5,3.9,1.73,0.2103,0.2427,0.547,0,0,1.73,1.73,0.73,3.490000000000004,-0.05362820273050295
2024-12-08,2024,16,ath bilbao,villarreal,1.95,3.6,3.8,0.4867,0.2636,0.2497,2,2,1.95,1.95,0.95,4.440000000000004,-0.05101387406616853
2024-12-08,2024,16,leganes,sociedad,4.75,3.1,1.91,0.1992,0.3053,0.4955,0,0,1.91,1.91,0.9099999999999999,5.350000000000004,-0.05362821138348162
2024-12-08,2024,16,ath madrid,sevilla,1.38,4.75,8.5,0.6883,0.2,0.1117,2,2,1.38,1.38,0.3799999999999999,5.730000000000004,-0.05016195022161618
2024-12-08,2024,16,osasuna,alaves,2.05,3.3,3.75,0.4613,0.2866,0.2522,1,2,2.05,0.0,-1.0,4.730000000000004,-0.05437517472742526
2024-12-09,2024,16,getafe,espanol,1.8,3.1,5.75,0.5281,0.3066,0.1653,2,2,1.8,1.8,0.8,5.530000000000004,-0.049474151977484726
2024-12-13,2024,17,valladolid,valencia,3.1,3.1,2.38,0.3028,0.3028,0.3944,2,0,2.38,0.0,-1.0,4.530000000000004,-0.06132315521628495
2024-12-14,2024,17,espanol,osasuna,2.75,3.2,2.6,0.3428,0.2946,0.3626,1,0,2.6,0.0,-1.0,3.530000000000004,-0.05727235269880526
2024-12-14,2024,17,mallorca,girona,2.3,3.1,3.25,0.4082,0.3029,0.2889,2,2,2.3,2.3,1.2999999999999998,4.830000000000004,-0.061081847649919085
2024-12-14,2024,17,sevilla,celta,2.2,3.25,3.3,0.4267,0.2888,0.2845,2,2,2.2,2.2,1.2000000000000002,6.030000000000004,-0.06126914660831506
