Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2008-08-30,2008,espanol,valladolid,2.0,3.3,3.8,0.469,0.2842,0.2468,2,2,2.0,2.0,1.0,1.0,-0.0620792819745698
2008-08-30,2008,valencia,mallorca,1.7,3.6,5.25,0.5568,0.2629,0.1803,2,2,1.7,1.7,0.7,1.7,-0.05346884666372065
2008-08-31,2008,santander,sevilla,2.8,3.3,2.5,0.3369,0.2858,0.3773,1,0,2.5,0.0,-1.0,0.7,-0.056757860351163814
2008-08-31,2008,sp gijon,getafe,2.62,3.3,2.62,0.3579,0.2842,0.3579,0,0,2.62,2.62,1.62,2.3200000000000003,-0.0622559652928415
2008-08-31,2008,ath bilbao,almeria,2.0,3.3,3.8,0.469,0.2842,0.2468,0,2,2.0,0.0,-1.0,1.3200000000000003,-0.0620792819745698
2008-08-31,2008,ath madrid,malaga,1.44,4.2,7.5,0.6515,0.2234,0.1251,2,2,1.44,1.44,0.43999999999999995,1.7600000000000002,-0.06180193596425909
2008-08-31,2008,betis,recreativo,2.0,3.25,3.8,0.4669,0.2873,0.2457,0,2,2.0,0.0,-1.0,0.7600000000000002,-0.06616257088846877
2008-08-31,2008,la coruna,real madrid,3.5,3.3,2.1,0.2683,0.2846,0.4472,2,0,2.1,0.0,-1.0,-0.23999999999999977,-0.060975609756097615
2008-08-31,2008,numancia,barcelona,7.0,4.0,1.5,0.1348,0.236,0.6292,2,0,1.5,0.0,-1.0,-1.2399999999999998,-0.0561797752808989
2008-08-31,2008,osasuna,villarreal,2.8,3.3,2.5,0.3369,0.2858,0.3773,1,0,2.5,0.0,-1.0,-2.2399999999999998,-0.056757860351163814
2008-09-13,2008,barcelona,santander,1.29,5.0,12.0,0.7323,0.1889,0.0787,1,2,1.29,0.0,-1.0,-3.2399999999999998,-0.0552911021603808
2008-09-13,2008,valladolid,ath madrid,3.2,3.4,2.2,0.2945,0.2772,0.4283,2,0,2.2,0.0,-1.0,-4.24,-0.05763779527559065
2008-09-14,2008,almeria,valencia,2.75,3.3,2.5,0.3409,0.2841,0.375,1,0,2.5,0.0,-1.0,-5.24,-0.06250000000000011
2008-09-14,2008,getafe,betis,2.1,3.3,3.5,0.4472,0.2846,0.2683,1,2,2.1,0.0,-1.0,-6.24,-0.060975609756097615
2008-09-14,2008,malaga,ath bilbao,2.5,3.25,2.8,0.3756,0.289,0.3354,1,2,2.5,0.0,-1.0,-7.24,-0.06088751289989669
2008-09-14,2008,mallorca,osasuna,2.2,3.2,3.4,0.4283,0.2945,0.2772,1,2,2.2,0.0,-1.0,-8.24,-0.05763779527559065
2008-09-14,2008,real madrid,numancia,1.25,5.5,12.0,0.7511,0.1707,0.0782,2,2,1.25,1.25,0.25,-7.99,-0.061166429587482196
2008-09-14,2008,recreativo,espanol,2.3,3.3,3.1,0.41,0.2858,0.3042,0,2,2.3,0.0,-1.0,-8.99,-0.056953907815631255
2008-09-14,2008,sevilla,sp gijon,1.33,5.0,9.0,0.7073,0.1881,0.1045,2,2,1.33,1.33,0.33000000000000007,-8.66,-0.05925809493869849
2008-09-14,2008,villarreal,la coruna,2.0,3.25,4.0,0.4727,0.2909,0.2364,2,2,2.0,2.0,1.0,-7.66,-0.054545454545454564
2008-09-20,2008,ath madrid,recreativo,1.5,3.8,7.25,0.6244,0.2465,0.1292,2,2,1.5,1.5,0.5,-7.16,-0.06345609065155822
2008-09-20,2008,espanol,getafe,2.1,3.3,3.5,0.4472,0.2846,0.2683,1,2,2.1,0.0,-1.0,-8.16,-0.060975609756097615
2008-09-21,2008,ath bilbao,valladolid,2.0,3.3,3.75,0.4674,0.2833,0.2493,2,2,2.0,2.0,1.0,-7.16,-0.06515580736543902
2008-09-21,2008,valencia,osasuna,1.62,3.75,5.5,0.5792,0.2502,0.1706,2,2,1.62,1.62,0.6200000000000001,-6.54,-0.06171019376579623
2008-09-21,2008,numancia,villarreal,3.0,3.4,2.3,0.3138,0.2769,0.4093,0,0,2.3,2.3,1.2999999999999998,-5.24,-0.058587479935794606
2008-09-21,2008,la coruna,mallorca,1.91,3.3,4.2,0.4918,0.2846,0.2236,1,2,1.91,0.0,-1.0,-6.24,-0.06075572112825989
2008-09-21,2008,sp gijon,barcelona,7.5,3.8,1.5,0.1254,0.2475,0.6271,0,0,1.5,1.5,0.5,-5.74,-0.05940594059405946
2008-09-21,2008,santander,real madrid,3.4,3.4,2.1,0.2763,0.2763,0.4474,0,0,2.1,2.1,1.1,-4.640000000000001,-0.06052631578947365
2008-09-21,2008,betis,sevilla,3.1,3.25,2.3,0.3029,0.2889,0.4082,1,0,2.3,0.0,-1.0,-5.640000000000001,-0.061081847649919085
2008-09-21,2008,almeria,malaga,1.83,3.5,4.33,0.514,0.2688,0.2172,2,2,1.83,1.83,0.8300000000000001,-4.8100000000000005,-0.05936290653543108
2008-09-24,2008,barcelona,betis,1.2,6.0,15.0,0.7812,0.1562,0.0625,2,2,1.2,1.2,0.19999999999999996,-4.61,-0.0625
2008-09-24,2008,getafe,ath madrid,2.9,3.25,2.4,0.3225,0.2878,0.3897,0,0,2.4,2.4,1.4,-3.2100000000000004,-0.06470953070084784
2008-09-24,2008,osasuna,la coruna,2.25,3.25,3.2,0.4175,0.289,0.2935,1,2,2.25,0.0,-1.0,-4.210000000000001,-0.0607124937280481
2008-09-24,2008,real madrid,sp gijon,1.17,6.5,17.0,0.8008,0.1441,0.0551,2,2,1.17,1.17,0.16999999999999993,-4.040000000000001,-0.06311822892133767
2008-09-24,2008,sevilla,espanol,1.62,3.6,6.0,0.5814,0.2616,0.157,2,2,1.62,1.62,0.6200000000000001,-3.420000000000001,-0.058139534883721034
2008-09-24,2008,villarreal,santander,1.57,3.75,6.0,0.5951,0.2492,0.1557,2,2,1.57,1.57,0.5700000000000001,-2.8500000000000005,-0.06566157508430881
2008-09-25,2008,mallorca,numancia,1.85,3.4,4.33,0.5073,0.276,0.2167,2,2,1.85,1.85,0.8500000000000001,-2.0000000000000004,-0.06156602635885955
2008-09-25,2008,malaga,valencia,3.75,3.3,2.0,0.2493,0.2833,0.4674,0,0,2.0,2.0,1.0,-1.0000000000000004,-0.06515580736543924
