Date,Season,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2016-08-19,2016,1,la coruna,eibar,1.95,3.4,4.2,0.4907,0.2814,0.2278,2,2,1.95,1.95,0.95,0.95,-0.04309278350515455
2016-08-19,2016,1,malaga,osasuna,1.62,3.75,6.0,0.5875,0.2538,0.1586,1,2,1.62,0.0,-1.0,-0.050000000000000044,-0.04817861339600482
2016-08-20,2016,1,granada,villarreal,2.5,3.2,3.0,0.3825,0.2988,0.3187,1,2,2.5,0.0,-1.0,-1.05,-0.043824701195219085
2016-08-20,2016,1,sevilla,espanol,1.67,4.0,5.0,0.5709,0.2384,0.1907,2,2,1.67,1.67,0.6699999999999999,-0.3800000000000001,-0.04653154439052243
2016-08-20,2016,1,barcelona,betis,1.08,11.0,29.0,0.8807,0.0865,0.0328,2,2,1.08,1.08,0.08000000000000007,-0.30000000000000004,-0.048812810601877255
2016-08-21,2016,1,sociedad,real madrid,4.75,3.8,1.75,0.2014,0.2518,0.5468,0,0,1.75,1.75,0.75,0.44999999999999996,-0.043165467625899234
2016-08-21,2016,1,sp gijon,ath bilbao,4.0,3.5,1.95,0.2384,0.2725,0.4891,2,0,1.95,0.0,-1.0,-0.55,-0.046288209606986874
2016-08-21,2016,1,ath madrid,alaves,1.2,6.5,17.0,0.7967,0.1471,0.0562,1,2,1.2,0.0,-1.0,-1.55,-0.043979812545061336
2016-08-22,2016,1,celta,leganes,1.65,3.75,5.75,0.5791,0.2548,0.1662,0,2,1.65,0.0,-1.0,-2.55,-0.04456193353474336
2016-08-22,2016,1,valencia,las palmas,1.73,3.75,5.0,0.5533,0.2553,0.1914,0,2,1.73,0.0,-1.0,-3.55,-0.04278863887864248
2016-08-26,2016,2,betis,la coruna,2.2,3.2,3.5,0.4318,0.2968,0.2714,1,2,2.2,0.0,-1.0,-4.55,-0.050115651503469416
2016-08-26,2016,2,espanol,malaga,2.3,3.1,3.4,0.4135,0.3068,0.2797,1,2,2.3,0.0,-1.0,-5.55,-0.04896037661828179
2016-08-27,2016,2,eibar,valencia,2.7,3.2,2.75,0.3539,0.2986,0.3475,2,2,2.7,2.7,1.7000000000000002,-3.8499999999999996,-0.04443997586969639
2016-08-27,2016,2,leganes,ath madrid,8.5,3.6,1.53,0.1121,0.2648,0.6231,1,0,1.53,0.0,-1.0,-4.85,-0.04672897196261683
2016-08-27,2016,2,osasuna,sociedad,3.1,3.1,2.5,0.3086,0.3086,0.3827,0,0,2.5,2.5,1.5,-3.3499999999999996,-0.043209876543209846
2016-08-27,2016,2,real madrid,celta,1.18,7.0,17.0,0.8078,0.1362,0.0561,2,2,1.18,1.18,0.17999999999999994,-3.17,-0.04683681781156679
2016-08-28,2016,2,alaves,sp gijon,2.15,3.2,3.75,0.4454,0.2992,0.2554,1,2,2.15,0.0,-1.0,-4.17,-0.04240512201911473
2016-08-28,2016,2,ath bilbao,barcelona,6.5,4.33,1.5,0.1463,0.2196,0.634,0,0,1.5,1.5,0.5,-3.67,-0.048941202973642794
2016-08-28,2016,2,las palmas,granada,1.91,3.4,4.33,0.4993,0.2805,0.2202,2,2,1.91,1.91,0.9099999999999999,-2.76,-0.046370009122880806
2016-08-28,2016,2,villarreal,sevilla,2.5,3.4,2.8,0.3805,0.2798,0.3397,1,2,2.5,0.0,-1.0,-3.76,-0.048760991207034365
2016-09-09,2016,3,sociedad,espanol,2.05,3.4,3.75,0.4652,0.2805,0.2543,1,2,2.05,0.0,-1.0,-4.76,-0.046337681291617305
2016-09-10,2016,3,barcelona,alaves,1.07,12.0,34.0,0.8923,0.0796,0.0281,0,2,1.07,0.0,-1.0,-5.76,-0.045186124841432806
2016-09-10,2016,3,sevilla,las palmas,1.5,4.33,6.0,0.6264,0.217,0.1566,2,2,1.5,1.5,0.5,-5.26,-0.06039783001808319
2016-09-10,2016,3,celta,ath madrid,6.0,3.3,1.73,0.1591,0.2892,0.5517,0,0,1.73,1.73,0.73,-4.529999999999999,-0.045557134498035556
2016-09-10,2016,3,real madrid,osasuna,1.04,15.0,34.0,0.9092,0.063,0.0278,2,2,1.04,1.04,0.040000000000000036,-4.489999999999999,-0.05447803764974324
2016-09-10,2016,3,malaga,villarreal,2.3,3.1,3.3,0.41,0.3042,0.2858,0,2,2.3,0.0,-1.0,-5.489999999999999,-0.056953907815631255
2016-09-11,2016,3,granada,eibar,2.15,3.25,3.5,0.4394,0.2907,0.2699,0,2,2.15,0.0,-1.0,-6.489999999999999,-0.05528730082085953
2016-09-11,2016,3,la coruna,ath bilbao,3.6,3.25,2.15,0.2644,0.2929,0.4427,0,0,2.15,2.15,1.15,-5.34,-0.04815060070002841
2016-09-11,2016,3,sp gijon,leganes,2.25,3.2,3.4,0.4229,0.2973,0.2798,2,2,2.25,2.25,1.25,-4.09,-0.04858142246404984
2016-09-11,2016,3,valencia,betis,1.65,4.2,5.0,0.5804,0.228,0.1915,0,2,1.65,0.0,-1.0,-5.09,-0.04228855721393032
2016-09-16,2016,4,betis,granada,1.73,3.75,5.0,0.5533,0.2553,0.1914,1,2,1.73,0.0,-1.0,-6.09,-0.04278863887864248
2016-09-17,2016,4,ath madrid,sp gijon,1.18,6.5,21.0,0.8079,0.1467,0.0454,2,2,1.18,1.18,0.17999999999999994,-5.91,-0.046641018052678396
2016-09-17,2016,4,eibar,sevilla,3.1,3.3,2.35,0.3069,0.2883,0.4048,1,0,2.35,0.0,-1.0,-6.91,-0.04865453106450346
2016-09-17,2016,4,las palmas,malaga,2.3,3.25,3.3,0.4159,0.2943,0.2898,2,2,2.3,2.3,1.2999999999999998,-5.61,-0.04352462194649098
2016-09-17,2016,4,leganes,barcelona,17.0,7.0,1.18,0.0561,0.1362,0.8078,0,0,1.18,1.18,0.17999999999999994,-5.430000000000001,-0.04683681781156679
2016-09-18,2016,4,ath bilbao,valencia,1.85,3.6,4.33,0.5152,0.2647,0.2201,2,2,1.85,1.85,0.8500000000000001,-4.58,-0.04695209610522666
2016-09-18,2016,4,espanol,real madrid,7.5,5.5,1.36,0.1269,0.1731,0.7,0,0,1.36,1.36,0.3600000000000001,-4.22,-0.04802307822840646
2016-09-18,2016,4,osasuna,celta,2.9,3.1,2.6,0.3278,0.3066,0.3656,1,0,2.6,0.0,-1.0,-5.22,-0.04945099633997552
2016-09-18,2016,4,villarreal,sociedad,1.85,3.5,4.5,0.5155,0.2725,0.2119,2,2,1.85,1.85,0.8500000000000001,-4.369999999999999,-0.046235679214402414
2016-09-19,2016,4,alaves,la coruna,2.3,3.0,3.5,0.4126,0.3163,0.2711,1,2,2.3,0.0,-1.0,-5.369999999999999,-0.05108055009823198
2016-09-20,2016,5,malaga,eibar,1.85,3.4,4.75,0.5172,0.2814,0.2014,2,2,1.85,1.85,0.8500000000000001,-4.52,-0.04323112641101601
2016-09-20,2016,5,sevilla,betis,1.45,4.5,7.0,0.6539,0.2107,0.1354,2,2,1.45,1.45,0.44999999999999996,-4.069999999999999,-0.051894135962636256
2016-09-21,2016,5,barcelona,ath madrid,1.6,4.0,5.5,0.5914,0.2366,0.172,1,2,1.6,0.0,-1.0,-5.069999999999999,-0.05376344086021512
2016-09-21,2016,5,celta,sp gijon,1.57,4.0,6.0,0.6045,0.2373,0.1582,2,2,1.57,1.57,0.5700000000000001,-4.499999999999999,-0.050881612090679984
2016-09-21,2016,5,granada,ath bilbao,4.5,3.5,1.85,0.2119,0.2725,0.5155,0,0,1.85,1.85,0.8500000000000001,-3.649999999999999,-0.046235679214402414
2016-09-21,2016,5,real madrid,villarreal,1.2,7.0,15.0,0.7991,0.137,0.0639,1,2,1.2,0.0,-1.0,-4.649999999999999,-0.04109589041095896
2016-09-21,2016,5,sociedad,las palmas,2.0,3.5,3.75,0.4751,0.2715,0.2534,2,2,2.0,2.0,1.0,-3.6499999999999986,-0.04977375565610864
2016-09-22,2016,5,osasuna,espanol,2.88,3.2,2.6,0.3325,0.2992,0.3683,0,0,2.6,2.6,1.6,-2.0499999999999985,-0.04245524296675196
2016-09-22,2016,5,valencia,alaves,1.57,3.75,6.0,0.5951,0.2492,0.1557,2,2,1.57,1.57,0.5700000000000001,-1.4799999999999984,-0.06566157508430881
2016-09-22,2016,5,la coruna,leganes,2.15,3.25,3.6,0.4427,0.2929,0.2644,0,2,2.15,0.0,-1.0,-2.4799999999999986,-0.04815060070002841
2016-09-23,2016,6,betis,malaga,2.6,3.1,2.9,0.3656,0.3066,0.3278,2,2,2.6,2.6,1.6,-0.8799999999999986,-0.04945099633997552
2016-09-24,2016,6,ath bilbao,sevilla,2.05,3.4,3.75,0.4652,0.2805,0.2543,2,2,2.05,2.05,1.0499999999999998,0.17000000000000126,-0.046337681291617305
2016-09-24,2016,6,eibar,sociedad,2.45,3.2,3.0,0.3873,0.2965,0.3163,2,2,2.45,2.45,1.4500000000000002,1.6200000000000014,-0.05123033481242434
