Date,Season,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2013-08-17,2013,1,valencia,malaga,1.53,4.0,6.0,0.6107,0.2336,0.1557,2,2,1.53,1.53,0.53,0.53,-0.06564885496183204
2013-08-17,2013,1,valladolid,ath bilbao,2.5,3.3,2.8,0.3773,0.2858,0.3369,0,2,2.5,0.0,-1.0,-0.47,-0.056757860351163814
2013-08-17,2013,1,sociedad,getafe,1.73,3.6,4.75,0.5421,0.2605,0.1974,2,2,1.73,1.73,0.73,0.26,-0.062211725919703253
2013-08-18,2013,1,barcelona,levante,1.08,10.0,26.0,0.8699,0.094,0.0361,2,2,1.08,1.08,0.08000000000000007,0.3400000000000001,-0.06049250535331918
2013-08-18,2013,1,osasuna,granada,2.0,3.3,3.75,0.4674,0.2833,0.2493,0,2,2.0,0.0,-1.0,-0.6599999999999999,-0.06515580736543902
2013-08-18,2013,1,real madrid,betis,1.17,7.0,17.0,0.8091,0.1352,0.0557,2,2,1.17,1.17,0.16999999999999993,-0.49,-0.05337231438672829
2013-08-18,2013,1,sevilla,ath madrid,2.8,3.3,2.5,0.3369,0.2858,0.3773,0,0,2.5,2.5,1.5,1.01,-0.056757860351163814
2013-08-19,2013,1,almeria,villarreal,2.6,3.2,2.75,0.3626,0.2946,0.3428,0,2,2.6,0.0,-1.0,0.010000000000000009,-0.05727235269880526
2013-08-19,2013,1,celta,espanol,2.2,3.2,3.4,0.4283,0.2945,0.2772,1,2,2.2,0.0,-1.0,-0.99,-0.05763779527559065
2013-08-19,2013,1,vallecano,elche,2.25,3.25,3.25,0.4194,0.2903,0.2903,2,2,2.25,2.25,1.25,0.26,-0.05645161290322587
2013-08-23,2013,2,ath bilbao,osasuna,1.62,3.75,5.5,0.5792,0.2502,0.1706,2,2,1.62,1.62,0.6200000000000001,0.8800000000000001,-0.06171019376579623
2013-08-23,2013,2,getafe,almeria,1.85,3.5,4.2,0.5079,0.2684,0.2237,1,2,1.85,0.0,-1.0,-0.11999999999999988,-0.060459492140266025
2013-08-24,2013,2,villarreal,valladolid,1.85,3.6,4.0,0.506,0.26,0.234,2,2,1.85,1.85,0.8500000000000001,0.7300000000000002,-0.06394940267041471
2013-08-24,2013,2,elche,sociedad,3.2,3.4,2.2,0.2945,0.2772,0.4283,1,0,2.2,0.0,-1.0,-0.2699999999999998,-0.05763779527559065
2013-08-24,2013,2,espanol,valencia,3.0,3.25,2.38,0.3141,0.2899,0.3959,2,0,2.38,0.0,-1.0,-1.2699999999999998,-0.05766497461928932
