match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2017-08-18,1,-1.0,1.05,-1.0,1.05,leganes,alaves,Home,Draw,Home
2,2017-08-18,1,-2.0,1.8,-1.0,0.75,valencia,las palmas,Home,Draw,Home
3,2017-08-19,1,0.2,0.8,2.2,-1.0,celta,sociedad,Away,Away,Home
4,2017-08-19,1,-0.8,-0.2,-1.0,-1.0,girona,ath madrid,Draw,Away,Away
5,2017-08-19,1,-1.8,-1.2,-1.0,-1.0,sevilla,espanol,Draw,Home,Home
6,2017-08-20,1,1.2,-2.2,3.0,-1.0,ath bilbao,getafe,Draw,Draw,Home
7,2017-08-20,1,1.37,-2.03,0.17,0.17,barcelona,betis,Home,Home,Home
8,2017-08-20,1,1.67,-1.73,0.3,0.3,la coruna,real madrid,Away,Away,Away
9,2017-08-21,1,0.67,-2.73,-1.0,-1.0,levante,villarreal,Home,Draw,Away
10,2017-08-21,1,-0.33,-3.73,-1.0,-1.0,malaga,eibar,Away,Draw,Home
11,2017-08-25,2,-1.33,-2.68,-1.0,1.05,sociedad,villarreal,Home,Draw,Home
12,2017-08-25,2,-2.33,-1.48,-1.0,1.2,betis,celta,Home,Draw,Home
13,2017-08-26,2,-3.33,-0.33,-1.0,1.15,girona,malaga,Home,Draw,Home
14,2017-08-26,2,-3.04,-0.04,0.29,0.29,alaves,barcelona,Away,Away,Away
15,2017-08-26,2,-4.04,-1.04,-1.0,-1.0,levante,la coruna,Draw,Away,Home
16,2017-08-26,2,-3.29,-0.29,0.75,0.75,las palmas,ath madrid,Away,Away,Away
17,2017-08-27,2,-1.19,-1.29,2.1,-1.0,eibar,ath bilbao,Away,Away,Home
18,2017-08-27,2,-2.19,-2.29,-1.0,-1.0,espanol,leganes,Away,Draw,Home
19,2017-08-27,2,-1.04,-1.14,1.15,1.15,getafe,sevilla,Away,Away,Away
20,2017-08-27,2,-2.04,-2.14,-1.0,-1.0,real madrid,valencia,Draw,Home,Home
21,2017-09-08,3,-3.04,-3.14,-1.0,-1.0,leganes,getafe,Away,Draw,Home
22,2017-09-09,3,-4.04,-4.14,-1.0,-1.0,valencia,ath madrid,Draw,Away,Away
23,2017-09-09,3,-3.47,-3.57,0.57,0.57,sevilla,eibar,Home,Home,Home
24,2017-09-09,3,-3.3,-3.4,0.17,0.17,barcelona,espanol,Home,Home,Home
25,2017-09-09,3,-4.3,-4.4,-1.0,-1.0,real madrid,levante,Draw,Home,Home
