match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2013-08-17,1,0.73,0.73,0.73,0.73,sociedad,getafe,Home,Home,Home
2,2013-08-17,1,1.26,1.26,0.53,0.53,valencia,malaga,Home,Home,Home
3,2013-08-17,1,0.26,0.26,-1.0,-1.0,valladolid,ath bilbao,Away,Draw,Home
4,2013-08-18,1,-0.74,-0.74,-1.0,-1.0,osasuna,granada,Away,Home,Home
5,2013-08-18,1,-0.66,-0.66,0.08,0.08,barcelona,levante,Home,Home,Home
6,2013-08-18,1,0.84,0.84,1.5,1.5,sevilla,ath madrid,Away,Away,Away
7,2013-08-18,1,1.01,1.01,0.17,0.17,real madrid,betis,Home,Home,Home
8,2013-08-19,1,0.01,0.01,-1.0,-1.0,almeria,villarreal,Away,Draw,Home
9,2013-08-19,1,2.21,-0.99,2.2,-1.0,celta,espanol,Draw,Draw,Home
10,2013-08-19,1,3.46,0.26,1.25,1.25,vallecano,elche,Home,Home,Home
11,2013-08-23,2,5.96,-0.74,2.5,-1.0,getafe,almeria,Draw,Draw,Home
12,2013-08-23,2,4.96,-0.12,-1.0,0.62,ath bilbao,osasuna,Home,Away,Home
13,2013-08-24,2,6.96,-1.12,2.0,-1.0,espanol,valencia,Home,Home,Away
14,2013-08-24,2,7.81,-0.27,0.85,0.85,villarreal,valladolid,Home,Home,Home
15,2013-08-24,2,10.21,-1.27,2.4,-1.0,elche,sociedad,Draw,Draw,Away
16,2013-08-25,2,10.5,-0.98,0.29,0.29,ath madrid,vallecano,Home,Home,Home
17,2013-08-25,2,9.5,-1.98,-1.0,-1.0,betis,celta,Away,Home,Home
18,2013-08-25,2,11.8,-2.98,2.3,-1.0,levante,sevilla,Draw,Draw,Away
19,2013-08-25,2,12.02,-2.76,0.22,0.22,malaga,barcelona,Away,Away,Away
20,2013-08-26,2,12.35,-2.43,0.33,0.33,granada,real madrid,Away,Away,Away
21,2013-08-30,3,11.35,-3.43,-1.0,-1.0,vallecano,levante,Away,Home,Home
22,2013-08-30,3,13.65,-4.43,2.3,-1.0,almeria,elche,Draw,Draw,Home
23,2013-08-31,3,12.65,-3.33,-1.0,1.1,valladolid,getafe,Home,Draw,Home
24,2013-08-31,3,11.65,-4.33,-1.0,-1.0,osasuna,villarreal,Away,Draw,Home
25,2013-08-31,3,10.65,-5.33,-1.0,-1.0,celta,granada,Draw,Home,Home
26,2013-09-01,3,12.03,-3.95,1.38,1.38,sociedad,ath madrid,Away,Away,Away
27,2013-09-01,3,11.03,-4.95,-1.0,-1.0,espanol,betis,Draw,Away,Home
28,2013-09-01,3,11.56,-4.42,0.53,0.53,valencia,barcelona,Away,Away,Away
29,2013-09-01,3,10.56,-5.42,-1.0,-1.0,sevilla,malaga,Draw,Home,Home
30,2013-09-01,3,10.73,-5.25,0.17,0.17,real madrid,ath bilbao,Home,Home,Home
31,2013-09-14,4,10.98,-5.0,0.25,0.25,ath madrid,almeria,Home,Home,Home
32,2013-09-14,4,11.16,-4.82,0.18,0.18,barcelona,sevilla,Home,Home,Home
33,2013-09-14,4,10.16,-5.82,-1.0,-1.0,levante,sociedad,Draw,Away,Away
34,2013-09-14,4,9.16,-6.82,-1.0,-1.0,villarreal,real madrid,Draw,Away,Away
35,2013-09-15,4,10.07,-5.91,0.91,0.91,malaga,vallecano,Home,Home,Home
36,2013-09-15,4,9.07,-6.91,-1.0,-1.0,betis,valencia,Home,Draw,Away
37,2013-09-15,4,8.07,-7.91,-1.0,-1.0,granada,espanol,Away,Draw,Home
38,2013-09-15,4,7.07,-6.96,-1.0,0.95,getafe,osasuna,Home,Draw,Home
39,2013-09-16,4,7.74,-6.29,0.67,0.67,ath bilbao,celta,Home,Home,Home
40,2013-09-16,4,6.74,-7.29,-1.0,-1.0,elche,valladolid,Draw,Home,Home
41,2013-09-20,5,5.74,-6.29,-1.0,1.0,osasuna,elche,Home,Draw,Home
42,2013-09-21,5,8.24,-7.29,2.5,-1.0,sociedad,malaga,Draw,Draw,Home
43,2013-09-21,5,7.24,-6.59,-1.0,0.7,valladolid,ath madrid,Away,Draw,Away
44,2013-09-21,5,9.74,-7.59,2.5,-1.0,almeria,levante,Draw,Draw,Home
45,2013-09-21,5,9.94,-7.39,0.2,0.2,vallecano,barcelona,Away,Away,Away
46,2013-09-22,5,10.85,-6.48,0.91,0.91,valencia,sevilla,Home,Home,Home
47,2013-09-22,5,10.98,-6.35,0.13,0.13,real madrid,getafe,Home,Home,Home
48,2013-09-22,5,9.98,-7.35,-1.0,-1.0,betis,granada,Draw,Home,Home
49,2013-09-22,5,12.28,-8.35,2.3,-1.0,celta,villarreal,Draw,Draw,Away
