match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2023-08-11,1,-1.0,-1.0,-1.0,-1.0,almeria,vallecano,Away,Draw,Home
2,2023-08-11,1,-2.0,-2.0,-1.0,-1.0,sevilla,valencia,Away,Draw,Home
3,2023-08-12,1,1.0,-3.0,3.0,-1.0,sociedad,girona,Draw,Draw,Home
4,2023-08-12,1,3.0,-4.0,2.0,-1.0,las palmas,mallorca,Draw,Draw,Home
5,2023-08-12,1,4.15,-2.85,1.15,1.15,ath bilbao,real madrid,Away,Away,Away
6,2023-08-13,1,3.15,-3.85,-1.0,-1.0,celta,osasuna,Away,Draw,Home
7,2023-08-13,1,2.15,-4.85,-1.0,-1.0,villarreal,betis,Away,Home,Home
8,2023-08-13,1,1.15,-5.85,-1.0,-1.0,getafe,barcelona,Draw,Away,Away
9,2023-08-14,1,0.15,-4.65,-1.0,1.2,cadiz,alaves,Home,Draw,Home
10,2023-08-14,1,0.45,-4.35,0.3,0.3,ath madrid,granada,Home,Home,Home
11,2023-08-18,2,-0.55,-3.78,-1.0,0.57,valencia,las palmas,Home,Draw,Home
12,2023-08-18,2,1.05,-2.18,1.6,1.6,mallorca,villarreal,Away,Away,Away
13,2023-08-19,2,3.45,-3.18,2.4,-1.0,sociedad,celta,Draw,Draw,Home
14,2023-08-19,2,3.85,-2.78,0.4,0.4,almeria,real madrid,Away,Away,Away
15,2023-08-19,2,5.48,-1.15,1.63,1.63,osasuna,ath bilbao,Away,Away,Away
16,2023-08-20,2,5.68,-0.95,0.2,0.2,barcelona,cadiz,Home,Home,Home
17,2023-08-20,2,4.68,-1.95,-1.0,-1.0,betis,ath madrid,Draw,Away,Away
18,2023-08-20,2,3.68,-0.9,-1.0,1.05,girona,getafe,Home,Draw,Home
19,2023-08-21,2,2.68,-1.9,-1.0,-1.0,alaves,sevilla,Home,Away,Away
20,2023-08-21,2,1.68,-2.9,-1.0,-1.0,granada,vallecano,Away,Draw,Home
21,2023-08-25,3,2.38,-2.2,0.7,0.7,celta,real madrid,Away,Away,Away
22,2023-08-25,3,1.38,-3.2,-1.0,-1.0,las palmas,sociedad,Draw,Away,Away
23,2023-08-26,3,0.38,-4.2,-1.0,-1.0,sevilla,girona,Away,Draw,Home
24,2023-08-26,3,2.58,-5.2,2.2,-1.0,cadiz,almeria,Draw,Draw,Home
25,2023-08-26,3,1.58,-3.6,-1.0,1.6,granada,mallorca,Home,Draw,Home
26,2023-08-27,3,0.58,-2.75,-1.0,0.85,ath bilbao,betis,Home,Draw,Home
27,2023-08-27,3,1.58,-1.75,1.0,1.0,villarreal,barcelona,Away,Away,Away
28,2023-08-27,3,4.58,-2.75,3.0,-1.0,valencia,osasuna,Away,Away,Home
29,2023-08-28,3,3.58,-1.55,-1.0,1.2,getafe,alaves,Home,Draw,Home
30,2023-08-28,3,4.53,-0.6,0.95,0.95,vallecano,ath madrid,Away,Away,Away
31,2023-09-01,4,3.53,-1.6,-1.0,-1.0,cadiz,villarreal,Home,Away,Away
32,2023-09-01,4,2.53,-0.1,-1.0,1.5,almeria,celta,Away,Draw,Away
33,2023-09-02,4,1.53,-1.1,-1.0,-1.0,alaves,valencia,Home,Draw,Away
34,2023-09-02,4,2.48,-0.15,0.95,0.95,betis,vallecano,Home,Home,Home
35,2023-09-02,4,2.92,0.29,0.44,0.44,sociedad,granada,Home,Home,Home
36,2023-09-02,4,3.25,0.62,0.33,0.33,real madrid,getafe,Home,Home,Home
37,2023-09-03,4,2.25,1.29,-1.0,0.67,girona,las palmas,Home,Draw,Home
38,2023-09-03,4,4.25,0.29,2.0,-1.0,mallorca,ath bilbao,Draw,Draw,Away
39,2023-09-03,4,4.9,0.94,0.65,0.65,osasuna,barcelona,Away,Away,Away
40,2023-09-15,5,3.9,1.94,-1.0,1.0,vallecano,alaves,Home,Draw,Home
41,2023-09-16,5,2.9,0.94,-1.0,-1.0,celta,mallorca,Away,Home,Home
42,2023-09-16,5,1.9,-0.06,-1.0,-1.0,valencia,ath madrid,Home,Away,Away
43,2023-09-16,5,2.26,0.3,0.36,0.36,barcelona,betis,Home,Home,Home
44,2023-09-16,5,2.79,0.83,0.53,0.53,ath bilbao,cadiz,Home,Home,Home
45,2023-09-17,5,3.44,1.48,0.65,0.65,real madrid,sociedad,Home,Home,Home
46,2023-09-17,5,4.06,2.1,0.62,0.62,sevilla,las palmas,Home,Home,Home
47,2023-09-17,5,3.06,3.73,-1.0,1.63,getafe,osasuna,Home,Draw,Home
48,2023-09-17,5,3.5,4.17,0.44,0.44,villarreal,almeria,Home,Home,Home
49,2023-09-18,5,2.5,5.77,-1.0,1.6,granada,girona,Away,Draw,Away
50,2023-09-22,6,3.55,6.82,1.05,1.05,alaves,ath bilbao,Away,Away,Away
51,2023-09-23,6,4.4,7.67,0.85,0.85,girona,mallorca,Home,Home,Home
52,2023-09-23,6,3.4,6.67,-1.0,-1.0,osasuna,sevilla,Draw,Away,Home
53,2023-09-23,6,3.69,6.96,0.29,0.29,barcelona,celta,Home,Home,Home
54,2023-09-23,6,6.29,5.96,2.6,-1.0,almeria,valencia,Draw,Draw,Away
55,2023-09-24,6,5.29,4.96,-1.0,-1.0,ath madrid,real madrid,Home,Away,Away
56,2023-09-24,6,4.29,5.49,-1.0,0.53,sociedad,getafe,Home,Draw,Home
57,2023-09-24,6,3.29,6.44,-1.0,0.95,las palmas,granada,Home,Draw,Home
58,2023-09-24,6,2.29,5.44,-1.0,-1.0,vallecano,villarreal,Draw,Away,Home
59,2023-09-24,6,4.79,4.44,2.5,-1.0,betis,cadiz,Draw,Draw,Home
60,2023-09-26,7,5.46,5.11,0.67,0.67,sevilla,almeria,Home,Home,Home
61,2023-09-26,7,4.46,4.11,-1.0,-1.0,mallorca,barcelona,Draw,Away,Away
62,2023-09-27,7,3.46,3.11,-1.0,-1.0,villarreal,girona,Away,Home,Home
63,2023-09-27,7,2.46,2.11,-1.0,-1.0,ath bilbao,getafe,Draw,Home,Home
64,2023-09-27,7,2.66,2.31,0.2,0.2,real madrid,las palmas,Home,Home,Home
65,2023-09-27,7,4.46,1.31,1.8,-1.0,valencia,sociedad,Away,Away,Home
66,2023-09-27,7,6.66,0.31,2.2,-1.0,cadiz,vallecano,Draw,Draw,Home
67,2023-09-28,7,7.81,1.46,1.15,1.15,osasuna,ath madrid,Away,Away,Away
68,2023-09-28,7,10.11,0.46,2.3,-1.0,granada,betis,Draw,Draw,Away
69,2023-09-28,7,9.11,-0.54,-1.0,-1.0,celta,alaves,Draw,Home,Home
70,2023-09-29,8,9.47,-0.18,0.36,0.36,barcelona,sevilla,Home,Home,Home
71,2023-09-30,8,8.47,1.02,-1.0,1.2,sociedad,ath bilbao,Home,Draw,Home
72,2023-09-30,8,9.42,1.97,0.95,0.95,girona,real madrid,Away,Away,Away
73,2023-09-30,8,11.52,0.97,2.1,-1.0,vallecano,mallorca,Draw,Draw,Home
74,2023-09-30,8,10.52,-0.03,-1.0,-1.0,getafe,villarreal,Draw,Away,Away
75,2023-10-01,8,9.52,1.27,-1.0,1.3,betis,valencia,Home,Draw,Home
76,2023-10-01,8,12.12,0.27,2.6,-1.0,almeria,granada,Draw,Draw,Home
77,2023-10-01,8,11.12,-0.73,-1.0,-1.0,alaves,osasuna,Away,Draw,Home
78,2023-10-01,8,11.45,-0.4,0.33,0.33,ath madrid,cadiz,Home,Home,Home
79,2023-10-02,8,10.45,1.1,-1.0,1.5,las palmas,celta,Home,Draw,Home
80,2023-10-06,9,10.81,1.46,0.36,0.36,ath bilbao,almeria,Home,Home,Home
81,2023-10-07,9,9.81,2.71,-1.0,1.25,cadiz,girona,Away,Draw,Away
82,2023-10-07,9,10.1,3.0,0.29,0.29,real madrid,osasuna,Home,Home,Home
83,2023-10-07,9,12.1,2.0,2.0,-1.0,mallorca,valencia,Draw,Draw,Home
84,2023-10-07,9,11.1,1.0,-1.0,-1.0,sevilla,vallecano,Draw,Home,Home
