match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2008-08-30,1,-1.0,1.0,-1.0,1.0,espanol,valladolid,Home,Draw,Home
2,2008-08-30,1,-2.0,1.7,-1.0,0.7,valencia,mallorca,Home,Away,Home
3,2008-08-31,1,-3.0,0.7,-1.0,-1.0,numancia,barcelona,Home,Draw,Away
4,2008-08-31,1,-4.0,-0.3,-1.0,-1.0,osasuna,villarreal,Draw,Away,Away
5,2008-08-31,1,-5.0,-1.3,-1.0,-1.0,santander,sevilla,Draw,Away,Away
6,2008-08-31,1,-6.0,0.32,-1.0,1.62,sp gijon,getafe,Away,Draw,Away
7,2008-08-31,1,-7.0,-0.68,-1.0,-1.0,ath bilbao,almeria,Away,Draw,Home
8,2008-08-31,1,-8.0,-0.24,-1.0,0.44,ath madrid,malaga,Home,Draw,Home
9,2008-08-31,1,-9.0,-1.24,-1.0,-1.0,betis,recreativo,Away,Draw,Home
10,2008-08-31,1,-10.0,-2.24,-1.0,-1.0,la coruna,real madrid,Home,Away,Away
11,2008-09-13,2,-11.0,-3.24,-1.0,-1.0,barcelona,santander,Draw,Home,Home
12,2008-09-13,2,-12.0,-4.24,-1.0,-1.0,valladolid,ath madrid,Home,Draw,Away
13,2008-09-14,2,-11.0,-3.24,1.0,1.0,villarreal,la coruna,Home,Home,Home
14,2008-09-14,2,-10.67,-2.91,0.33,0.33,sevilla,sp gijon,Home,Home,Home
15,2008-09-14,2,-8.57,-3.91,2.1,-1.0,recreativo,espanol,Away,Away,Home
16,2008-09-14,2,-8.32,-3.66,0.25,0.25,real madrid,numancia,Home,Home,Home
17,2008-09-14,2,-9.32,-4.66,-1.0,-1.0,almeria,valencia,Draw,Away,Away
18,2008-09-14,2,-7.07,-5.66,2.25,-1.0,malaga,ath bilbao,Draw,Draw,Home
19,2008-09-14,2,-4.77,-6.66,2.3,-1.0,getafe,betis,Draw,Draw,Home
20,2008-09-14,2,-5.77,-7.66,-1.0,-1.0,mallorca,osasuna,Draw,Home,Home
21,2008-09-20,3,-5.27,-7.16,0.5,0.5,ath madrid,recreativo,Home,Home,Home
