match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2024-08-15,1,3.0,-1.0,3.0,-1.0,ath bilbao,getafe,Draw,Draw,Home
2,2024-08-15,1,2.0,-2.0,-1.0,-1.0,betis,girona,Draw,Away,Home
3,2024-08-16,1,1.0,-1.0,-1.0,1.0,celta,alaves,Home,Draw,Home
4,2024-08-16,1,0.0,-2.0,-1.0,-1.0,las palmas,sevilla,Draw,Away,Away
5,2024-08-17,1,2.3,-3.0,2.3,-1.0,osasuna,leganes,Draw,Draw,Home
6,2024-08-17,1,3.03,-2.27,0.73,0.73,valencia,barcelona,Away,Away,Away
7,2024-08-18,1,2.03,-3.27,-1.0,-1.0,sociedad,vallecano,Away,Draw,Home
8,2024-08-18,1,1.03,-4.27,-1.0,-1.0,mallorca,real madrid,Draw,Away,Away
9,2024-08-19,1,0.03,-5.27,-1.0,-1.0,villarreal,ath madrid,Draw,Away,Away
10,2024-08-19,1,-0.97,-3.89,-1.0,1.38,valladolid,espanol,Home,Away,Home
11,2024-08-23,2,-1.97,-2.79,-1.0,1.1,celta,valencia,Home,Draw,Home
12,2024-08-23,2,-0.17,-3.79,1.8,-1.0,sevilla,villarreal,Away,Away,Home
13,2024-08-24,2,0.45,-3.17,0.62,0.62,barcelona,ath bilbao,Home,Home,Home
14,2024-08-24,2,-0.55,-1.72,-1.0,1.45,osasuna,mallorca,Home,Draw,Home
15,2024-08-24,2,-1.55,-2.72,-1.0,-1.0,getafe,vallecano,Draw,Away,Home
16,2024-08-24,2,-0.5,-1.67,1.05,1.05,espanol,sociedad,Away,Away,Away
17,2024-08-25,2,1.6,-2.67,2.1,-1.0,alaves,betis,Draw,Draw,Home
18,2024-08-25,2,1.78,-2.49,0.18,0.18,real madrid,valladolid,Home,Home,Home
19,2024-08-25,2,0.78,-1.24,-1.0,1.25,leganes,las palmas,Home,Draw,Home
20,2024-08-25,2,1.38,-0.64,0.6,0.6,ath madrid,girona,Home,Home,Home
21,2024-08-26,3,2.29,0.27,0.91,0.91,villarreal,celta,Home,Home,Home
22,2024-08-27,3,4.39,-0.73,2.1,-1.0,mallorca,sevilla,Draw,Draw,Home
23,2024-08-27,3,5.01,-0.11,0.62,0.62,vallecano,barcelona,Away,Away,Away
24,2024-08-28,3,4.01,-1.11,-1.0,-1.0,sociedad,alaves,Away,Home,Home
25,2024-08-28,3,6.01,-2.11,2.0,-1.0,valladolid,leganes,Draw,Draw,Home
26,2024-08-28,3,5.01,-1.49,-1.0,0.62,ath bilbao,valencia,Home,Draw,Home
27,2024-08-28,3,4.01,-2.49,-1.0,-1.0,ath madrid,espanol,Draw,Home,Home
28,2024-08-29,3,3.01,-1.79,-1.0,0.7,girona,osasuna,Home,Draw,Home
29,2024-08-29,3,2.01,-2.79,-1.0,-1.0,las palmas,real madrid,Draw,Away,Away
30,2024-08-31,4,4.41,-3.79,2.4,-1.0,valencia,villarreal,Draw,Draw,Away
31,2024-08-31,4,3.41,-4.79,-1.0,-1.0,leganes,mallorca,Away,Draw,Home
32,2024-08-31,4,2.41,-5.79,-1.0,-1.0,espanol,vallecano,Home,Draw,Away
33,2024-08-31,4,3.79,-4.41,1.38,1.38,ath bilbao,ath madrid,Away,Away,Away
34,2024-08-31,4,4.04,-4.16,0.25,0.25,barcelona,valladolid,Home,Home,Home
35,2024-09-01,4,3.04,-3.21,-1.0,0.95,alaves,las palmas,Home,Draw,Home
36,2024-09-01,4,2.04,-1.76,-1.0,1.45,osasuna,celta,Home,Draw,Home
37,2024-09-01,4,3.79,-2.76,1.75,-1.0,sevilla,girona,Away,Away,Home
38,2024-09-01,4,2.79,-3.76,-1.0,-1.0,getafe,sociedad,Draw,Away,Away
39,2024-09-01,4,3.08,-3.47,0.29,0.29,real madrid,betis,Home,Home,Home
40,2024-09-13,5,3.7,-2.85,0.62,0.62,betis,leganes,Home,Home,Home
41,2024-09-14,5,4.37,-2.18,0.67,0.67,sociedad,real madrid,Away,Away,Away
42,2024-09-14,5,3.37,-0.55,-1.0,1.63,espanol,alaves,Home,Draw,Home
43,2024-09-14,5,4.57,0.65,1.2,1.2,sevilla,getafe,Home,Home,Home
44,2024-09-14,5,6.45,-0.35,1.88,-1.0,mallorca,villarreal,Away,Away,Home
45,2024-09-15,5,5.45,0.32,-1.0,0.67,celta,valladolid,Home,Draw,Home
46,2024-09-15,5,6.25,1.12,0.8,0.8,girona,barcelona,Away,Away,Away
47,2024-09-15,5,5.25,2.12,-1.0,1.0,las palmas,ath bilbao,Away,Draw,Away
48,2024-09-15,5,5.58,2.45,0.33,0.33,ath madrid,valencia,Home,Home,Home
49,2024-09-16,5,4.58,3.5,-1.0,1.05,vallecano,osasuna,Home,Draw,Home
50,2024-09-17,7,3.58,2.5,-1.0,-1.0,mallorca,sociedad,Home,Draw,Draw
51,2024-09-18,3,2.58,3.41,-1.0,0.91,betis,getafe,Home,Draw,Home
52,2024-09-19,7,3.63,4.46,1.05,1.05,leganes,ath bilbao,Away,Away,Away
53,2024-09-20,6,2.63,5.61,-1.0,1.15,alaves,sevilla,Home,Away,Home
54,2024-09-21,6,2.8,5.78,0.17,0.17,real madrid,espanol,Home,Home,Home
55,2024-09-21,6,4.8,4.78,2.0,-1.0,valladolid,sociedad,Draw,Draw,Away
56,2024-09-21,6,3.8,5.68,-1.0,0.9,osasuna,las palmas,Home,Draw,Home
57,2024-09-21,6,2.8,4.68,-1.0,-1.0,valencia,girona,Home,Away,Away
58,2024-09-22,6,3.65,5.53,0.85,0.85,villarreal,barcelona,Away,Away,Away
59,2024-09-22,6,2.65,4.53,-1.0,-1.0,vallecano,ath madrid,Draw,Away,Away
60,2024-09-22,6,1.65,5.23,-1.0,0.7,ath bilbao,celta,Home,Draw,Home
61,2024-09-22,6,0.65,4.23,-1.0,-1.0,getafe,leganes,Draw,Home,Home
62,2024-09-23,6,-0.35,3.23,-1.0,-1.0,betis,mallorca,Away,Home,Home
63,2024-09-24,7,-0.15,3.43,0.2,0.2,real madrid,alaves,Home,Home,Home
64,2024-09-24,7,1.95,2.43,2.1,-1.0,valencia,osasuna,Draw,Draw,Home
65,2024-09-24,7,2.6,3.08,0.65,0.65,sevilla,valladolid,Home,Home,Home
66,2024-09-25,7,2.85,3.33,0.25,0.25,barcelona,getafe,Home,Home,Home
67,2024-09-25,7,1.85,2.33,-1.0,-1.0,girona,vallecano,Draw,Home,Home
68,2024-09-26,7,2.76,3.24,0.91,0.91,celta,ath madrid,Away,Away,Away
69,2024-09-26,7,4.86,2.24,2.1,-1.0,las palmas,betis,Draw,Draw,Away
70,2024-09-26,7,6.01,3.39,1.15,1.15,espanol,villarreal,Away,Away,Away
71,2024-09-27,8,5.01,5.02,-1.0,1.63,valladolid,mallorca,Away,Draw,Away
72,2024-09-28,8,7.01,4.02,2.0,-1.0,vallecano,leganes,Draw,Draw,Home
73,2024-09-28,8,6.01,5.57,-1.0,1.55,getafe,alaves,Home,Draw,Home
74,2024-09-28,8,5.01,4.57,-1.0,-1.0,osasuna,barcelona,Home,Away,Away
75,2024-09-28,8,4.01,5.42,-1.0,0.85,sociedad,valencia,Home,Draw,Home
76,2024-09-29,8,3.01,4.42,-1.0,-1.0,celta,girona,Draw,Away,Home
77,2024-09-29,8,5.71,3.42,2.7,-1.0,ath bilbao,sevilla,Draw,Draw,Home
78,2024-09-29,8,6.36,4.07,0.65,0.65,betis,espanol,Home,Home,Home
79,2024-09-29,8,5.36,3.07,-1.0,-1.0,ath madrid,real madrid,Draw,Away,Away
80,2024-09-30,8,5.81,3.52,0.45,0.45,villarreal,las palmas,Home,Home,Home
81,2024-10-04,9,7.69,2.52,1.88,-1.0,leganes,valencia,Draw,Draw,Away
82,2024-10-05,9,6.69,4.02,-1.0,1.5,valladolid,vallecano,Away,Draw,Away
83,2024-10-05,9,8.59,3.02,1.9,-1.0,getafe,osasuna,Draw,Draw,Home
84,2024-10-05,9,7.59,4.27,-1.0,1.25,las palmas,celta,Away,Draw,Away
85,2024-10-05,9,6.59,3.27,-1.0,-1.0,espanol,mallorca,Home,Draw,Away
86,2024-10-05,9,6.86,3.54,0.27,0.27,real madrid,villarreal,Home,Home,Home
87,2024-10-06,9,8.31,4.99,1.45,1.45,sevilla,betis,Home,Home,Home
88,2024-10-06,9,10.51,3.99,2.2,-1.0,sociedad,ath madrid,Draw,Draw,Away
89,2024-10-06,9,9.51,5.34,-1.0,1.35,girona,ath bilbao,Home,Draw,Home
90,2024-10-06,9,10.08,5.91,0.57,0.57,alaves,barcelona,Away,Away,Away
91,2024-10-18,10,9.08,4.91,-1.0,-1.0,alaves,valladolid,Away,Draw,Home
92,2024-10-19,10,9.53,5.36,0.45,0.45,ath bilbao,espanol,Home,Home,Home
93,2024-10-19,10,8.53,4.36,-1.0,-1.0,osasuna,betis,Away,Draw,Home
94,2024-10-19,10,7.53,3.36,-1.0,-1.0,girona,sociedad,Away,Draw,Home
95,2024-10-19,10,8.13,3.96,0.6,0.6,celta,real madrid,Away,Away,Away
96,2024-10-20,10,10.93,2.96,2.8,-1.0,villarreal,getafe,Draw,Draw,Home
97,2024-10-20,10,11.23,3.26,0.3,0.3,barcelona,sevilla,Home,Home,Home
98,2024-10-20,10,10.23,4.31,-1.0,1.05,mallorca,vallecano,Home,Draw,Home
