match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2022-08-12,1,-1.0,-1.0,-1.0,-1.0,osasuna,sevilla,Home,Draw,Away
2,2022-08-13,1,-0.1,-0.1,0.9,0.9,valladolid,villarreal,Away,Away,Away
3,2022-08-13,1,-1.1,-1.1,-1.0,-1.0,barcelona,vallecano,Draw,Home,Home
4,2022-08-13,1,1.65,-2.1,2.75,-1.0,celta,espanol,Draw,Draw,Home
5,2022-08-14,1,2.05,-1.7,0.4,0.4,almeria,real madrid,Away,Away,Away
6,2022-08-14,1,3.25,-0.5,1.2,1.2,cadiz,sociedad,Away,Away,Away
7,2022-08-14,1,2.25,0.35,-1.0,0.85,valencia,girona,Home,Draw,Home
8,2022-08-15,1,2.69,0.79,0.44,0.44,betis,elche,Home,Home,Home
9,2022-08-15,1,5.44,-0.21,2.75,-1.0,ath bilbao,mallorca,Draw,Draw,Home
10,2022-08-15,1,6.34,0.69,0.9,0.9,getafe,ath madrid,Away,Away,Away
11,2022-08-19,2,5.34,-0.31,-1.0,-1.0,sevilla,valladolid,Draw,Home,Home
12,2022-08-19,2,4.34,-1.31,-1.0,-1.0,espanol,vallecano,Away,Draw,Home
13,2022-08-20,2,3.34,-0.41,-1.0,0.9,osasuna,cadiz,Home,Draw,Home
14,2022-08-20,2,4.74,0.99,1.4,1.4,mallorca,betis,Away,Away,Away
15,2022-08-20,2,5.4,1.65,0.66,0.66,celta,real madrid,Away,Away,Away
16,2022-08-21,2,6.5,2.75,1.1,1.1,sociedad,barcelona,Away,Away,Away
17,2022-08-21,2,5.5,3.55,-1.0,0.8,ath bilbao,valencia,Home,Draw,Home
18,2022-08-21,2,4.5,2.55,-1.0,-1.0,ath madrid,villarreal,Away,Home,Home
19,2022-08-22,2,6.7,1.55,2.2,-1.0,elche,almeria,Draw,Draw,Home
20,2022-08-22,2,5.7,3.35,-1.0,1.8,girona,getafe,Home,Draw,Home
21,2022-08-26,3,6.5,4.15,0.8,0.8,betis,osasuna,Home,Home,Home
22,2022-08-26,3,8.25,5.9,1.75,1.75,girona,celta,Away,Away,Away
23,2022-08-27,3,9.4,7.05,1.15,1.15,elche,sociedad,Away,Away,Away
24,2022-08-27,3,8.4,6.05,-1.0,-1.0,vallecano,mallorca,Away,Draw,Home
25,2022-08-27,3,7.4,5.05,-1.0,-1.0,almeria,sevilla,Home,Away,Away
26,2022-08-28,3,6.4,4.05,-1.0,-1.0,getafe,villarreal,Draw,Away,Away
27,2022-08-28,3,6.54,4.19,0.14,0.14,barcelona,valladolid,Home,Home,Home
28,2022-08-28,3,6.99,4.64,0.45,0.45,espanol,real madrid,Away,Away,Away
29,2022-08-29,3,5.99,5.79,-1.0,1.15,cadiz,ath bilbao,Away,Draw,Away
30,2022-08-29,3,6.99,6.79,1.0,1.0,valencia,ath madrid,Away,Away,Away
31,2022-09-02,4,7.65,7.45,0.66,0.66,celta,cadiz,Home,Home,Home
32,2022-09-03,4,8.05,7.85,0.4,0.4,real madrid,betis,Home,Home,Home
33,2022-09-03,4,10.25,6.85,2.2,-1.0,mallorca,girona,Draw,Draw,Home
34,2022-09-03,4,11.05,7.65,0.8,0.8,sevilla,barcelona,Away,Away,Away
35,2022-09-03,4,10.05,6.65,-1.0,-1.0,sociedad,ath madrid,Draw,Away,Away
36,2022-09-04,4,9.05,5.65,-1.0,-1.0,ath bilbao,espanol,Away,Home,Home
37,2022-09-04,4,8.05,6.65,-1.0,1.0,osasuna,vallecano,Home,Draw,Home
38,2022-09-04,4,7.05,7.55,-1.0,0.9,valencia,getafe,Home,Draw,Home
39,2022-09-04,4,7.38,7.88,0.33,0.33,villarreal,elche,Home,Home,Home
40,2022-09-05,4,6.38,9.18,-1.0,1.3,valladolid,almeria,Home,Draw,Home
41,2022-09-09,5,5.38,10.43,-1.0,1.25,girona,valladolid,Home,Draw,Home
42,2022-09-10,5,5.6,10.65,0.22,0.22,cadiz,barcelona,Away,Away,Away
43,2022-09-10,5,6.21,11.26,0.61,0.61,ath madrid,celta,Home,Home,Home
44,2022-09-10,5,5.21,12.88,-1.0,1.62,vallecano,valencia,Home,Away,Home
45,2022-09-10,5,6.71,14.38,1.5,1.5,espanol,sevilla,Away,Away,Away
46,2022-09-11,5,5.71,13.38,-1.0,-1.0,betis,villarreal,Home,Away,Away
47,2022-09-11,5,4.71,12.38,-1.0,-1.0,getafe,sociedad,Home,Away,Away
48,2022-09-11,5,5.61,13.28,0.9,0.9,elche,ath bilbao,Away,Away,Away
49,2022-09-11,5,5.86,13.53,0.25,0.25,real madrid,mallorca,Home,Home,Home
50,2022-09-12,5,4.86,12.53,-1.0,-1.0,almeria,osasuna,Away,Draw,Home
51,2022-09-16,6,3.86,11.53,-1.0,-1.0,valladolid,cadiz,Away,Draw,Home
52,2022-09-17,6,3.94,11.61,0.08,0.08,barcelona,elche,Home,Home,Home
53,2022-09-17,6,2.94,12.61,-1.0,1.0,mallorca,almeria,Home,Draw,Home
54,2022-09-17,6,3.47,13.14,0.53,0.53,ath bilbao,vallecano,Home,Home,Home
55,2022-09-17,6,4.77,14.44,1.3,1.3,valencia,celta,Home,Home,Home
56,2022-09-18,6,6.07,15.74,1.3,1.3,ath madrid,real madrid,Away,Away,Away
57,2022-09-18,6,6.82,16.49,0.75,0.75,betis,girona,Home,Home,Home
58,2022-09-18,6,7.52,17.19,0.7,0.7,sociedad,espanol,Home,Home,Home
59,2022-09-18,6,6.52,16.19,-1.0,-1.0,osasuna,getafe,Away,Draw,Home
60,2022-09-18,6,5.52,15.19,-1.0,-1.0,villarreal,sevilla,Draw,Home,Home
61,2022-09-30,7,5.85,15.52,0.33,0.33,ath bilbao,almeria,Home,Home,Home
62,2022-10-01,7,4.85,14.52,-1.0,-1.0,cadiz,villarreal,Draw,Away,Away
63,2022-10-01,7,3.85,13.52,-1.0,-1.0,getafe,valladolid,Away,Home,Home
64,2022-10-01,7,2.85,15.02,-1.0,1.5,sevilla,ath madrid,Away,Draw,Away
65,2022-10-01,7,3.21,15.38,0.36,0.36,mallorca,barcelona,Away,Away,Away
66,2022-10-02,7,4.51,16.68,1.3,1.3,girona,sociedad,Away,Away,Away
67,2022-10-02,7,3.51,18.13,-1.0,1.45,celta,betis,Home,Away,Home
68,2022-10-02,7,2.51,17.13,-1.0,-1.0,espanol,valencia,Draw,Away,Home
69,2022-10-02,7,1.51,16.13,-1.0,-1.0,real madrid,osasuna,Draw,Home,Home
70,2022-10-03,7,0.51,16.85,-1.0,0.72,vallecano,elche,Home,Draw,Home
71,2022-10-07,8,-0.49,15.85,-1.0,-1.0,osasuna,valencia,Away,Draw,Home
72,2022-10-08,8,-1.49,14.85,-1.0,-1.0,almeria,vallecano,Home,Draw,Away
73,2022-10-08,8,-1.04,15.3,0.45,0.45,ath madrid,girona,Home,Home,Home
74,2022-10-08,8,-2.04,14.3,-1.0,-1.0,sevilla,ath bilbao,Draw,Home,Away
75,2022-10-08,8,-1.54,14.8,0.5,0.5,getafe,real madrid,Away,Away,Away
76,2022-10-09,8,-2.54,13.8,-1.0,-1.0,valladolid,betis,Draw,Away,Away
77,2022-10-09,8,-0.34,12.8,2.2,-1.0,cadiz,espanol,Draw,Draw,Away
78,2022-10-09,8,-1.34,14.3,-1.0,1.5,sociedad,villarreal,Home,Away,Home
79,2022-10-09,8,-1.06,14.58,0.28,0.28,barcelona,celta,Home,Home,Home
80,2022-10-10,8,1.04,13.58,2.1,-1.0,elche,mallorca,Draw,Draw,Away
81,2022-10-14,9,3.24,12.58,2.2,-1.0,vallecano,getafe,Draw,Draw,Home
82,2022-10-15,9,5.24,11.58,2.0,-1.0,ath bilbao,ath madrid,Away,Away,Home
83,2022-10-15,9,4.24,13.28,-1.0,1.7,mallorca,sevilla,Away,Draw,Away
84,2022-10-15,9,6.54,12.28,2.3,-1.0,girona,cadiz,Draw,Draw,Home
85,2022-10-15,9,5.54,11.28,-1.0,-1.0,valencia,elche,Draw,Home,Home
86,2022-10-16,9,7.34,10.28,1.8,-1.0,celta,sociedad,Away,Away,Home
87,2022-10-16,9,8.54,11.48,1.2,1.2,real madrid,barcelona,Home,Home,Home
88,2022-10-16,9,9.74,12.68,1.2,1.2,espanol,valladolid,Home,Home,Home
89,2022-10-16,9,10.31,13.25,0.57,0.57,betis,almeria,Home,Home,Home
90,2022-10-17,9,10.88,13.82,0.57,0.57,villarreal,osasuna,Home,Home,Home
91,2022-10-18,10,9.88,12.82,-1.0,-1.0,getafe,ath bilbao,Draw,Away,Away
92,2022-10-18,10,8.88,11.82,-1.0,-1.0,sevilla,valencia,Draw,Home,Home
93,2022-10-18,10,7.88,10.82,-1.0,-1.0,ath madrid,vallecano,Draw,Home,Home
94,2022-10-19,10,8.43,11.37,0.55,0.55,sociedad,mallorca,Home,Home,Home
95,2022-10-19,10,8.73,11.67,0.3,0.3,elche,real madrid,Away,Away,Away
96,2022-10-19,10,7.73,10.67,-1.0,-1.0,valladolid,celta,Home,Draw,Away
97,2022-10-19,10,6.73,9.67,-1.0,-1.0,cadiz,betis,Draw,Away,Away
98,2022-10-20,10,5.73,11.27,-1.0,1.6,almeria,girona,Home,Draw,Home
99,2022-10-20,10,4.73,12.32,-1.0,1.05,osasuna,espanol,Home,Draw,Home
100,2022-10-20,10,5.23,12.82,0.5,0.5,barcelona,villarreal,Home,Home,Home
101,2022-10-22,11,4.23,13.54,-1.0,0.72,vallecano,cadiz,Home,Draw,Home
102,2022-10-22,11,3.23,12.54,-1.0,-1.0,valladolid,sociedad,Home,Away,Away
103,2022-10-22,11,2.23,11.54,-1.0,-1.0,valencia,mallorca,Away,Home,Home
104,2022-10-22,11,2.59,11.9,0.36,0.36,real madrid,sevilla,Home,Home,Home
105,2022-10-23,11,5.34,10.9,2.75,-1.0,espanol,elche,Draw,Draw,Home
106,2022-10-23,11,6.64,12.2,1.3,1.3,betis,ath madrid,Away,Away,Away
107,2022-10-23,11,5.64,11.2,-1.0,-1.0,girona,osasuna,Draw,Away,Home
108,2022-10-23,11,6.0,11.56,0.36,0.36,villarreal,almeria,Home,Home,Home
109,2022-10-23,11,6.55,12.11,0.55,0.55,barcelona,ath bilbao,Home,Home,Home
110,2022-10-24,11,9.05,11.11,2.5,-1.0,celta,getafe,Draw,Draw,Home
111,2022-10-28,12,11.15,10.11,2.1,-1.0,mallorca,espanol,Draw,Draw,Home
112,2022-10-29,12,11.72,10.68,0.57,0.57,valencia,barcelona,Away,Away,Away
113,2022-10-29,12,10.72,9.68,-1.0,-1.0,almeria,celta,Home,Draw,Away
114,2022-10-29,12,9.72,8.68,-1.0,-1.0,cadiz,ath madrid,Home,Away,Away
115,2022-10-29,12,8.72,7.68,-1.0,-1.0,sevilla,vallecano,Away,Home,Home
116,2022-10-30,12,7.72,8.88,-1.0,1.2,ath bilbao,villarreal,Home,Draw,Home
117,2022-10-30,12,6.72,7.88,-1.0,-1.0,sociedad,betis,Away,Home,Home
118,2022-10-30,12,5.72,8.78,-1.0,0.9,osasuna,valladolid,Home,Draw,Home
119,2022-10-30,12,4.72,7.78,-1.0,-1.0,real madrid,girona,Draw,Home,Home
120,2022-10-31,12,3.72,6.78,-1.0,-1.0,elche,getafe,Away,Draw,Home
121,2022-11-04,13,2.72,5.78,-1.0,-1.0,girona,ath bilbao,Home,Away,Away
122,2022-11-05,13,5.47,4.78,2.75,-1.0,celta,osasuna,Away,Away,Home
123,2022-11-05,13,4.47,5.61,-1.0,0.83,valladolid,elche,Home,Draw,Home
124,2022-11-05,13,4.55,5.69,0.08,0.08,barcelona,almeria,Home,Home,Home
125,2022-11-05,13,6.65,4.69,2.1,-1.0,getafe,cadiz,Draw,Draw,Home
126,2022-11-06,13,5.65,3.69,-1.0,-1.0,betis,sevilla,Draw,Home,Home
127,2022-11-06,13,4.65,2.69,-1.0,-1.0,villarreal,mallorca,Away,Home,Home
128,2022-11-06,13,3.65,1.69,-1.0,-1.0,sociedad,valencia,Draw,Home,Home
129,2022-11-06,13,2.65,0.69,-1.0,-1.0,ath madrid,espanol,Draw,Home,Home
130,2022-11-07,13,1.65,-0.31,-1.0,-1.0,vallecano,real madrid,Home,Away,Away
131,2022-11-08,14,0.65,0.89,-1.0,1.2,elche,girona,Away,Draw,Away
132,2022-11-08,14,1.05,1.29,0.4,0.4,ath bilbao,valladolid,Home,Home,Home
133,2022-11-08,14,1.58,1.82,0.53,0.53,osasuna,barcelona,Away,Away,Away
134,2022-11-09,14,0.58,2.97,-1.0,1.15,almeria,getafe,Home,Draw,Home
135,2022-11-09,14,-0.42,1.97,-1.0,-1.0,sevilla,sociedad,Away,Home,Home
136,2022-11-09,14,-1.42,3.34,-1.0,1.37,espanol,villarreal,Away,Draw,Away
137,2022-11-09,14,-2.42,2.34,-1.0,-1.0,mallorca,ath madrid,Home,Away,Away
138,2022-11-10,14,-3.42,3.44,-1.0,1.1,valencia,betis,Home,Away,Home
139,2022-11-10,14,-3.28,3.58,0.14,0.14,real madrid,cadiz,Home,Home,Home
140,2022-11-10,14,-1.08,2.58,2.2,-1.0,vallecano,celta,Draw,Draw,Home
141,2022-12-29,15,-0.79,2.87,0.29,0.29,ath madrid,elche,Home,Home,Home
142,2022-12-29,15,-1.79,1.87,-1.0,-1.0,betis,ath bilbao,Draw,Away,Away
143,2022-12-29,15,-2.79,0.87,-1.0,-1.0,girona,vallecano,Draw,Away,Home
144,2022-12-30,15,-3.79,-0.13,-1.0,-1.0,getafe,mallorca,Home,Draw,Draw
145,2022-12-30,15,-1.69,-1.13,2.1,-1.0,cadiz,almeria,Draw,Draw,Home
146,2022-12-30,15,-2.69,-2.13,-1.0,-1.0,celta,sevilla,Draw,Away,Home
147,2022-12-30,15,-2.24,-1.68,0.45,0.45,valladolid,real madrid,Away,Away,Away
148,2022-12-31,15,-3.24,-2.68,-1.0,-1.0,barcelona,espanol,Draw,Home,Home
149,2022-12-31,15,-2.39,-1.83,0.85,0.85,sociedad,osasuna,Home,Home,Home
150,2022-12-31,15,-3.39,-0.88,-1.0,0.95,villarreal,valencia,Home,Draw,Home
151,2023-01-06,16,-2.44,0.07,0.95,0.95,elche,celta,Away,Away,Away
152,2023-01-06,16,-3.44,-0.93,-1.0,-1.0,valencia,cadiz,Away,Home,Home
153,2023-01-07,16,-4.44,0.02,-1.0,0.95,mallorca,valladolid,Home,Draw,Home
154,2023-01-07,16,-2.04,-0.98,2.4,-1.0,espanol,girona,Draw,Draw,Home
155,2023-01-07,16,-3.04,-1.98,-1.0,-1.0,villarreal,real madrid,Home,Away,Away
156,2023-01-08,16,-0.84,-2.98,2.2,-1.0,vallecano,betis,Away,Away,Home
157,2023-01-08,16,0.11,-2.03,0.95,0.95,almeria,sociedad,Away,Away,Away
158,2023-01-08,16,1.41,-0.73,1.3,1.3,ath madrid,barcelona,Away,Away,Away
159,2023-01-08,16,2.16,0.02,0.75,0.75,sevilla,getafe,Home,Home,Home
160,2023-01-09,16,1.16,-0.98,-1.0,-1.0,ath bilbao,osasuna,Draw,Home,Home
161,2023-01-13,17,0.16,-1.98,-1.0,-1.0,celta,villarreal,Draw,Away,Away
162,2023-01-14,17,1.79,-0.35,1.63,1.63,valladolid,vallecano,Away,Away,Away
163,2023-01-14,17,0.79,1.03,-1.0,1.38,girona,sevilla,Home,Away,Home
164,2023-01-14,17,-0.21,2.43,-1.0,1.4,sociedad,ath bilbao,Home,Draw,Home
165,2023-01-14,17,-1.21,3.43,-1.0,1.0,osasuna,mallorca,Home,Draw,Home
166,2023-01-15,17,-2.21,2.43,-1.0,-1.0,getafe,espanol,Away,Draw,Home
167,2023-01-15,17,-3.21,1.43,-1.0,-1.0,almeria,ath madrid,Draw,Away,Away
168,2023-01-16,17,-0.81,0.43,2.4,-1.0,cadiz,elche,Draw,Draw,Home
169,2023-01-20,18,-1.81,-0.57,-1.0,-1.0,mallorca,celta,Home,Away,Draw
170,2023-01-21,18,-0.43,0.81,1.38,1.38,vallecano,sociedad,Away,Away,Away
171,2023-01-21,18,-1.43,-0.19,-1.0,-1.0,espanol,betis,Home,Away,Away
172,2023-01-21,18,-1.03,0.21,0.4,0.4,ath madrid,valladolid,Home,Home,Home
173,2023-01-21,18,-0.33,0.91,0.7,0.7,sevilla,cadiz,Home,Home,Home
174,2023-01-22,18,-0.15,1.09,0.18,0.18,barcelona,getafe,Home,Home,Home
175,2023-01-22,18,0.58,1.82,0.73,0.73,villarreal,girona,Home,Home,Home
176,2023-01-22,18,-0.42,0.82,-1.0,-1.0,elche,osasuna,Draw,Away,Away
177,2023-01-22,18,0.96,2.2,1.38,1.38,ath bilbao,real madrid,Away,Away,Away
178,2023-01-23,18,-0.04,1.2,-1.0,-1.0,valencia,almeria,Draw,Home,Home
179,2023-01-27,19,-1.04,2.58,-1.0,1.38,almeria,espanol,Home,Draw,Home
180,2023-01-28,19,-0.51,3.11,0.53,0.53,sevilla,elche,Home,Home,Home
181,2023-01-28,19,1.12,4.74,1.63,1.63,getafe,betis,Away,Away,Away
182,2023-01-28,19,1.69,5.31,0.57,0.57,girona,barcelona,Away,Away,Away
183,2023-01-28,19,0.69,4.31,-1.0,-1.0,cadiz,mallorca,Home,Draw,Draw
184,2023-01-29,19,-0.31,3.31,-1.0,-1.0,valladolid,valencia,Home,Away,Away
185,2023-01-29,19,-1.31,2.31,-1.0,-1.0,real madrid,sociedad,Draw,Home,Home
186,2023-01-29,19,-2.31,1.31,-1.0,-1.0,celta,ath bilbao,Home,Away,Away
187,2023-01-29,19,-1.11,2.51,1.2,1.2,osasuna,ath madrid,Away,Away,Away
188,2023-01-30,19,-2.11,1.51,-1.0,-1.0,villarreal,vallecano,Away,Home,Home
189,2023-02-01,17,-1.44,2.18,0.67,0.67,betis,barcelona,Away,Away,Away
190,2023-02-02,17,-1.0,2.62,0.44,0.44,real madrid,valencia,Home,Home,Home
191,2023-02-03,20,-0.64,2.98,0.36,0.36,ath bilbao,cadiz,Home,Home,Home
192,2023-02-04,20,1.36,1.98,2.0,-1.0,espanol,osasuna,Draw,Draw,Home
193,2023-02-04,20,0.36,0.98,-1.0,-1.0,elche,villarreal,Home,Away,Away
194,2023-02-04,20,-0.64,-0.02,-1.0,-1.0,ath madrid,getafe,Draw,Home,Home
195,2023-02-04,20,-1.64,-1.02,-1.0,-1.0,betis,celta,Away,Home,Home
196,2023-02-05,20,-2.64,-2.02,-1.0,-1.0,mallorca,real madrid,Home,Away,Away
197,2023-02-05,20,-3.64,-0.82,-1.0,1.2,girona,valencia,Home,Away,Home
198,2023-02-05,20,-4.64,-1.82,-1.0,-1.0,sociedad,valladolid,Away,Home,Home
199,2023-02-05,20,-4.31,-1.49,0.33,0.33,barcelona,sevilla,Home,Home,Home
200,2023-02-06,20,-3.58,-0.76,0.73,0.73,vallecano,almeria,Home,Home,Home
201,2023-02-10,21,-4.58,-1.76,-1.0,-1.0,cadiz,girona,Home,Away,Away
202,2023-02-11,21,-3.08,-0.26,1.5,1.5,almeria,betis,Away,Away,Away
203,2023-02-11,21,-2.17,0.65,0.91,0.91,sevilla,mallorca,Home,Home,Home
204,2023-02-11,21,-3.17,2.1,-1.0,1.45,valencia,ath bilbao,Away,Draw,Away
205,2023-02-12,21,-1.07,1.1,2.1,-1.0,valladolid,osasuna,Draw,Draw,Away
206,2023-02-12,21,-0.22,1.95,0.85,0.85,villarreal,barcelona,Away,Away,Away
207,2023-02-12,21,-1.22,0.95,-1.0,-1.0,getafe,vallecano,Draw,Away,Home
208,2023-02-12,21,-0.02,2.15,1.2,1.2,celta,ath madrid,Away,Away,Away
209,2023-02-13,21,1.28,3.45,1.3,1.3,espanol,sociedad,Away,Away,Away
210,2023-02-15,21,1.46,3.63,0.18,0.18,real madrid,elche,Home,Home,Home
211,2023-02-17,22,0.46,4.43,-1.0,0.8,girona,almeria,Home,Away,Home
212,2023-02-18,22,1.06,5.03,0.6,0.6,betis,valladolid,Home,Home,Home
213,2023-02-18,22,0.06,4.03,-1.0,-1.0,sociedad,celta,Draw,Home,Home
214,2023-02-18,22,0.86,4.83,0.8,0.8,osasuna,real madrid,Away,Away,Away
215,2023-02-18,22,-0.14,3.83,-1.0,-1.0,mallorca,villarreal,Home,Away,Away
216,2023-02-19,22,1.49,5.46,1.63,1.63,elche,espanol,Away,Away,Away
217,2023-02-19,22,0.49,4.46,-1.0,-1.0,vallecano,sevilla,Draw,Away,Home
218,2023-02-19,22,1.49,5.46,1.0,1.0,ath madrid,ath bilbao,Home,Home,Home
219,2023-02-19,22,1.67,5.64,0.18,0.18,barcelona,cadiz,Home,Home,Home
220,2023-02-20,22,0.67,7.39,-1.0,1.75,getafe,valencia,Home,Draw,Home
221,2023-02-24,23,1.77,8.49,1.1,1.1,elche,betis,Away,Away,Away
222,2023-02-25,23,0.77,7.49,-1.0,-1.0,valencia,sociedad,Home,Away,Away
223,2023-02-25,23,-0.23,6.49,-1.0,-1.0,real madrid,ath madrid,Draw,Home,Home
224,2023-02-25,23,-1.23,7.99,-1.0,1.5,espanol,mallorca,Home,Draw,Home
225,2023-02-25,23,-2.23,6.99,-1.0,-1.0,cadiz,vallecano,Home,Away,Away
226,2023-02-26,23,-1.53,7.69,0.7,0.7,celta,valladolid,Home,Home,Home
227,2023-02-26,23,-2.53,6.69,-1.0,-1.0,ath bilbao,girona,Away,Home,Home
228,2023-02-26,23,-3.53,5.69,-1.0,-1.0,sevilla,osasuna,Away,Home,Home
229,2023-02-26,23,-4.53,4.69,-1.0,-1.0,almeria,barcelona,Home,Away,Away
230,2023-02-27,23,-3.86,5.36,0.67,0.67,villarreal,getafe,Home,Home,Home
231,2023-03-03,24,-4.86,4.36,-1.0,-1.0,sociedad,cadiz,Draw,Home,Home
232,2023-03-04,24,-5.86,3.36,-1.0,-1.0,mallorca,elche,Away,Draw,Home
233,2023-03-04,24,-5.19,4.03,0.67,0.67,ath madrid,sevilla,Home,Home,Home
234,2023-03-04,24,-6.19,5.78,-1.0,1.75,getafe,girona,Home,Away,Home
235,2023-03-04,24,-7.19,6.83,-1.0,1.05,almeria,villarreal,Away,Draw,Away
236,2023-03-05,24,-8.19,5.83,-1.0,-1.0,betis,real madrid,Draw,Away,Away
237,2023-03-05,24,-7.66,6.36,0.53,0.53,barcelona,valencia,Home,Home,Home
