match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2015-08-21,1,-1.0,-1.0,-1.0,-1.0,malaga,sevilla,Draw,Away,Away
2,2015-08-22,1,-0.8,-0.8,0.2,0.2,ath madrid,las palmas,Home,Home,Home
3,2015-08-22,1,0.11,0.11,0.91,0.91,espanol,getafe,Home,Home,Home
4,2015-08-22,1,2.31,-0.89,2.2,-1.0,la coruna,sociedad,Draw,Draw,Home
5,2015-08-22,1,1.31,-1.89,-1.0,-1.0,vallecano,valencia,Draw,Away,Away
6,2015-08-23,1,1.81,-1.39,0.5,0.5,ath bilbao,barcelona,Away,Away,Away
7,2015-08-23,1,0.81,-2.39,-1.0,-1.0,betis,villarreal,Draw,Away,Away
8,2015-08-23,1,-0.19,-1.24,-1.0,1.15,levante,celta,Away,Draw,Away
9,2015-08-23,1,-1.19,-2.24,-1.0,-1.0,sp gijon,real madrid,Draw,Away,Away
10,2015-08-24,1,-2.19,-3.24,-1.0,-1.0,granada,eibar,Away,Draw,Home
11,2015-08-28,2,-3.19,-2.67,-1.0,0.57,villarreal,espanol,Home,Draw,Home
12,2015-08-29,2,-0.69,-3.67,2.5,-1.0,sociedad,sp gijon,Draw,Draw,Home
13,2015-08-29,2,-0.59,-3.57,0.1,0.1,real madrid,betis,Home,Home,Home
14,2015-08-29,2,-0.49,-3.47,0.1,0.1,barcelona,malaga,Home,Home,Home
15,2015-08-29,2,0.04,-2.94,0.53,0.53,celta,vallecano,Home,Home,Home
16,2015-08-30,2,-0.96,-3.94,-1.0,-1.0,eibar,ath bilbao,Home,Draw,Away
17,2015-08-30,2,-1.96,-4.94,-1.0,-1.0,getafe,granada,Away,Draw,Home
18,2015-08-30,2,0.34,-5.94,2.3,-1.0,las palmas,levante,Draw,Draw,Home
19,2015-08-30,2,1.97,-4.31,1.63,1.63,sevilla,ath madrid,Away,Away,Away
20,2015-08-30,2,0.97,-5.31,-1.0,-1.0,valencia,la coruna,Draw,Home,Home
21,2015-09-11,3,3.72,-6.31,2.75,-1.0,levante,sevilla,Draw,Draw,Away
22,2015-09-12,3,4.97,-5.06,1.25,1.25,sp gijon,valencia,Away,Away,Away
23,2015-09-12,3,5.3,-4.73,0.33,0.33,espanol,real madrid,Away,Away,Away
24,2015-09-12,3,4.3,-3.43,-1.0,1.3,betis,sociedad,Home,Draw,Home
25,2015-09-12,3,5.6,-2.13,1.3,1.3,ath madrid,barcelona,Away,Away,Away
26,2015-09-13,3,6.85,-0.88,1.25,1.25,granada,villarreal,Away,Away,Away
27,2015-09-13,3,5.85,-0.31,-1.0,0.57,ath bilbao,getafe,Home,Draw,Home
28,2015-09-13,3,4.85,-1.31,-1.0,-1.0,celta,las palmas,Draw,Home,Home
29,2015-09-13,3,7.35,-2.31,2.5,-1.0,malaga,eibar,Draw,Draw,Home
30,2015-09-14,3,6.35,-3.31,-1.0,-1.0,vallecano,la coruna,Away,Draw,Home
31,2015-09-18,4,5.35,-1.71,-1.0,1.6,getafe,malaga,Home,Draw,Home
32,2015-09-19,4,4.35,-2.71,-1.0,-1.0,sociedad,espanol,Away,Draw,Home
33,2015-09-19,4,3.35,-3.71,-1.0,-1.0,valencia,betis,Draw,Home,Home
34,2015-09-19,4,2.35,-3.14,-1.0,0.57,eibar,ath madrid,Away,Draw,Away
35,2015-09-19,4,2.41,-3.08,0.06,0.06,real madrid,granada,Home,Home,Home
36,2015-09-20,4,2.47,-3.02,0.06,0.06,barcelona,levante,Home,Home,Home
37,2015-09-20,4,1.47,-4.02,-1.0,-1.0,la coruna,sp gijon,Away,Draw,Home
38,2015-09-20,4,4.47,-5.02,3.0,-1.0,las palmas,vallecano,Away,Away,Home
39,2015-09-20,4,3.47,-6.02,-1.0,-1.0,sevilla,celta,Away,Draw,Home
40,2015-09-20,4,2.47,-5.02,-1.0,1.0,villarreal,ath bilbao,Home,Draw,Home
41,2015-09-22,5,2.72,-4.77,0.25,0.25,ath madrid,getafe,Home,Home,Home
42,2015-09-22,5,1.72,-5.77,-1.0,-1.0,espanol,valencia,Home,Away,Away
43,2015-09-22,5,0.72,-6.77,-1.0,-1.0,granada,sociedad,Away,Draw,Home
44,2015-09-23,5,2.82,-7.77,2.1,-1.0,levante,eibar,Draw,Draw,Home
45,2015-09-23,5,1.82,-8.77,-1.0,-1.0,malaga,villarreal,Away,Draw,Home
46,2015-09-23,5,0.82,-7.52,-1.0,1.25,vallecano,sp gijon,Home,Draw,Home
47,2015-09-23,5,1.44,-6.9,0.62,0.62,ath bilbao,real madrid,Away,Away,Away
48,2015-09-23,5,0.44,-7.9,-1.0,-1.0,celta,barcelona,Home,Away,Away
49,2015-09-23,5,-0.56,-8.9,-1.0,-1.0,las palmas,sevilla,Home,Away,Away
50,2015-09-24,5,1.74,-9.9,2.3,-1.0,betis,la coruna,Away,Away,Home
51,2015-09-25,6,2.19,-9.45,0.45,0.45,valencia,granada,Home,Home,Home
52,2015-09-26,6,4.59,-10.45,2.4,-1.0,eibar,celta,Draw,Draw,Away
53,2015-09-26,6,5.03,-10.01,0.44,0.44,sevilla,vallecano,Home,Home,Home
54,2015-09-26,6,5.11,-9.93,0.08,0.08,barcelona,las palmas,Home,Home,Home
55,2015-09-26,6,4.11,-10.93,-1.0,-1.0,villarreal,ath madrid,Home,Away,Away
56,2015-09-26,6,3.11,-11.93,-1.0,-1.0,real madrid,malaga,Draw,Home,Home
57,2015-09-27,6,5.41,-12.93,2.3,-1.0,sp gijon,betis,Away,Away,Home
