match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2014-08-23,1,-1.0,-1.0,-1.0,-1.0,almeria,espanol,Draw,Away,Home
2,2014-08-23,1,-2.0,-0.05,-1.0,0.95,granada,la coruna,Home,Away,Home
3,2014-08-23,1,-3.0,-1.05,-1.0,-1.0,malaga,ath bilbao,Home,Away,Away
4,2014-08-23,1,-4.0,-2.05,-1.0,-1.0,sevilla,valencia,Draw,Away,Home
5,2014-08-24,1,-3.9,-1.95,0.1,0.1,barcelona,elche,Home,Home,Home
6,2014-08-24,1,-4.9,-1.04,-1.0,0.91,celta,getafe,Home,Draw,Home
7,2014-08-24,1,-5.9,-2.04,-1.0,-1.0,eibar,sociedad,Home,Away,Away
8,2014-08-24,1,-6.9,-0.94,-1.0,1.1,levante,villarreal,Away,Draw,Away
9,2014-08-25,1,-6.84,-0.88,0.06,0.06,real madrid,cordoba,Home,Home,Home
10,2014-08-25,1,-7.84,-1.88,-1.0,-1.0,vallecano,ath madrid,Draw,Away,Away
11,2014-08-29,2,-7.29,-1.33,0.55,0.55,valencia,malaga,Home,Home,Home
12,2014-08-29,2,-6.29,-0.33,1.0,1.0,getafe,almeria,Home,Home,Home
13,2014-08-30,2,-5.96,0.0,0.33,0.33,ath bilbao,levante,Home,Home,Home
14,2014-08-30,2,-5.74,0.22,0.22,0.22,ath madrid,eibar,Home,Home,Home
15,2014-08-30,2,-3.44,-0.78,2.3,-1.0,cordoba,celta,Draw,Draw,Away
16,2014-08-30,2,-4.44,-1.78,-1.0,-1.0,espanol,sevilla,Away,Draw,Home
17,2014-08-31,2,-2.14,-2.78,2.3,-1.0,la coruna,vallecano,Draw,Draw,Home
18,2014-08-31,2,-3.14,-3.78,-1.0,-1.0,sociedad,real madrid,Home,Draw,Away
19,2014-08-31,2,-4.14,-4.78,-1.0,-1.0,elche,granada,Draw,Home,Home
20,2014-08-31,2,-5.14,-4.21,-1.0,0.57,villarreal,barcelona,Away,Home,Away
21,2014-09-12,3,-6.14,-5.21,-1.0,-1.0,almeria,cordoba,Draw,Home,Home
22,2014-09-13,3,-7.14,-6.21,-1.0,-1.0,real madrid,ath madrid,Away,Home,Home
23,2014-09-13,3,-8.14,-7.21,-1.0,-1.0,malaga,levante,Draw,Home,Home
24,2014-09-13,3,-7.84,-6.91,0.3,0.3,barcelona,ath bilbao,Home,Home,Home
25,2014-09-13,3,-5.54,-7.91,2.3,-1.0,celta,sociedad,Draw,Draw,Home
26,2014-09-14,3,-3.34,-8.91,2.2,-1.0,granada,villarreal,Draw,Draw,Away
27,2014-09-14,3,-2.9,-8.47,0.44,0.44,sevilla,getafe,Home,Home,Home
28,2014-09-14,3,-2.28,-7.85,0.62,0.62,valencia,espanol,Home,Home,Home
29,2014-09-14,3,-3.28,-8.85,-1.0,-1.0,vallecano,elche,Away,Home,Home
30,2014-09-15,3,-4.28,-9.85,-1.0,-1.0,eibar,la coruna,Away,Draw,Home
31,2014-09-19,4,-5.28,-10.85,-1.0,-1.0,elche,eibar,Away,Home,Home
32,2014-09-20,4,-2.98,-11.85,2.3,-1.0,espanol,malaga,Draw,Draw,Home
33,2014-09-20,4,-2.73,-11.6,0.25,0.25,la coruna,real madrid,Away,Away,Away
34,2014-09-20,4,0.47,-12.6,3.2,-1.0,ath madrid,celta,Draw,Draw,Home
35,2014-09-20,4,-0.53,-13.6,-1.0,-1.0,ath bilbao,granada,Away,Home,Home
36,2014-09-21,4,-1.53,-12.6,-1.0,1.0,cordoba,sevilla,Away,Draw,Away
37,2014-09-21,4,-2.53,-12.42,-1.0,0.18,levante,barcelona,Away,Draw,Away
38,2014-09-21,4,-3.53,-13.42,-1.0,-1.0,sociedad,almeria,Away,Home,Home
39,2014-09-21,4,-4.53,-12.89,-1.0,0.53,villarreal,vallecano,Home,Draw,Home
40,2014-09-22,4,-5.53,-11.84,-1.0,1.05,getafe,valencia,Away,Draw,Away
