match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2011-08-27,2,-1.0,-1.0,-1.0,-1.0,granada,betis,Away,Home,Home
2,2011-08-27,2,-2.0,-2.0,-1.0,-1.0,sp gijon,sociedad,Away,Home,Home
3,2011-08-27,2,-1.6,-1.6,0.4,0.4,valencia,santander,Home,Home,Home
4,2011-08-28,2,-2.6,-2.6,-1.0,-1.0,ath bilbao,vallecano,Draw,Home,Home
5,2011-08-28,2,-3.6,-3.6,-1.0,-1.0,ath madrid,osasuna,Draw,Home,Home
6,2011-08-28,2,-1.1,-4.6,2.5,-1.0,getafe,levante,Draw,Draw,Home
7,2011-08-28,2,-2.1,-3.6,-1.0,1.0,mallorca,espanol,Home,Draw,Home
8,2011-08-28,2,-1.0,-2.5,1.1,1.1,sevilla,malaga,Home,Home,Home
9,2011-08-28,2,-0.67,-2.17,0.33,0.33,zaragoza,real madrid,Away,Away,Away
10,2011-08-29,2,-0.42,-1.92,0.25,0.25,barcelona,villarreal,Home,Home,Home
11,2011-09-10,3,0.49,-1.01,0.91,0.91,valencia,ath madrid,Home,Home,Home
12,2011-09-10,3,2.89,-2.01,2.4,-1.0,villarreal,sevilla,Draw,Draw,Home
13,2011-09-10,3,1.89,-3.01,-1.0,-1.0,sociedad,barcelona,Draw,Away,Away
14,2011-09-10,3,1.97,-2.93,0.08,0.08,real madrid,getafe,Home,Home,Home
15,2011-09-11,3,2.88,-2.02,0.91,0.91,betis,mallorca,Home,Home,Home
16,2011-09-11,3,1.88,-0.62,-1.0,1.4,espanol,ath bilbao,Home,Draw,Home
17,2011-09-11,3,0.88,0.29,-1.0,0.91,osasuna,sp gijon,Home,Draw,Home
18,2011-09-11,3,-0.12,-0.71,-1.0,-1.0,santander,levante,Draw,Home,Home
19,2011-09-11,3,-1.12,-1.71,-1.0,-1.0,vallecano,zaragoza,Draw,Away,Home
20,2011-09-12,3,-0.72,-1.31,0.4,0.4,malaga,granada,Home,Home,Home
21,2011-09-17,4,0.48,-0.11,1.2,1.2,sp gijon,valencia,Away,Away,Away
22,2011-09-17,4,1.01,0.42,0.53,0.53,sevilla,sociedad,Home,Home,Home
23,2011-09-17,4,2.26,1.67,1.25,1.25,mallorca,malaga,Away,Away,Away
24,2011-09-17,4,1.26,0.67,-1.0,-1.0,granada,villarreal,Home,Draw,Away
25,2011-09-17,4,1.34,0.75,0.08,0.08,barcelona,osasuna,Home,Home,Home
26,2011-09-18,4,0.34,-0.25,-1.0,-1.0,ath bilbao,betis,Away,Draw,Home
27,2011-09-18,4,-0.66,-1.25,-1.0,-1.0,getafe,vallecano,Away,Home,Home
28,2011-09-18,4,0.44,-0.15,1.1,1.1,zaragoza,espanol,Home,Home,Home
29,2011-09-18,4,-0.56,-1.15,-1.0,-1.0,levante,real madrid,Home,Away,Away
30,2011-09-18,4,-1.56,-0.71,-1.0,0.44,ath madrid,santander,Home,Draw,Home
31,2011-09-20,5,0.74,-1.71,2.3,-1.0,osasuna,sevilla,Draw,Draw,Away
32,2011-09-20,5,1.74,-0.71,1.0,1.0,sociedad,granada,Home,Home,Home
33,2011-09-20,5,2.36,-0.09,0.62,0.62,villarreal,mallorca,Home,Home,Home
34,2011-09-21,5,1.36,-1.09,-1.0,-1.0,santander,real madrid,Draw,Away,Away
35,2011-09-21,5,0.36,-2.09,-1.0,-1.0,vallecano,levante,Away,Draw,Home
36,2011-09-21,5,-0.64,-3.09,-1.0,-1.0,valencia,barcelona,Draw,Away,Away
37,2011-09-21,5,-1.64,-2.47,-1.0,0.62,malaga,ath bilbao,Home,Away,Home
38,2011-09-21,5,-1.24,-2.07,0.4,0.4,ath madrid,sp gijon,Home,Home,Home
39,2011-09-22,5,-0.57,-1.4,0.67,0.67,betis,zaragoza,Home,Home,Home
40,2011-09-22,5,0.53,-0.3,1.1,1.1,espanol,getafe,Home,Home,Home
41,2011-09-24,6,0.73,-0.1,0.2,0.2,barcelona,ath madrid,Home,Home,Home
42,2011-09-24,6,2.98,-1.1,2.25,-1.0,ath bilbao,villarreal,Draw,Draw,Home
43,2011-09-24,6,1.98,0.2,-1.0,1.3,sevilla,valencia,Home,Away,Home
44,2011-09-24,6,2.08,0.3,0.1,0.1,real madrid,vallecano,Home,Home,Home
45,2011-09-25,6,1.08,1.4,-1.0,1.1,mallorca,sociedad,Home,Draw,Home
46,2011-09-25,6,0.08,0.4,-1.0,-1.0,granada,osasuna,Draw,Home,Home
47,2011-09-25,6,1.28,1.6,1.2,1.2,levante,espanol,Home,Home,Home
48,2011-09-25,6,3.68,0.6,2.4,-1.0,zaragoza,malaga,Draw,Draw,Away
49,2011-09-25,6,5.98,-0.4,2.3,-1.0,sp gijon,santander,Draw,Draw,Home
50,2011-09-26,6,4.98,1.1,-1.0,1.5,getafe,betis,Home,Draw,Home
51,2011-10-01,7,5.55,1.67,0.57,0.57,malaga,getafe,Home,Home,Home
52,2011-10-01,7,8.05,0.67,2.5,-1.0,osasuna,mallorca,Draw,Draw,Home
53,2011-10-01,7,7.05,-0.33,-1.0,-1.0,santander,vallecano,Draw,Away,Home
54,2011-10-01,7,7.38,0.0,0.33,0.33,valencia,granada,Home,Home,Home
55,2011-10-01,7,6.38,-1.0,-1.0,-1.0,villarreal,zaragoza,Draw,Home,Home
56,2011-10-02,7,5.38,-2.0,-1.0,-1.0,sociedad,ath bilbao,Away,Draw,Home
57,2011-10-02,7,4.38,-1.83,-1.0,0.17,sp gijon,barcelona,Away,Draw,Away
58,2011-10-02,7,6.98,-2.83,2.6,-1.0,ath madrid,sevilla,Draw,Draw,Home
59,2011-10-02,7,7.23,-2.58,0.25,0.25,espanol,real madrid,Away,Away,Away
60,2011-10-02,7,6.23,-3.58,-1.0,-1.0,betis,levante,Away,Draw,Home
61,2011-10-15,8,6.29,-3.52,0.06,0.06,barcelona,santander,Home,Home,Home
62,2011-10-15,8,8.79,-4.52,2.5,-1.0,getafe,villarreal,Draw,Draw,Home
63,2011-10-15,8,7.79,-5.52,-1.0,-1.0,granada,ath madrid,Draw,Away,Away
64,2011-10-15,8,6.79,-6.52,-1.0,-1.0,mallorca,valencia,Draw,Away,Away
65,2011-10-15,8,6.93,-6.38,0.14,0.14,real madrid,betis,Home,Home,Home
66,2011-10-16,8,8.83,-7.38,1.9,-1.0,levante,malaga,Home,Home,Away
67,2011-10-16,8,9.19,-7.02,0.36,0.36,sevilla,sp gijon,Home,Home,Home
68,2011-10-16,8,11.59,-8.02,2.4,-1.0,vallecano,espanol,Away,Away,Home
69,2011-10-16,8,10.59,-7.02,-1.0,1.0,zaragoza,sociedad,Home,Draw,Home
70,2011-10-17,8,9.59,-6.19,-1.0,0.83,ath bilbao,osasuna,Home,Draw,Home
71,2011-10-22,9,11.47,-7.19,1.88,-1.0,santander,espanol,Away,Away,Home
72,2011-10-22,9,10.47,-8.19,-1.0,-1.0,barcelona,sevilla,Draw,Home,Home
73,2011-10-22,9,10.87,-7.79,0.4,0.4,malaga,real madrid,Away,Away,Away
74,2011-10-22,9,11.87,-6.79,1.0,1.0,sp gijon,granada,Home,Home,Home
75,2011-10-23,9,10.87,-7.79,-1.0,-1.0,ath madrid,mallorca,Draw,Home,Home
76,2011-10-23,9,9.87,-8.79,-1.0,-1.0,betis,vallecano,Away,Home,Home
77,2011-10-23,9,8.87,-7.88,-1.0,0.91,osasuna,zaragoza,Home,Draw,Home
78,2011-10-23,9,11.07,-8.88,2.2,-1.0,sociedad,getafe,Draw,Draw,Home
79,2011-10-23,9,13.82,-9.88,2.75,-1.0,valencia,ath bilbao,Draw,Draw,Home
80,2011-10-23,9,12.82,-10.88,-1.0,-1.0,villarreal,levante,Away,Home,Home
81,2011-10-25,10,11.82,-11.88,-1.0,-1.0,sevilla,santander,Draw,Home,Home
82,2011-10-25,10,11.92,-11.78,0.1,0.1,granada,barcelona,Away,Away,Away
83,2011-10-26,10,10.92,-12.78,-1.0,-1.0,vallecano,malaga,Home,Draw,Away
84,2011-10-26,10,12.12,-11.58,1.2,1.2,zaragoza,valencia,Away,Away,Away
85,2011-10-26,10,12.25,-11.45,0.13,0.13,real madrid,villarreal,Home,Home,Home
86,2011-10-26,10,12.98,-10.72,0.73,0.73,levante,sociedad,Home,Home,Home
87,2011-10-26,10,11.98,-11.72,-1.0,-1.0,mallorca,sp gijon,Away,Draw,Home
88,2011-10-26,10,14.28,-12.72,2.3,-1.0,getafe,osasuna,Draw,Draw,Home
89,2011-10-27,10,15.48,-11.52,1.2,1.2,espanol,betis,Home,Home,Home
90,2011-10-27,10,14.48,-10.14,-1.0,1.38,ath bilbao,ath madrid,Home,Draw,Home
91,2011-10-29,11,13.48,-9.7,-1.0,0.44,valencia,getafe,Home,Draw,Home
92,2011-10-29,11,13.54,-9.64,0.06,0.06,barcelona,mallorca,Home,Home,Home
93,2011-10-29,11,13.71,-9.47,0.17,0.17,sociedad,real madrid,Away,Away,Away
94,2011-10-29,11,14.71,-8.47,1.0,1.0,villarreal,vallecano,Home,Home,Home
95,2011-10-30,11,15.44,-7.74,0.73,0.73,malaga,espanol,Home,Home,Home
96,2011-10-30,11,14.44,-8.74,-1.0,-1.0,sp gijon,ath bilbao,Draw,Home,Home
97,2011-10-30,11,13.44,-7.44,-1.0,1.3,osasuna,levante,Home,Draw,Home
98,2011-10-30,11,13.84,-7.04,0.4,0.4,ath madrid,zaragoza,Home,Home,Home
99,2011-10-30,11,12.84,-5.44,-1.0,1.6,santander,betis,Home,Away,Home
100,2011-10-31,11,11.84,-6.44,-1.0,-1.0,sevilla,granada,Away,Home,Home
101,2011-11-05,12,14.09,-7.44,2.25,-1.0,betis,malaga,Draw,Draw,Away
102,2011-11-05,12,15.47,-6.06,1.38,1.38,levante,valencia,Away,Away,Away
103,2011-11-05,12,14.47,-7.06,-1.0,-1.0,mallorca,sevilla,Draw,Away,Away
104,2011-11-06,12,16.77,-8.06,2.3,-1.0,zaragoza,sp gijon,Draw,Draw,Home
105,2011-11-06,12,15.77,-7.15,-1.0,0.91,vallecano,sociedad,Home,Draw,Home
106,2011-11-06,12,15.83,-7.09,0.06,0.06,real madrid,osasuna,Home,Home,Home
107,2011-11-06,12,14.83,-8.09,-1.0,-1.0,getafe,ath madrid,Home,Away,Away
108,2011-11-06,12,13.83,-9.09,-1.0,-1.0,espanol,villarreal,Draw,Away,Home
109,2011-11-06,12,12.83,-10.09,-1.0,-1.0,ath bilbao,barcelona,Draw,Away,Away
110,2011-11-06,12,11.83,-11.09,-1.0,-1.0,granada,santander,Draw,Home,Home
111,2011-11-19,13,11.89,-11.03,0.06,0.06,barcelona,zaragoza,Home,Home,Home
112,2011-11-19,13,12.42,-10.5,0.53,0.53,valencia,real madrid,Away,Away,Away
113,2011-11-19,13,13.42,-9.5,1.0,1.0,villarreal,betis,Home,Home,Home
114,2011-11-20,13,12.42,-8.3,-1.0,1.2,sp gijon,getafe,Home,Draw,Home
115,2011-11-20,13,11.42,-9.3,-1.0,-1.0,osasuna,vallecano,Draw,Home,Home
116,2011-11-20,13,10.42,-10.3,-1.0,-1.0,sevilla,ath bilbao,Away,Home,Home
117,2011-11-20,13,10.99,-9.73,0.57,0.57,ath madrid,levante,Home,Home,Home
118,2011-11-20,13,9.99,-10.73,-1.0,-1.0,sociedad,espanol,Draw,Home,Home
119,2011-11-21,13,11.24,-9.48,1.25,1.25,santander,malaga,Away,Away,Away
120,2011-11-26,14,10.24,-10.48,-1.0,-1.0,getafe,barcelona,Home,Away,Away
121,2011-11-26,14,10.41,-10.31,0.17,0.17,real madrid,ath madrid,Home,Home,Home
122,2011-11-26,14,11.51,-9.21,1.1,1.1,vallecano,valencia,Away,Away,Away
123,2011-11-27,14,10.51,-10.21,-1.0,-1.0,espanol,osasuna,Away,Draw,Home
124,2011-11-27,14,9.51,-11.21,-1.0,-1.0,ath bilbao,granada,Away,Home,Home
125,2011-11-27,14,8.51,-12.21,-1.0,-1.0,betis,sociedad,Away,Draw,Home
126,2011-11-27,14,7.51,-11.38,-1.0,0.83,levante,sp gijon,Home,Draw,Home
127,2011-11-27,14,6.51,-10.55,-1.0,0.83,mallorca,santander,Home,Draw,Home
128,2011-11-27,14,7.91,-9.15,1.4,1.4,zaragoza,sevilla,Away,Away,Away
129,2011-11-28,14,6.91,-8.42,-1.0,0.73,malaga,villarreal,Home,Draw,Home
130,2011-11-29,17,6.97,-8.36,0.06,0.06,barcelona,vallecano,Home,Home,Home
131,2011-12-03,15,5.97,-9.36,-1.0,-1.0,santander,villarreal,Home,Draw,Away
132,2011-12-03,15,6.19,-9.14,0.22,0.22,sp gijon,real madrid,Away,Away,Away
133,2011-12-03,15,6.29,-9.04,0.1,0.1,barcelona,levante,Home,Home,Home
134,2011-12-03,15,6.79,-8.54,0.5,0.5,valencia,espanol,Home,Home,Home
135,2011-12-04,15,5.79,-9.54,-1.0,-1.0,sociedad,malaga,Home,Draw,Away
136,2011-12-04,15,6.89,-8.44,1.1,1.1,osasuna,betis,Home,Home,Home
137,2011-12-04,15,9.19,-9.44,2.3,-1.0,mallorca,ath bilbao,Draw,Draw,Away
138,2011-12-04,15,10.29,-8.34,1.1,1.1,granada,zaragoza,Home,Home,Home
139,2011-12-04,15,10.86,-7.77,0.57,0.57,ath madrid,vallecano,Home,Home,Home
140,2011-12-05,15,9.86,-7.15,-1.0,0.62,sevilla,getafe,Home,Away,Home
141,2011-12-07,40,8.86,-8.15,-1.0,-1.0,granada,mallorca,Draw,Home,Home
142,2011-12-10,16,7.86,-9.15,-1.0,-1.0,levante,sevilla,Home,Away,Away
143,2011-12-10,16,6.86,-10.15,-1.0,-1.0,real madrid,barcelona,Away,Home,Home
144,2011-12-10,16,5.86,-11.15,-1.0,-1.0,betis,valencia,Home,Away,Away
145,2011-12-11,16,4.86,-12.15,-1.0,-1.0,malaga,osasuna,Draw,Home,Home
146,2011-12-11,16,8.36,-13.15,3.5,-1.0,ath bilbao,santander,Draw,Draw,Home
147,2011-12-11,16,7.36,-14.15,-1.0,-1.0,villarreal,sociedad,Draw,Home,Home
148,2011-12-11,16,9.96,-15.15,2.6,-1.0,zaragoza,mallorca,Away,Away,Home
149,2011-12-11,16,10.69,-14.42,0.73,0.73,getafe,granada,Home,Home,Home
150,2011-12-11,16,9.69,-15.42,-1.0,-1.0,espanol,ath madrid,Home,Away,Away
151,2011-12-11,16,8.69,-16.42,-1.0,-1.0,vallecano,sp gijon,Away,Draw,Home
152,2011-12-17,17,7.69,-17.42,-1.0,-1.0,sp gijon,espanol,Away,Home,Home
153,2011-12-17,17,6.69,-17.02,-1.0,0.4,ath bilbao,zaragoza,Home,Draw,Home
154,2011-12-17,17,5.69,-18.02,-1.0,-1.0,mallorca,getafe,Away,Draw,Home
155,2011-12-17,17,6.09,-17.62,0.4,0.4,sevilla,real madrid,Away,Away,Away
