match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2007-08-25,1,0.72,0.72,0.72,0.72,real madrid,ath madrid,Home,Home,Home
2,2007-08-25,1,1.12,1.12,0.4,0.4,sevilla,getafe,Home,Home,Home
3,2007-08-26,1,0.12,0.12,-1.0,-1.0,murcia,zaragoza,Home,Draw,Away
4,2007-08-26,1,2.32,-0.88,2.2,-1.0,recreativo,betis,Draw,Draw,Home
5,2007-08-26,1,1.32,-1.88,-1.0,-1.0,valencia,villarreal,Away,Home,Home
6,2007-08-26,1,0.32,-2.88,-1.0,-1.0,santander,barcelona,Draw,Away,Away
7,2007-08-26,1,4.32,-3.88,4.0,-1.0,la coruna,almeria,Away,Away,Home
8,2007-08-26,1,3.32,-2.98,-1.0,0.9,mallorca,levante,Home,Draw,Home
9,2007-08-26,1,6.82,-3.98,3.5,-1.0,espanol,valladolid,Away,Away,Home
10,2007-08-26,1,9.02,-4.98,2.2,-1.0,ath bilbao,osasuna,Draw,Draw,Home
11,2007-09-01,2,8.02,-5.98,-1.0,-1.0,levante,murcia,Draw,Away,Home
12,2007-09-01,2,7.02,-6.98,-1.0,-1.0,zaragoza,santander,Draw,Home,Home
13,2007-09-02,2,8.39,-5.61,1.37,1.37,villarreal,real madrid,Away,Away,Away
14,2007-09-02,2,9.64,-4.36,1.25,1.25,almeria,valencia,Away,Away,Away
15,2007-09-02,2,8.64,-5.36,-1.0,-1.0,ath madrid,mallorca,Draw,Home,Home
16,2007-09-02,2,10.89,-6.36,2.25,-1.0,betis,espanol,Draw,Draw,Home
17,2007-09-02,2,13.14,-7.36,2.25,-1.0,getafe,recreativo,Draw,Draw,Home
18,2007-09-02,2,13.3,-7.2,0.16,0.16,barcelona,ath bilbao,Home,Home,Home
19,2007-09-02,2,12.3,-8.2,-1.0,-1.0,valladolid,la coruna,Draw,Away,Home
20,2007-09-15,3,12.8,-7.7,0.5,0.5,valencia,valladolid,Home,Home,Home
21,2007-09-15,3,12.98,-7.52,0.18,0.18,real madrid,almeria,Home,Home,Home
22,2007-09-15,3,15.23,-8.52,2.25,-1.0,ath bilbao,zaragoza,Draw,Draw,Home
23,2007-09-16,3,14.23,-7.42,-1.0,1.1,espanol,getafe,Home,Away,Home
24,2007-09-16,3,13.23,-6.12,-1.0,1.3,la coruna,betis,Home,Draw,Home
25,2007-09-16,3,15.23,-7.12,2.0,-1.0,mallorca,villarreal,Away,Away,Home
26,2007-09-16,3,14.23,-8.12,-1.0,-1.0,murcia,ath madrid,Draw,Away,Away
27,2007-09-16,3,13.23,-9.12,-1.0,-1.0,osasuna,barcelona,Draw,Away,Away
28,2007-09-16,3,14.13,-8.22,0.9,0.9,santander,levante,Home,Home,Home
29,2007-09-16,3,14.53,-7.82,0.4,0.4,sevilla,recreativo,Home,Home,Home
30,2007-09-22,4,15.19,-7.16,0.66,0.66,barcelona,sevilla,Home,Home,Home
31,2007-09-22,4,14.19,-5.79,-1.0,1.37,recreativo,espanol,Home,Draw,Home
32,2007-09-23,4,14.85,-5.13,0.66,0.66,villarreal,murcia,Home,Home,Home
33,2007-09-23,4,17.45,-6.13,2.6,-1.0,valladolid,real madrid,Draw,Draw,Away
34,2007-09-23,4,16.45,-7.13,-1.0,-1.0,levante,ath bilbao,Away,Draw,Home
35,2007-09-23,4,18.65,-8.13,2.2,-1.0,getafe,la coruna,Draw,Draw,Home
36,2007-09-23,4,20.9,-9.13,2.25,-1.0,almeria,mallorca,Draw,Draw,Home
37,2007-09-23,4,21.62,-8.41,0.72,0.72,ath madrid,santander,Home,Home,Home
38,2007-09-23,4,22.42,-7.61,0.8,0.8,zaragoza,osasuna,Home,Home,Home
39,2007-09-23,4,21.42,-6.24,-1.0,1.37,betis,valencia,Away,Draw,Away
