Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2018-08-17,2018,betis,levante,1.66,4.0,5.0,0,2,H,0.6062465325577463,1.66,0.006369244045858702,H,0.006369244045858702,0.6062465325577463,1.66,True,0.0,-1.0,0.0,-1.0,✗,✗,0–2%,0–2%
2018-08-17,2018,girona,valladolid,1.75,3.6,5.0,1,2,H,0.49064549637232935,1.75,-0.1413703813484236,D,0.17428217753347552,0.32618949375929873,3.6,True,0.0,-1.0,3.6,2.6,✗,✓,<0%,≥5%
2018-08-18,2018,barcelona,alaves,1.11,10.0,21.0,2,2,H,0.8287910218078138,1.11,-0.08004196579332656,D,0.4127432583017516,0.14127432583017516,10.0,True,1.11,0.1100000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2018-08-18,2018,celta,espanol,1.85,3.5,4.5,1,2,H,0.43651547225786025,1.85,-0.19244637632295847,D,0.1326586104776144,0.32361674585074696,3.5,True,0.0,-1.0,3.5,2.5,✗,✓,<0%,≥5%
2018-08-18,2018,villarreal,sociedad,2.04,3.4,3.8,0,2,H,0.4534756723708108,2.04,-0.07490962836354587,A,0.2560423362651032,0.33053745691186925,3.8,True,0.0,-1.0,3.8,2.8,✗,✓,<0%,≥5%
2018-08-19,2018,eibar,huesca,1.66,3.75,5.5,0,2,H,0.5269029057561432,1.66,-0.12534117644480236,A,0.5500840883189728,0.2818334706034496,5.5,True,0.0,-1.0,5.5,4.5,✗,✓,<0%,≥5%
2018-08-19,2018,real madrid,getafe,1.2,7.0,13.0,2,2,H,0.7308894504062511,1.2,-0.12293265951249877,D,0.4604607680205455,0.20863725257436364,7.0,True,1.2,0.19999999999999996,0.0,-1.0,✓,✗,<0%,≥5%
2018-08-19,2018,vallecano,sevilla,3.25,3.6,2.14,0,0,A,0.4801148430425044,2.14,0.02744576411095956,A,0.02744576411095956,0.4801148430425044,2.14,True,2.14,1.1400000000000001,2.14,1.1400000000000001,✓,✓,2–5%,2–5%
2018-08-20,2018,ath bilbao,leganes,1.75,3.3,5.5,2,2,H,0.40271853397765894,1.75,-0.2952425655390969,D,0.23369516487846154,0.3738470196601399,3.3,True,1.75,0.75,0.0,-1.0,✓,✗,<0%,≥5%
2018-08-20,2018,valencia,ath madrid,3.0,3.2,2.5,1,0,A,0.4723533452144717,2.5,0.18088336303617925,A,0.18088336303617925,0.4723533452144717,2.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
