Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2019-08-16,2019,ath bilbao,barcelona,5.25,3.8,1.65,2,0,A,0.5210700958110854,1.65,-0.14023434191170914,D,0.2739362686028499,0.3352463864744342,3.8,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2019-08-17,2019,celta,real madrid,4.75,4.2,1.65,0,0,A,0.556930609687271,1.65,-0.0810644940160028,D,0.36798640805071914,0.3257110495358855,4.2,True,1.65,0.6499999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2019-08-17,2019,mallorca,eibar,2.8,3.2,2.6,2,0,A,0.4161824608018018,2.6,0.08207439808468475,A,0.08207439808468475,0.4161824608018018,2.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2019-08-17,2019,villarreal,granada,1.6,3.8,6.5,1,2,H,0.5064273891508038,1.6,-0.18971617735871393,D,0.23104301163269447,0.3239586872717617,3.8,True,0.0,-1.0,3.8,2.8,✗,✓,<0%,≥5%
2019-08-17,2019,leganes,osasuna,2.0,3.2,4.2,0,1,D,0.3734070282222757,3.2,0.19490249031128237,D,0.19490249031128237,0.3734070282222757,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2019-08-17,2019,valencia,sociedad,1.66,3.75,5.5,1,2,H,0.5157465525225371,1.66,-0.14386072281258844,D,0.2779132036807801,0.3407768543148747,3.75,True,0.0,-1.0,3.75,2.75,✗,✓,<0%,≥5%
2019-08-18,2019,alaves,levante,2.15,3.2,3.6,2,2,H,0.39173392017568526,2.15,-0.1577720716222767,D,0.07124236177216381,0.3347632380538012,3.2,True,2.15,1.15,0.0,-1.0,✓,✗,<0%,≥5%
2019-08-18,2019,espanol,sevilla,3.2,3.3,2.3,0,0,A,0.42599995701805876,2.3,-0.020200098858464965,D,-0.008871571283024737,0.30034194809605314,3.3,True,2.3,1.2999999999999998,0.0,-1.0,✓,✗,<0%,<0%
2019-08-18,2019,betis,valladolid,1.66,3.75,5.5,0,2,H,0.5914987743985084,1.66,-0.018112034498476093,H,-0.018112034498476093,0.5914987743985084,1.66,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
2019-08-18,2019,ath madrid,getafe,1.44,4.33,8.0,2,2,H,0.616168202549293,1.44,-0.11271778832901802,D,0.1668824917854428,0.2694878733915572,4.33,True,1.44,0.43999999999999995,0.0,-1.0,✓,✗,<0%,≥5%
2019-08-23,2019,granada,sevilla,3.6,3.6,1.95,0,0,A,0.6245618147747021,1.95,0.21789553881066892,A,0.21789553881066892,0.6245618147747021,1.95,True,1.95,0.95,1.95,0.95,✓,✓,≥5%,≥5%
2019-08-23,2019,levante,villarreal,2.55,3.4,2.62,2,0,A,0.3568046449790545,2.62,-0.06517183015487715,D,0.14543318602655386,0.3368921135372217,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2019-08-24,2019,osasuna,eibar,2.5,3.2,2.9,1,0,A,0.475288876724019,2.9,0.378337742499655,A,0.378337742499655,0.475288876724019,2.9,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2019-08-24,2019,real madrid,valladolid,1.2,6.5,13.0,1,2,H,0.8414793087948783,1.2,0.009775170553854018,H,0.009775170553854018,0.8414793087948783,1.2,True,0.0,-1.0,0.0,-1.0,✗,✗,0–2%,0–2%
2019-08-24,2019,celta,valencia,3.1,3.4,2.25,2,0,A,0.43998299525029133,2.25,-0.010038260686844547,D,0.19756711871545418,0.35222562315160416,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2019-08-24,2019,getafe,ath bilbao,2.6,3.0,2.9,1,1,D,0.38250426746194405,3.0,0.1475128023858321,D,0.1475128023858321,0.38250426746194405,3.0,True,3.0,2.0,3.0,2.0,✓,✓,≥5%,≥5%
2019-08-25,2019,alaves,espanol,2.45,3.2,3.0,1,0,A,0.37962652929740104,3.0,0.13887958789220312,A,0.13887958789220312,0.37962652929740104,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2019-08-25,2019,mallorca,sociedad,3.1,3.1,2.4,0,0,A,0.5472144218268965,2.4,0.3133146123845516,A,0.3133146123845516,0.5472144218268965,2.4,True,2.4,1.4,2.4,1.4,✓,✓,≥5%,≥5%
2019-08-25,2019,leganes,ath madrid,4.75,3.4,1.8,0,0,A,0.572016744616558,1.8,0.029630140309804487,A,0.029630140309804487,0.572016744616558,1.8,True,1.8,0.8,1.8,0.8,✓,✓,2–5%,2–5%
2019-08-25,2019,barcelona,betis,1.25,6.0,10.0,2,2,H,0.6936064640051997,1.25,-0.13299191999350046,D,0.29806464980201897,0.2163441083003365,6.0,True,1.25,0.25,0.0,-1.0,✓,✗,<0%,≥5%
2019-08-30,2019,sevilla,celta,1.53,4.2,6.0,1,2,H,0.6594300258702407,1.53,0.008927939581468314,H,0.008927939581468314,0.6594300258702407,1.53,True,0.0,-1.0,0.0,-1.0,✗,✗,0–2%,0–2%
2019-08-30,2019,ath bilbao,sociedad,2.3,3.1,3.4,2,2,H,0.39157976806692424,2.3,-0.09936653344607427,D,0.015188624552143315,0.3274802014684333,3.1,True,2.3,1.2999999999999998,0.0,-1.0,✓,✗,<0%,0–2%
2019-08-31,2019,osasuna,barcelona,10.0,5.0,1.33,1,0,A,0.7634851503325687,1.33,0.015435249942316487,A,0.015435249942316487,0.7634851503325687,1.33,True,0.0,-1.0,0.0,-1.0,✗,✗,0–2%,0–2%
2019-08-31,2019,getafe,alaves,1.72,3.4,5.75,1,2,H,0.5435679898762006,1.72,-0.06506305741293505,A,-0.009341820434150772,0.1722883790549303,5.75,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
2019-08-31,2019,levante,valladolid,2.0,3.5,3.75,2,2,H,0.4243923384283777,2.0,-0.1512153231432446,D,0.08285744145040774,0.3093878404144022,3.5,True,2.0,1.0,0.0,-1.0,✓,✗,<0%,≥5%
2019-08-31,2019,betis,leganes,1.95,3.3,4.33,2,2,H,0.42251135670767587,1.95,-0.17610285442003204,A,0.14359263874694106,0.26410915444502103,4.33,True,1.95,0.95,0.0,-1.0,✓,✗,<0%,≥5%
2019-09-01,2019,valencia,mallorca,1.4,4.75,8.0,2,2,H,0.7442833259480409,1.4,0.04199665632725713,H,0.04199665632725713,0.7442833259480409,1.4,True,1.4,0.3999999999999999,1.4,0.3999999999999999,✓,✓,2–5%,2–5%
2019-09-01,2019,ath madrid,eibar,1.4,4.0,10.0,2,2,H,0.6335631515808542,1.4,-0.1130115877868042,A,0.2336116658601488,0.12336116658601488,10.0,True,1.4,0.3999999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2019-09-01,2019,espanol,granada,2.05,3.3,4.0,0,1,D,0.38658778628209134,3.3,0.27573969473090143,D,0.27573969473090143,0.38658778628209134,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
