Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2025,2025-08-15,1,girona,vallecano,2.25,3.25,3.3,0,1,D,0.3779031143562257,3.25,0.2281851216577337,D,0.2281851216577337,0.3779031143562257,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2025,2025-08-15,1,villarreal,real oviedo,1.4,4.75,8.0,2,2,H,0.5560021561140499,1.4,-0.2215969814403301,A,1.2842490367604982,0.2855311295950622,8.0,True,1.4,0.3999999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2025,2025-08-16,1,mallorca,barcelona,7.0,5.0,1.4,0,0,A,0.729263149696183,1.4,0.020968409574656,D,0.0579540836252623,0.2115908167250524,5.0,True,1.4,0.3999999999999999,0.0,-1.0,✓,✗,2–5%,≥5%
2025,2025-08-16,1,alaves,levante,2.15,3.0,3.8,2,1,D,0.341142283762263,3.0,0.023426851286789,A,0.2855686178707295,0.338307531018613,3.8,True,0.0,-1.0,0.0,-1.0,✗,✗,2–5%,≥5%
2025,2025-08-16,1,valencia,sociedad,2.6,2.9,3.1,1,1,D,0.4142678491533374,2.9,0.2013767625446785,D,0.2013767625446785,0.4142678491533374,2.9,True,2.9,1.9,2.9,1.9,✓,✓,≥5%,≥5%
2025,2025-08-17,1,ath bilbao,sevilla,1.57,3.9,6.0,2,2,H,0.4278444247631511,1.57,-0.3282842531218526,D,0.53504925078666,0.3936023719965795,3.9,True,1.57,0.5700000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2025,2025-08-17,1,espanol,ath madrid,6.0,3.9,1.57,2,0,A,0.5646622904444774,1.57,-0.1134802040021705,D,0.0694574474477247,0.2742198583199294,3.9,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2025,2025-08-17,1,celta,getafe,1.73,3.5,5.25,0,2,H,0.4488715497581205,1.73,-0.2234522189184515,A,0.2935204209289361,0.2463848420817021,5.25,True,0.0,-1.0,5.25,4.25,✗,✓,<0%,≥5%
2025,2025-08-18,1,elche,betis,3.4,3.3,2.2,1,0,A,0.422441877638136,2.2,-0.0706278691961007,D,0.078229462656983,0.3267362008051464,3.3,True,0.0,-1.0,3.3,2.3,✗,✓,<0%,≥5%
2025,2025-08-19,1,real madrid,osasuna,1.22,6.25,13.0,2,2,H,0.7244250486764072,1.22,-0.1162014406147832,D,0.3663800594467765,0.2186208095114842,6.25,True,1.22,0.2199999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2025,2025-08-22,2,betis,alaves,1.91,3.4,4.2,2,2,H,0.5426348256177225,1.91,0.0364325169298498,H,0.0364325169298498,0.5426348256177225,1.91,True,1.91,0.91,1.91,0.91,✓,✓,2–5%,2–5%
2025,2025-08-23,2,ath madrid,elche,1.25,5.25,15.0,1,2,H,0.766999842795436,1.25,-0.041250196505705,A,0.1031956889580243,0.0735463792638682,15.0,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2025,2025-08-23,2,levante,barcelona,11.0,6.0,1.25,0,0,A,0.7704239113066983,1.25,-0.0369701108666271,D,-0.0048534332489994,0.1658577611251667,6.0,True,1.25,0.25,0.0,-1.0,✓,✗,<0%,<0%
2025,2025-08-23,2,mallorca,celta,3.0,3.1,2.55,1,0,A,0.3863084967518714,2.55,-0.0149133332827278,D,0.0962361894838561,0.3536245772528568,3.1,True,0.0,-1.0,3.1,2.1,✗,✓,<0%,≥5%
2025,2025-08-24,2,osasuna,valencia,2.4,3.2,3.1,2,2,H,0.4444792296352475,2.4,0.066750151124594,D,0.1100788337527824,0.3468996355477445,3.2,True,2.4,1.4,0.0,-1.0,✓,✗,≥5%,≥5%
2025,2025-08-24,2,sociedad,espanol,1.8,3.4,5.0,1,2,H,0.4817269552552743,1.8,-0.1328914805405062,D,0.2471356251660001,0.3668045956370588,3.4,True,0.0,-1.0,3.4,2.4,✗,✓,<0%,≥5%
2025,2025-08-24,2,villarreal,girona,1.53,4.33,6.0,2,2,H,0.670983958737631,1.53,0.0266054568685754,H,0.0266054568685754,0.670983958737631,1.53,True,1.53,0.53,1.53,0.53,✓,✓,2–5%,2–5%
2025,2025-08-24,2,real oviedo,real madrid,9.5,5.5,1.3,0,0,A,0.8440592200318836,1.3,0.0972769860414486,A,0.0972769860414486,0.8440592200318836,1.3,True,1.3,0.3,1.3,0.3,✓,✓,≥5%,≥5%
2025,2025-08-25,2,ath bilbao,vallecano,1.7,3.5,5.5,2,2,H,0.5114094959236378,1.7,-0.1306038569298157,A,0.1189890619789875,0.2034525567234522,5.5,True,1.7,0.7,0.0,-1.0,✓,✗,<0%,≥5%
