Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2020,2020-09-12,1,granada,ath bilbao,2.75,3.1,2.75,2,2,H,0.421143553058514,2.75,0.1581447709109134,H,0.1581447709109134,0.421143553058514,2.75,True,2.75,1.75,2.75,1.75,✓,✓,≥5%,≥5%
2020,2020-09-12,1,cadiz,osasuna,2.8,3.0,2.75,0,1,D,0.41906789899851177,3.0,0.25720369699553536,D,0.25720369699553536,0.41906789899851177,3.0,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2020,2020-09-12,1,eibar,celta,2.5,3.25,2.9,1,1,D,0.4231189371216079,3.25,0.3751365456452258,D,0.3751365456452258,0.4231189371216079,3.25,True,3.25,2.25,3.25,2.25,✓,✓,≥5%,≥5%
2020,2020-09-13,1,alaves,betis,2.8,3.2,2.6,0,0,A,0.3951768519372245,2.6,0.02745981503678374,A,0.02745981503678374,0.3951768519372245,2.6,True,2.6,1.6,2.6,1.6,✓,✓,2–5%,2–5%
2020,2020-09-13,1,valladolid,sociedad,2.8,3.2,2.6,1,1,D,0.348063350927903,3.2,0.11380272296928973,D,0.11380272296928973,0.348063350927903,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2020,2020-09-13,1,villarreal,huesca,1.57,4.0,6.0,1,2,H,0.4954863163213673,1.57,-0.22208648337545334,A,0.44656776773316187,0.24109462795552697,6.0,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2020,2020-09-13,1,valencia,levante,2.1,3.5,3.5,2,2,H,0.449025172055496,2.1,-0.05704713868345834,D,0.27931441920519173,0.36551840548719766,3.5,True,2.1,1.1,0.0,-1.0,✓,✗,<0%,≥5%
2020,2021-02-09,1,real madrid,getafe,1.53,4.0,6.5,2,2,H,0.556520960048081,1.53,-0.148522931126436,D,0.5605425872258181,0.3901356468064545,4.0,True,1.53,0.53,0.0,-1.0,✓,✗,<0%,≥5%
2020,2021-02-24,1,barcelona,elche,1.12,9.0,19.0,2,2,H,0.7971420601655833,1.12,-0.10720089261454657,D,0.512368428153207,0.16804093646146745,9.0,True,1.12,0.1200000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2020,2020-09-19,2,getafe,osasuna,1.95,3.25,4.33,2,2,H,0.4072727519632572,1.95,-0.20581813367164847,A,0.20090443349070308,0.27734513475535866,4.33,True,1.95,0.95,0.0,-1.0,✓,✗,<0%,≥5%
2020,2020-09-19,2,celta,valencia,2.2,3.6,3.1,2,1,D,0.3518069623010533,3.6,0.26650506428379184,D,0.26650506428379184,0.3518069623010533,3.6,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2020,2020-09-19,2,villarreal,eibar,1.57,4.0,6.0,2,2,H,0.6102972363756886,1.57,-0.041833338890168936,A,0.07749203217642209,0.17958200536273702,6.0,True,1.57,0.5700000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2020,2020-09-20,2,betis,valladolid,1.85,3.6,4.33,2,2,H,0.4720952023888526,1.85,-0.1266238755806226,A,0.10537803489104669,0.25528361082934103,4.33,True,1.85,0.8500000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2020,2020-09-20,2,huesca,cadiz,2.1,3.1,4.0,0,2,H,0.422740161980623,2.1,-0.11224565984069168,A,0.11961337575501507,0.27990334393875377,4.0,True,0.0,-1.0,4.0,3.0,✗,✓,<0%,≥5%
