Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2023,2023-08-11,1,almeria,vallecano,2.45,3.3,2.9,0,2,H,0.3432232931083159,2.45,-0.159102931884626,D,0.05742842924826208,0.32043285734795823,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2023,2023-08-11,1,sevilla,valencia,1.91,3.5,4.2,0,2,H,0.49255593835561867,1.91,-0.05921815774076833,A,0.048602767155973225,0.24966732551332693,4.2,True,0.0,-1.0,4.2,3.2,✗,✓,<0%,2–5%
2023,2023-08-12,1,sociedad,girona,1.62,4.0,5.25,1,2,H,0.5522715779400809,1.62,-0.10532004373706894,D,0.11468017649305917,0.2786700441232648,4.0,True,0.0,-1.0,4.0,3.0,✗,✓,<0%,≥5%
2023,2023-08-12,1,las palmas,mallorca,2.4,3.0,3.3,1,1,D,0.37079364734472836,3.0,0.11238094203418503,D,0.11238094203418503,0.37079364734472836,3.0,True,3.0,2.0,3.0,2.0,✓,✓,≥5%,≥5%
2023,2023-08-12,1,ath bilbao,real madrid,3.3,3.5,2.15,0,0,A,0.5085064632514068,2.15,0.09328889599052448,A,0.09328889599052448,0.5085064632514068,2.15,True,2.15,1.15,2.15,1.15,✓,✓,≥5%,≥5%
2023,2023-08-13,1,celta,osasuna,2.05,3.2,3.9,0,2,H,0.4215259254113967,2.05,-0.13587185290663684,A,0.1373460561765696,0.2916271938914281,3.9,True,0.0,-1.0,3.9,2.9,✗,✓,<0%,≥5%
2023,2023-08-13,1,villarreal,betis,1.75,4.0,4.2,0,2,H,0.5728599399426489,1.75,0.002504894899635568,H,0.002504894899635568,0.5728599399426489,1.75,True,0.0,-1.0,0.0,-1.0,✗,✗,0–2%,0–2%
2023,2023-08-13,1,getafe,barcelona,6.5,3.8,1.57,1,0,A,0.60179441486975,1.57,-0.05518276865449234,D,-0.027883005367944302,0.25582026174527783,3.8,True,0.0,-1.0,3.8,2.8,✗,✓,<0%,<0%
2023,2023-08-14,1,cadiz,alaves,2.2,3.0,3.75,2,2,H,0.44419007367571195,2.2,-0.022781837913433578,H,-0.022781837913433578,0.44419007367571195,2.2,True,2.2,1.2000000000000002,2.2,1.2000000000000002,✓,✓,<0%,<0%
2023,2023-08-14,1,ath madrid,granada,1.3,5.5,9.5,2,2,H,0.7138715188325578,1.3,-0.07196702551767475,A,0.07164801133225707,0.11280505382444811,9.5,True,1.3,0.30000000000000004,0.0,-1.0,✓,✗,<0%,≥5%
2023,2023-08-18,2,mallorca,villarreal,2.8,3.2,2.6,0,0,A,0.48593092774252294,2.6,0.26342041213055967,A,0.26342041213055967,0.48593092774252294,2.6,True,2.6,1.6,2.6,1.6,✓,✓,≥5%,≥5%
2023,2023-08-18,2,valencia,las palmas,1.57,3.9,6.0,2,2,H,0.5044290712459135,1.57,-0.2080463581439157,D,0.2733543300233847,0.32650111026240636,3.9,True,1.57,0.5700000000000001,0.0,-1.0,✓,✗,<0%,≥5%
2023,2023-08-19,2,sociedad,celta,1.73,3.4,5.5,1,2,H,0.5729332849546541,1.73,-0.008825417028448412,H,-0.008825417028448412,0.5729332849546541,1.73,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
