Season,Date,jornada,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2007,2007-08-25,1,real madrid,ath madrid,1.72,3.5,4.75,2,2,H,0.40957453702744034,1.72,-0.2955317963128026,A,0.45281984307013823,0.30585680906739754,4.75,True,1.72,0.72,0.0,-1.0,✓,✗,<0%,≥5%
2007,2007-08-25,1,sevilla,getafe,1.4,4.0,9.0,2,2,H,0.4541390389419687,1.4,-0.36420534548124384,D,0.8132717130284688,0.4533179282571172,4.0,True,1.4,0.3999999999999999,0.0,-1.0,✓,✗,<0%,≥5%
2007,2007-08-26,1,espanol,valladolid,1.83,3.25,4.5,0,0,A,0.4969188039864409,4.5,1.2361346179389838,A,1.2361346179389838,0.4969188039864409,4.5,True,4.5,3.5,4.5,3.5,✓,✓,≥5%,≥5%
2007,2007-08-26,1,mallorca,levante,1.9,3.1,4.33,2,1,D,0.5490848846494497,3.1,0.7021631424132941,D,0.7021631424132941,0.5490848846494497,3.1,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2007,2007-08-26,1,la coruna,almeria,1.72,3.4,5.0,0,0,A,0.5236716595659034,5.0,1.6183582978295172,A,1.6183582978295172,0.5236716595659034,5.0,True,5.0,4.0,5.0,4.0,✓,✓,≥5%,≥5%
2007,2007-08-26,1,ath bilbao,osasuna,2.05,3.2,3.6,1,1,D,0.5059792826708127,3.2,0.6191337045466008,D,0.6191337045466008,0.5059792826708127,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2007,2007-08-26,1,valencia,villarreal,1.72,3.4,5.0,0,2,H,0.5940207033034424,1.72,0.021715609681920878,H,0.021715609681920878,0.5940207033034424,1.72,True,0.0,-1.0,0.0,-1.0,✗,✗,2–5%,2–5%
2007,2007-08-26,1,recreativo,betis,2.2,3.2,3.25,1,1,D,0.44653578309467656,3.2,0.4289145059029651,D,0.4289145059029651,0.44653578309467656,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2007,2007-08-26,1,murcia,zaragoza,3.4,3.2,2.15,2,0,A,0.4581708384901313,2.15,-0.014932697246217708,D,0.43236338218588766,0.44761355693308985,3.2,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,≥5%
2007,2007-08-26,1,santander,barcelona,7.5,4.0,1.44,1,0,A,0.9756412271847803,1.44,0.4049233671460837,A,0.4049233671460837,0.9756412271847803,1.44,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2007,2007-09-01,2,levante,murcia,2.2,3.2,3.25,1,0,A,0.8752244839349264,3.25,1.8444795727885106,A,1.8444795727885106,0.8752244839349264,3.25,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2007,2007-09-01,2,zaragoza,santander,1.66,3.6,5.0,1,2,H,0.5756586299670887,1.66,-0.04440667425463274,H,-0.04440667425463274,0.5756586299670887,1.66,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
2007,2007-09-02,2,almeria,valencia,3.2,3.1,2.25,0,0,A,0.7992949518757761,2.25,0.7984136417204963,A,0.7984136417204963,0.7992949518757761,2.25,True,2.25,1.25,2.25,1.25,✓,✓,≥5%,≥5%
2007,2007-09-02,2,ath madrid,mallorca,1.72,3.4,5.0,1,2,H,0.5641910684321324,1.72,-0.029591362296732315,H,-0.029591362296732315,0.5641910684321324,1.72,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
2007,2007-09-02,2,betis,espanol,2.05,3.25,3.6,1,1,D,0.7175027733169503,3.25,1.3318840132800887,D,1.3318840132800887,0.7175027733169503,3.25,True,3.25,2.25,3.25,2.25,✓,✓,≥5%,≥5%
2007,2007-09-02,2,getafe,recreativo,2.1,3.25,3.4,1,0,A,0.4675454564519186,3.4,0.589654551936523,A,0.589654551936523,0.4675454564519186,3.4,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2007,2007-09-02,2,barcelona,ath bilbao,1.16,6.5,15.0,2,2,H,0.7577290298405275,1.16,-0.12103432538498815,D,0.4176161875073623,0.21809479807805573,6.5,True,1.16,0.15999999999999992,0.0,-1.0,✓,✗,<0%,≥5%
2007,2007-09-02,2,valladolid,la coruna,2.1,3.2,3.5,1,0,A,0.8520814676422459,3.5,1.9822851367478607,A,1.9822851367478607,0.8520814676422459,3.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2007,2007-09-02,2,villarreal,real madrid,2.87,3.25,2.37,0,0,A,0.8676523476748,2.37,1.056336063989276,A,1.056336063989276,0.8676523476748,2.37,True,2.37,1.37,2.37,1.37,✓,✓,≥5%,≥5%
