Season,Matchday,Date,HomeTeam_norm,AwayTeam_norm,pred_key,pred_key_match,y_true,y_pred,proba_H,proba_D,proba_A,conf_maxprob,entropy,margin_top12,B365H,B365D,B365A,overround,pH_mkt,pD_mkt,pA_mkt,odds_pick,p_pick,ev_pick,kelly_pick,bet_placed,correct,profit,cum_profit_season
2019,1,2019-08-16,ath bilbao,barcelona,2019|2019-08-16|ath bilbao|barcelona,2019|2019-08-16|athbilbao|barcelona,H,A,0.16106695188264392,0.24266545872901255,0.5962675893883436,0.5962675893883436,0.9460389891236103,0.353602130659331,5.25,3.8,1.65,1.0596946912736387,0.1797462911201892,0.24833369167920874,0.571920017200602,1.65,0.5962675893883436,-0.01615847750923316,0.0,1,0,-1.0,-1.0
2019,1,2019-08-17,celta,real madrid,2019|2019-08-17|celta|real madrid,2019|2019-08-17|celta|realmadrid,A,A,0.19955621535531412,0.20998304673892879,0.590460737905757,0.590460737905757,0.9604286526928256,0.3804776911668283,4.75,4.2,1.65,1.0546821599453178,0.19961114711600778,0.22575070209548498,0.5746381507885073,1.65,0.590460737905757,-0.02573978245550096,0.0,1,1,0.6499999999999999,-0.3500000000000001
2019,1,2019-08-17,leganes,osasuna,2019|2019-08-17|leganes|osasuna,2019|2019-08-17|leganes|osasuna,A,D,0.34523825355792326,0.3860612047595805,0.26870054168249624,0.3860612047595805,1.0877202275486058,0.04082295120165724,2.0,3.2,4.2,1.0505952380952381,0.4759206798866855,0.29745042492917845,0.22662889518413595,3.2,0.3860612047595805,0.23539585523065765,0.10699811601393529,1,0,-1.0,-1.35
2019,1,2019-08-17,mallorca,eibar,2019|2019-08-17|mallorca|eibar,2019|2019-08-17|mallorca|eibar,H,A,0.3441316535970646,0.24496220997447218,0.4109061364284632,0.4109061364284632,1.0771283151406108,0.06677448283139858,2.8,3.2,2.6,1.0542582417582418,0.33876221498371334,0.29641693811074915,0.3648208469055374,2.6,0.4109061364284632,0.06835595471400435,0.04272247169625272,1,0,-1.0,-2.35
2019,1,2019-08-17,valencia,sociedad,2019|2019-08-17|valencia|sociedad,2019|2019-08-17|valencia|sociedad,D,H,0.46550618979961356,0.35461095127832903,0.17988285892205738,0.46550618979961356,1.0321571219604841,0.11089523852128452,1.66,3.75,5.5,1.0508944870390655,0.5732351306281267,0.25375208449138403,0.17301278488048913,1.66,0.46550618979961356,-0.22725972493264152,0.0,1,0,-1.0,-3.35
2019,1,2019-08-17,villarreal,granada,2019|2019-08-17|villarreal|granada,2019|2019-08-17|villarreal|granada,D,H,0.44000842710113425,0.3725855783493944,0.18740599454947132,0.44000842710113425,1.042886601317165,0.06742284875173987,1.6,3.8,6.5,1.0420040485829958,0.5998057309373483,0.25254978144730456,0.1476444876153473,1.6,0.44000842710113425,-0.2959865166381852,0.0,1,0,-1.0,-4.35
2019,1,2019-08-18,alaves,levante,2019|2019-08-18|alaves|levante,2019|2019-08-18|alaves|levante,H,H,0.4019203379364357,0.3005813034122747,0.2974983586512896,0.4019203379364357,1.088331903995876,0.10133903452416104,2.15,3.2,3.6,1.055394056847545,0.4407039020657996,0.2960979342004591,0.26319816373374144,2.15,0.4019203379364357,-0.13587127343666316,0.0,1,1,1.15,-3.2
2019,1,2019-08-18,ath madrid,getafe,2019|2019-08-18|ath madrid|getafe,2019|2019-08-18|athmadrid|getafe,H,H,0.5720319935478049,0.2908825503142468,0.1370854561379483,0.5720319935478049,0.9511160230653775,0.28114944323355806,1.44,4.33,8.0,1.0503913266615346,0.661129263749351,0.2198674687757657,0.11900326747488318,1.44,0.5720319935478049,-0.17627392929116104,0.0,1,1,0.43999999999999995,-2.7600000000000002
2019,1,2019-08-18,betis,valladolid,2019|2019-08-18|betis|valladolid,2019|2019-08-18|betis|valladolid,A,H,0.6197820304779955,0.2760114684663742,0.10420650105563035,0.6197820304779955,0.8874596205935095,0.3437705620116213,1.66,3.75,5.5,1.0508944870390655,0.5732351306281267,0.25375208449138403,0.17301278488048913,1.66,0.6197820304779955,0.02883817059347249,0.043694197868897715,1,0,-1.0,-3.7600000000000002
2019,1,2019-08-18,espanol,sevilla,2019|2019-08-18|espanol|sevilla,2019|2019-08-18|espanol|sevilla,A,A,0.22335473427895602,0.33896750097377126,0.43767776474727277,0.43767776474727277,1.0631607881825649,0.0987102637735015,3.2,3.3,2.3,1.050312911725955,0.29753038024304196,0.28851430811446493,0.4139553116424932,2.3,0.43767776474727277,0.006658858918727195,0.0051221991682516895,1,1,1.2999999999999998,-2.4600000000000004
