Season,Matchday,Date,HomeTeam_norm,AwayTeam_norm,pred_key,pred_key_match,y_true,y_pred,proba_H,proba_D,proba_A,conf_maxprob,entropy,margin_top12,B365H,B365D,B365A,overround,pH_mkt,pD_mkt,pA_mkt,odds_pick,p_pick,ev_pick,kelly_pick,bet_placed,correct,profit,cum_profit_season
2023,1,2023-08-11,almeria,vallecano,2023|2023-08-11|almeria|vallecano,2023|2023-08-11|almeria|vallecano,A,H,0.3543062867758845,0.30976398062754473,0.3359297325965708,0.3543062867758845,1.0971021875468692,0.01837655417931372,2.45,3.3,2.9,1.056021154543322,0.3865105008077544,0.28695476575121165,0.32653473344103395,2.45,0.3543062867758845,-0.13194959739908296,0.0,1,0,-1.0,-1.0
2023,1,2023-08-11,sevilla,valencia,2023|2023-08-11|sevilla|valencia,2023|2023-08-11|sevilla|valencia,A,H,0.490579739775788,0.33827418317386804,0.1711460770503439,0.490579739775788,1.018143336686294,0.15230555660191997,1.91,3.5,4.2,1.0473697332336076,0.49988098071887643,0.2727921923351583,0.22732682694596523,1.91,0.490579739775788,-0.06299269702824489,0.0,1,0,-1.0,-2.0
2023,1,2023-08-12,ath bilbao,real madrid,2023|2023-08-12|ath bilbao|real madrid,2023|2023-08-12|athbilbao|realmadrid,A,A,0.20912808611732572,0.18651210841427732,0.604359805468397,0.604359805468397,0.9447944040212117,0.39523171935107126,3.3,3.5,2.15,1.0538608678143562,0.28754298815437523,0.2711119602598395,0.44134505158578524,2.15,0.604359805468397,0.2993735817570534,0.2603248537017856,1,1,1.15,-0.8500000000000001
2023,1,2023-08-12,las palmas,mallorca,2023|2023-08-12|las palmas|mallorca,2023|2023-08-12|laspalmas|mallorca,D,H,0.47250385304494547,0.19532504722786,0.33217109972719444,0.47250385304494547,1.0393114470021527,0.14033275331775102,2.4,3.0,3.3,1.053030303030303,0.3956834532374101,0.31654676258992803,0.2877697841726619,2.4,0.47250385304494547,0.13400924730786912,0.09572089093419223,1,0,-1.0,-1.85
2023,1,2023-08-12,sociedad,girona,2023|2023-08-12|sociedad|girona,2023|2023-08-12|sociedad|girona,D,H,0.5715690951028374,0.3127638527412345,0.11566705215592821,0.5715690951028374,0.9327445081968566,0.25880524236160285,1.62,4.0,5.25,1.0577601410934743,0.5835764902042518,0.236348478532722,0.18007503126302626,1.62,0.5715690951028374,-0.07405806593340342,0.0,1,0,-1.0,-2.85
2023,1,2023-08-13,celta,osasuna,2023|2023-08-13|celta|osasuna,2023|2023-08-13|celta|osasuna,A,H,0.4171930008668899,0.2722947681039008,0.3105122310292094,0.4171930008668899,1.0820868701105515,0.10668076983768049,2.05,3.2,3.9,1.0567151344590369,0.46162382097281307,0.29572776031070835,0.2426484187164787,2.05,0.4171930008668899,-0.14475434822287586,0.0,1,0,-1.0,-3.85
2023,1,2023-08-13,getafe,barcelona,2023|2023-08-13|getafe|barcelona,2023|2023-08-13|getafe|barcelona,D,A,0.06836951892630608,0.1189503327183108,0.812680148355383,0.812680148355383,0.6052390097881817,0.6937298156370723,6.5,3.8,1.57,1.0539467237422315,0.14597147121430845,0.24968804286658022,0.6043404859191114,1.57,0.812680148355383,0.27590783291795146,0.4840488296806165,1,0,-1.0,-4.85
2023,1,2023-08-13,villarreal,betis,2023|2023-08-13|villarreal|betis,2023|2023-08-13|villarreal|betis,A,H,0.5477217842143743,0.29745684556592666,0.15482137021969902,0.5477217842143743,0.9792008135738564,0.2502649386484477,1.75,4.0,4.2,1.0595238095238095,0.5393258426966292,0.23595505617977527,0.2247191011235955,1.75,0.5477217842143743,-0.04148687762484493,0.0,1,0,-1.0,-5.85
2023,1,2023-08-14,ath madrid,granada,2023|2023-08-14|ath madrid|granada,2023|2023-08-14|athmadrid|granada,H,H,0.7246915146661711,0.2153780122027628,0.05993047313106611,0.7246915146661711,0.7327187789866922,0.5093135024634083,1.3,5.5,9.5,1.056312108943688,0.7282229965156793,0.17212543554006968,0.09965156794425085,1.3,0.7246915146661711,-0.057901030933977526,0.0,1,1,0.30000000000000004,-5.55
2023,1,2023-08-14,cadiz,alaves,2023|2023-08-14|cadiz|alaves,2023|2023-08-14|cadiz|alaves,H,H,0.4188850696181656,0.3709403439022221,0.21017458647961226,0.4188850696181656,1.0601970634029685,0.04794472571594349,2.2,3.0,3.75,1.0545454545454545,0.4310344827586207,0.3160919540229885,0.25287356321839083,2.2,0.4188850696181656,-0.07845284684003562,0.0,1,1,1.2000000000000002,-4.35
2023,2,2023-08-18,mallorca,villarreal,2023|2023-08-18|mallorca|villarreal,2023|2023-08-18|mallorca|villarreal,A,A,0.2667677335579025,0.3200992923019594,0.4131329741401381,0.4131329741401381,1.0823371925122764,0.09303368183817873,2.8,3.2,2.6,1.0542582417582418,0.33876221498371334,0.29641693811074915,0.3648208469055374,2.6,0.4131329741401381,0.0741457327643592,0.046341082977724504,1,1,1.6,-2.75
2023,2,2023-08-18,valencia,las palmas,2023|2023-08-18|valencia|las palmas,2023|2023-08-18|valencia|laspalmas,H,H,0.47963383524010583,0.4074894883516533,0.11287667640824081,0.47963383524010583,0.9644580351619615,0.07214434688845256,1.57,3.9,6.0,1.0600195982361589,0.6008782066096602,0.2418919959941453,0.15722979739619442,1.57,0.47963383524010583,-0.2469748786730338,0.0,1,1,0.5700000000000001,-2.1799999999999997
2023,2,2023-08-19,almeria,real madrid,2023|2023-08-19|almeria|real madrid,2023|2023-08-19|almeria|realmadrid,A,A,0.09428582061693969,0.1387664961500995,0.7669476832329607,0.7669476832329607,0.7002068487488492,0.6281811870828612,8.0,4.75,1.4,1.0498120300751879,0.11906893464637423,0.20053715308863027,0.6803939122649956,1.4,0.7669476832329607,0.07372675652614491,0.1843168913153623,1,1,0.3999999999999999,-1.7799999999999998
2023,2,2023-08-19,osasuna,ath bilbao,2023|2023-08-19|osasuna|ath bilbao,2023|2023-08-19|osasuna|athbilbao,A,A,0.21487713955717114,0.3328499038286941,0.45227295661413475,0.45227295661413475,1.0554350060722713,0.11942305278544063,2.9,3.0,2.63,1.0583890564223593,0.3258041871412644,0.31494404756988886,0.35925176528884667,2.63,0.45227295661413475,0.1894778758951744,0.1162440956412113,1,1,1.63,-0.1499999999999999
