Season,Matchday,Date,HomeTeam_norm,AwayTeam_norm,pred_key,y_true,y_pred_market,pH_mkt_pred,pD_mkt_pred,pA_mkt_pred,conf_maxprob,entropy,margin_top12,B365H,B365D,B365A,overround,odds_pick,p_pick,ev_pick,kelly_pick,bet_placed,correct,profit,cum_profit_season
2010,1,2010-08-28,hercules,ath bilbao,2010|2010-08-28|hercules|ath bilbao,A,H,0.3756449948400413,0.28895768833849333,0.33539731682146545,0.3756449948400413,1.092933052588054,0.04024767801857587,2.5,3.25,2.8,1.0648351648351648,2.5,0.3756449948400413,-0.06088751289989669,0.0,1,0,-1.0,-1.0
2010,1,2010-08-28,levante,sevilla,2010|2010-08-28|levante|sevilla,A,A,0.2611940298507463,0.26865671641791045,0.4701492537313433,0.4701492537313433,1.0585759813000457,0.20149253731343286,3.6,3.5,2.0,1.0634920634920635,2.0,0.4701492537313433,-0.05970149253731338,0.0,1,1,1.0,0.0
2010,1,2010-08-28,malaga,valencia,2010|2010-08-28|malaga|valencia,A,A,0.3254437869822485,0.28402366863905326,0.3905325443786983,0.3905325443786983,1.0900277877922526,0.06508875739644976,2.88,3.3,2.4,1.066919191919192,2.4,0.3905325443786983,-0.06272189349112423,0.0,1,1,1.4,1.4
2010,1,2010-08-29,espanol,getafe,2010|2010-08-29|espanol|getafe,H,H,0.4471544715447154,0.2845528455284553,0.26829268292682923,0.4471544715447154,1.0705156003455132,0.1626016260162601,2.1,3.3,3.5,1.064935064935065,2.1,0.4471544715447154,-0.060975609756097726,0.0,1,1,1.1,2.5
2010,1,2010-08-29,la coruna,zaragoza,2010|2010-08-29|la coruna|zaragoza,D,H,0.4471544715447154,0.2845528455284553,0.26829268292682923,0.4471544715447154,1.0705156003455132,0.1626016260162601,2.1,3.3,3.5,1.064935064935065,2.1,0.4471544715447154,-0.060975609756097726,0.0,1,0,-1.0,1.5
2010,1,2010-08-29,mallorca,real madrid,2010|2010-08-29|mallorca|real madrid,D,A,0.11673292374412723,0.19660281893747744,0.6866642573183954,0.6866642573183954,0.82863878300913,0.490061438380918,8.0,4.75,1.36,1.0708204334365323,1.36,0.6866642573183954,-0.06613661004698215,0.0,1,0,-1.0,0.5
2010,1,2010-08-29,osasuna,almeria,2010|2010-08-29|osasuna|almeria,D,H,0.47134935304990755,0.27726432532347506,0.2513863216266174,0.47134935304990755,1.0573036363512132,0.1940850277264325,2.0,3.4,3.75,1.0607843137254902,2.0,0.47134935304990755,-0.0573012939001849,0.0,1,0,-1.0,-0.5
2010,1,2010-08-29,santander,barcelona,2010|2010-08-29|santander|barcelona,A,A,0.0625,0.15625,0.78125,0.78125,0.6561927920186199,0.625,15.0,6.0,1.2,1.0666666666666667,1.2,0.78125,-0.06250000000000003,0.0,1,1,0.19999999999999996,-0.30000000000000004
2010,1,2010-08-29,sociedad,villarreal,2010|2010-08-29|sociedad|villarreal,H,A,0.3141116751269035,0.2899492385786802,0.39593908629441626,0.39593908629441626,1.0895504542285734,0.08182741116751274,3.0,3.25,2.38,1.0611937082525318,2.38,0.39593908629441626,-0.05766497461928932,0.0,1,0,-1.0,-1.3
2010,1,2010-08-30,ath madrid,sp gijon,2010|2010-08-30|ath madrid|sp gijon,H,H,0.6106870229007634,0.233587786259542,0.15572519083969466,0.6106870229007634,0.9304519565952044,0.37709923664122136,1.53,4.0,6.0,1.0702614379084967,1.53,0.6106870229007634,-0.06564885496183204,0.0,1,1,0.53,-0.77
2010,2,2010-09-11,ath bilbao,ath madrid,2010|2010-09-11|ath bilbao|ath madrid,A,A,0.3141116751269035,0.2899492385786802,0.39593908629441626,0.39593908629441626,1.0895504542285734,0.08182741116751274,3.0,3.25,2.38,1.0611937082525318,2.38,0.39593908629441626,-0.05766497461928932,0.0,1,1,1.38,0.6099999999999999
2010,2,2010-09-11,barcelona,hercules,2010|2010-09-11|barcelona|hercules,A,H,0.8868864121413328,0.08546359971543753,0.02764998814322979,0.8868864121413328,0.41588394652784244,0.8014228124258953,1.06,11.0,34.0,1.0637170820300674,1.06,0.8868864121413328,-0.05990040313018719,0.0,1,0,-1.0,-0.3900000000000001
2010,2,2010-09-11,real madrid,osasuna,2010|2010-09-11|real madrid|osasuna,H,H,0.800753650494583,0.14413565708902495,0.05511069241639188,0.800753650494583,0.616853293712635,0.656617993405558,1.17,6.5,17.0,1.0673705379587732,1.17,0.800753650494583,-0.06311822892133792,0.0,1,1,0.16999999999999993,-0.2200000000000002
2010,2,2010-09-11,valencia,santander,2010|2010-09-11|valencia|santander,H,H,0.6500776404176282,0.2161921021250311,0.13373025745734066,0.6500776404176282,0.8801378906534865,0.4338855382925971,1.44,4.33,7.0,1.0682484695186774,1.44,0.6500776404176282,-0.06388819779861549,0.0,1,1,0.43999999999999995,0.21999999999999975
2010,2,2010-09-12,getafe,levante,2010|2010-09-12|getafe|levante,H,H,0.5970774629445347,0.2466872675849788,0.15623526947048658,0.5970774629445347,0.9432236762507678,0.35039019535955584,1.57,3.8,6.0,1.0667672365627445,1.57,0.5970774629445347,-0.06258838317708054,0.0,1,1,0.5700000000000001,0.7899999999999998
2010,2,2010-09-12,sevilla,la coruna,2010|2010-09-12|sevilla|la coruna,D,H,0.6292134831460674,0.23595505617977527,0.1348314606741573,0.6292134831460674,0.9024167554533056,0.3932584269662921,1.5,4.0,7.0,1.0595238095238095,1.5,0.6292134831460674,-0.0561797752808989,0.0,1,0,-1.0,-0.2100000000000002
2010,2,2010-09-12,sp gijon,mallorca,2010|2010-09-12|sp gijon|mallorca,H,H,0.3914110429447853,0.2846625766871166,0.3239263803680982,0.3914110429447853,1.0899493460683758,0.06748466257668712,2.4,3.3,2.9,1.0645245559038663,2.4,0.3914110429447853,-0.06061349693251539,0.0,1,1,1.4,1.1899999999999997
2010,2,2010-09-12,villarreal,espanol,2010|2010-09-12|villarreal|espanol,H,H,0.5223880597014926,0.26865671641791045,0.208955223880597,0.5223880597014926,1.0194586431391142,0.25373134328358216,1.8,3.5,4.5,1.0634920634920635,1.8,0.5223880597014926,-0.05970149253731327,0.0,1,1,0.8,1.9899999999999998
2010,2,2010-09-12,zaragoza,malaga,2010|2010-09-12|zaragoza|malaga,A,H,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.4903728275762602,1.0445314209612733,0.2148986803201846,1.91,3.4,4.0,1.0676778564829073,1.91,0.4903728275762602,-0.06338789932934302,0.0,1,0,-1.0,0.9899999999999998
2010,2,2010-09-13,almeria,sociedad,2010|2010-09-13|almeria|sociedad,D,H,0.42669584245076586,0.2888402625820569,0.2844638949671772,0.42669584245076586,1.079728803890797,0.13785557986870894,2.2,3.25,3.3,1.0652680652680653,2.2,0.42669584245076586,-0.06126914660831506,0.0,1,0,-1.0,-0.010000000000000231
2010,3,2010-09-18,espanol,almeria,2010|2010-09-18|espanol|almeria,H,H,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.4674220963172805,1.0590922454135032,0.18413597733711046,2.0,3.3,3.75,1.0696969696969696,2.0,0.4674220963172805,-0.06515580736543902,0.0,1,1,1.0,0.9899999999999998
2010,3,2010-09-18,mallorca,osasuna,2010|2010-09-18|mallorca|osasuna,H,H,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.4903728275762602,1.0445314209612733,0.2148986803201846,1.91,3.4,4.0,1.0676778564829073,1.91,0.4903728275762602,-0.06338789932934302,0.0,1,1,0.9099999999999999,1.8999999999999997
2010,3,2010-09-18,sociedad,real madrid,2010|2010-09-18|sociedad|real madrid,A,A,0.10991636798088411,0.20310633213859022,0.6869772998805257,0.6869772998805257,0.8243843371017421,0.4838709677419355,8.5,4.6,1.36,1.0703324808184143,1.36,0.6869772998805257,-0.065710872162485,0.0,1,1,0.3600000000000001,2.26
2010,3,2010-09-18,sp gijon,ath bilbao,2010|2010-09-18|sp gijon|ath bilbao,D,H,0.38970436220798016,0.2877816828612777,0.32251395493074225,0.38970436220798016,1.0906515105152046,0.0671904072772379,2.4,3.25,2.9,1.069186560565871,2.4,0.38970436220798016,-0.06470953070084773,0.0,1,0,-1.0,1.2599999999999998
2010,3,2010-09-19,ath madrid,barcelona,2010|2010-09-19|ath madrid|barcelona,A,A,0.1877107530910453,0.25028100412139376,0.5620082427875609,0.5620082427875609,0.9845454224650528,0.31172723866616714,5.0,3.75,1.67,1.0654690618762475,1.67,0.5620082427875609,-0.061446234544773326,0.0,1,1,0.6699999999999999,1.9299999999999997
2010,3,2010-09-19,hercules,valencia,2010|2010-09-19|hercules|valencia,A,A,0.2686975200156219,0.2938879125170865,0.4374145674672915,0.4374145674672915,1.0746830757919594,0.143526654950205,3.5,3.2,2.15,1.0633305647840532,2.15,0.4374145674672915,-0.05955867994532327,0.0,1,1,1.15,3.0799999999999996
2010,3,2010-09-19,levante,villarreal,2010|2010-09-19|levante|villarreal,A,A,0.24929178470254956,0.28328611898017003,0.46742209631728043,0.46742209631728043,1.0590922454135034,0.1841359773371104,3.75,3.3,2.0,1.0696969696969698,2.0,0.46742209631728043,-0.06515580736543919,0.0,1,1,1.0,4.08
2010,3,2010-09-19,malaga,sevilla,2010|2010-09-19|malaga|sevilla,A,A,0.28758169934640526,0.28758169934640526,0.42483660130718953,0.42483660130718953,1.080478049967446,0.13725490196078427,3.25,3.25,2.2,1.06993006993007,2.2,0.42483660130718953,-0.06535947712418289,0.0,1,1,1.2000000000000002,5.279999999999999
2010,3,2010-09-19,santander,zaragoza,2010|2010-09-19|santander|zaragoza,H,H,0.41746111389864526,0.29352734570998495,0.28901154039136984,0.41746111389864526,1.0832269604763596,0.12393376818866031,2.25,3.2,3.25,1.0646367521367521,2.25,0.41746111389864526,-0.0607124937280481,0.0,1,1,1.25,6.529999999999999
2010,3,2010-09-20,la coruna,getafe,2010|2010-09-20|la coruna|getafe,D,H,0.41746111389864526,0.29352734570998495,0.28901154039136984,0.41746111389864526,1.0832269604763596,0.12393376818866031,2.25,3.2,3.25,1.0646367521367521,2.25,0.41746111389864526,-0.0607124937280481,0.0,1,0,-1.0,5.529999999999999
2010,4,2010-09-21,ath bilbao,mallorca,2010|2010-09-21|ath bilbao|mallorca,H,H,0.4903728275762602,0.2754741472560756,0.23415302516766426,0.4903728275762602,1.0445314209612733,0.2148986803201846,1.91,3.4,4.0,1.0676778564829073,1.91,0.4903728275762602,-0.06338789932934302,0.0,1,1,0.9099999999999999,6.4399999999999995
2010,4,2010-09-21,osasuna,sociedad,2010|2010-09-21|osasuna|sociedad,H,H,0.4485336400230017,0.2898217366302473,0.26164462334675104,0.4485336400230017,1.0693673992974175,0.15871190339275443,2.1,3.25,3.6,1.0616605616605617,2.1,0.4485336400230017,-0.058079355951696277,0.0,1,1,1.1,7.54
2010,4,2010-09-21,real madrid,espanol,2010|2010-09-21|real madrid|espanol,H,H,0.8031206975676917,0.13423588802202846,0.06264341441027994,0.8031206975676917,0.6191919673431614,0.6688848095456632,1.17,7.0,15.0,1.0642246642246642,1.17,0.8031206975676917,-0.06034878384580081,0.0,1,1,0.16999999999999993,7.71
2010,4,2010-09-22,almeria,levante,2010|2010-09-22|almeria|levante,A,H,0.5352112676056339,0.26760563380281693,0.1971830985915493,0.5352112676056339,1.0074768166416161,0.26760563380281693,1.75,3.5,4.75,1.0676691729323307,1.75,0.5352112676056339,-0.06338028169014076,0.0,1,0,-1.0,6.71
2010,4,2010-09-22,barcelona,sp gijon,2010|2010-09-22|barcelona|sp gijon,H,H,0.8215962441314555,0.13380281690140847,0.044600938967136156,0.8215962441314555,0.5692870764572988,0.687793427230047,1.14,7.0,21.0,1.0676691729323309,1.14,0.8215962441314555,-0.06338028169014083,0.0,1,1,0.1399999999999999,6.85
2010,4,2010-09-22,valencia,ath madrid,2010|2010-09-22|valencia|ath madrid,D,H,0.4452054794520548,0.28767123287671237,0.2671232876712329,0.4452054794520548,1.071303877118103,0.15753424657534243,2.1,3.25,3.5,1.0695970695970696,2.1,0.4452054794520548,-0.06506849315068486,0.0,1,0,-1.0,5.85
2010,4,2010-09-22,zaragoza,hercules,2010|2010-09-22|zaragoza|hercules,D,H,0.48113723346090764,0.28430836522689995,0.23455440131219246,0.48113723346090764,1.0496945342219497,0.1968288682340077,1.95,3.3,4.0,1.065850815850816,1.95,0.48113723346090764,-0.061782394751230096,0.0,1,0,-1.0,4.85
2010,4,2010-09-23,getafe,malaga,2010|2010-09-23|getafe|malaga,A,H,0.5240103828682673,0.2774172615184945,0.19857235561323813,0.5240103828682673,1.01536430678722,0.2465931213497728,1.8,3.4,4.75,1.0601995184038528,1.8,0.5240103828682673,-0.05678131083711885,0.0,1,0,-1.0,3.8499999999999996
2010,4,2010-09-23,sevilla,santander,2010|2010-09-23|sevilla|santander,D,H,0.6292134831460674,0.23595505617977527,0.1348314606741573,0.6292134831460674,0.9024167554533056,0.3932584269662921,1.5,4.0,7.0,1.0595238095238095,1.5,0.6292134831460674,-0.0561797752808989,0.0,1,0,-1.0,2.8499999999999996
2010,4,2010-09-23,villarreal,la coruna,2010|2010-09-23|villarreal|la coruna,H,H,0.5620082427875609,0.25028100412139376,0.1877107530910453,0.5620082427875609,0.9845454224650529,0.31172723866616714,1.67,3.75,5.0,1.0654690618762475,1.67,0.5620082427875609,-0.061446234544773326,0.0,1,1,0.6699999999999999,3.5199999999999996
2010,5,2010-09-25,ath bilbao,barcelona,2010|2010-09-25|ath bilbao|barcelona,A,A,0.15623526947048658,0.24668726758497878,0.5970774629445347,0.5970774629445347,0.9432236762507678,0.3503901953595559,6.0,3.8,1.57,1.0667672365627445,1.57,0.5970774629445347,-0.06258838317708054,0.0,1,1,0.5700000000000001,4.09
2010,5,2010-09-25,levante,real madrid,2010|2010-09-25|levante|real madrid,D,A,0.07823613086770981,0.17069701280227595,0.7510668563300142,0.7510668563300142,0.7161176711584067,0.5803698435277382,12.0,5.5,1.25,1.0651515151515152,1.25,0.7510668563300142,-0.061166429587482196,0.0,1,0,-1.0,3.09
2010,5,2010-09-25,sp gijon,valencia,2010|2010-09-25|sp gijon|valencia,A,A,0.2888402625820569,0.2844638949671772,0.42669584245076586,0.42669584245076586,1.079728803890797,0.13785557986870894,3.25,3.3,2.2,1.0652680652680653,2.2,0.42669584245076586,-0.06126914660831506,0.0,1,1,1.2000000000000002,4.29
2010,5,2010-09-26,ath madrid,zaragoza,2010|2010-09-26|ath madrid|zaragoza,H,H,0.6106870229007634,0.233587786259542,0.15572519083969466,0.6106870229007634,0.9304519565952044,0.37709923664122136,1.53,4.0,6.0,1.0702614379084967,1.53,0.6106870229007634,-0.06564885496183204,0.0,1,1,0.53,4.82
2010,5,2010-09-26,espanol,osasuna,2010|2010-09-26|espanol|osasuna,H,H,0.42669584245076586,0.2844638949671772,0.2888402625820569,0.42669584245076586,1.0797288038907968,0.13785557986870894,2.2,3.3,3.25,1.0652680652680653,2.2,0.42669584245076586,-0.06126914660831506,0.0,1,1,1.2000000000000002,6.02
2010,5,2010-09-26,hercules,sevilla,2010|2010-09-26|hercules|sevilla,H,A,0.2682926829268293,0.28455284552845533,0.4471544715447155,0.4471544715447155,1.0705156003455132,0.16260162601626016,3.5,3.3,2.1,1.064935064935065,2.1,0.4471544715447155,-0.06097560975609739,0.0,1,0,-1.0,5.02
