Season,Matchday,Date,HomeTeam_norm,AwayTeam_norm,pred_key,y_true,y_pred_market,pH_mkt_pred,pD_mkt_pred,pA_mkt_pred,conf_maxprob,entropy,margin_top12,B365H,B365D,B365A,overround,odds_pick,p_pick,ev_pick,kelly_pick,bet_placed,correct,profit,cum_profit_season
2013,1,2013-08-17,sociedad,getafe,2013|2013-08-17|sociedad|getafe,H,H,0.5420741468672235,0.26049674280008245,0.19742911033269403,0.5420741468672235,1.0026557211447464,0.2815774040671411,1.73,3.6,4.75,1.0663387756481764,1.73,0.5420741468672235,-0.062211725919703253,0.0,1,1,0.73,0.73
2013,1,2013-08-17,valencia,malaga,2013|2013-08-17|valencia|malaga,H,H,0.6106870229007634,0.233587786259542,0.15572519083969466,0.6106870229007634,0.9304519565952044,0.37709923664122136,1.53,4.0,6.0,1.0702614379084967,1.53,0.6106870229007634,-0.06564885496183204,0.0,1,1,0.53,1.26
2013,1,2013-08-17,valladolid,ath bilbao,2013|2013-08-17|valladolid|ath bilbao,A,H,0.37729685585953454,0.28583095140873827,0.33687219273172725,0.37729685585953454,1.092256011442404,0.04042466312780729,2.5,3.3,2.8,1.0601731601731603,2.5,0.37729685585953454,-0.0567578603511637,0.0,1,0,-1.0,0.26
2013,1,2013-08-18,barcelona,levante,2013|2013-08-18|barcelona|levante,H,H,0.869914346895075,0.09395074946466812,0.03613490364025697,0.869914346895075,0.46340959637014595,0.7759635974304069,1.08,10.0,26.0,1.0643874643874645,1.08,0.869914346895075,-0.06049250535331897,0.0,1,1,0.08000000000000007,0.3400000000000001
2013,1,2013-08-18,osasuna,granada,2013|2013-08-18|osasuna|granada,A,H,0.4674220963172805,0.28328611898017003,0.2492917847025496,0.4674220963172805,1.0590922454135032,0.18413597733711046,2.0,3.3,3.75,1.0696969696969696,2.0,0.4674220963172805,-0.06515580736543902,0.0,1,0,-1.0,-0.6599999999999999
2013,1,2013-08-18,real madrid,betis,2013|2013-08-18|real madrid|betis,H,H,0.8090834919771553,0.13523252651618167,0.05568398150666304,0.8090834919771553,0.6027935011373917,0.6738509654609737,1.17,7.0,17.0,1.0563815269697623,1.17,0.8090834919771553,-0.05337231438672829,0.0,1,1,0.16999999999999993,-0.49
2013,1,2013-08-18,sevilla,ath madrid,2013|2013-08-18|sevilla|ath madrid,A,A,0.33687219273172725,0.28583095140873827,0.3772968558595346,0.3772968558595346,1.092256011442404,0.04042466312780735,2.8,3.3,2.5,1.0601731601731603,2.5,0.3772968558595346,-0.05675786035116348,0.0,1,1,1.5,1.01
2013,1,2013-08-19,almeria,villarreal,2013|2013-08-19|almeria|villarreal,A,H,0.3625875566543057,0.29460238978162345,0.3428100535640709,0.3625875566543057,1.0948883843977826,0.019777503090234794,2.6,3.2,2.75,1.0607517482517483,2.6,0.3625875566543057,-0.05727235269880515,0.0,1,0,-1.0,0.010000000000000009
2013,1,2013-08-19,celta,espanol,2013|2013-08-19|celta|espanol,D,H,0.4283464566929134,0.29448818897637796,0.2771653543307087,0.4283464566929134,1.0788208154107488,0.13385826771653542,2.2,3.2,3.4,1.0611631016042782,2.2,0.4283464566929134,-0.05763779527559054,0.0,1,0,-1.0,-0.99
2013,1,2013-08-19,vallecano,elche,2013|2013-08-19|vallecano|elche,H,H,0.4193548387096774,0.2903225806451613,0.2903225806451613,0.4193548387096774,1.0825554612899229,0.12903225806451607,2.25,3.25,3.25,1.0598290598290598,2.25,0.4193548387096774,-0.05645161290322587,0.0,1,1,1.25,0.26
2013,2,2013-08-23,ath bilbao,osasuna,2013|2013-08-23|ath bilbao|osasuna,H,H,0.5791912384161753,0.25021061499578773,0.1705981465880371,0.5791912384161753,0.9646576211814151,0.32898062342038753,1.62,3.75,5.5,1.0657687991021325,1.62,0.5791912384161753,-0.061710193765796006,0.0,1,1,0.6200000000000001,0.8800000000000001
2013,2,2013-08-23,getafe,almeria,2013|2013-08-23|getafe|almeria,D,H,0.5078597339782346,0.26844014510278114,0.22370012091898428,0.5078597339782346,1.0321128145501122,0.23941958887545345,1.85,3.5,4.2,1.0643500643500643,1.85,0.5078597339782346,-0.06045949214026597,0.0,1,0,-1.0,-0.11999999999999988
2013,2,2013-08-24,elche,sociedad,2013|2013-08-24|elche|sociedad,D,A,0.2944881889763779,0.27716535433070866,0.4283464566929133,0.4283464566929133,1.0788208154107488,0.13385826771653542,3.2,3.4,2.2,1.0611631016042782,2.2,0.4283464566929133,-0.05763779527559054,0.0,1,0,-1.0,-1.1199999999999999
2013,2,2013-08-24,espanol,valencia,2013|2013-08-24|espanol|valencia,H,A,0.3141116751269035,0.2899492385786802,0.39593908629441626,0.39593908629441626,1.0895504542285734,0.08182741116751274,3.0,3.25,2.38,1.0611937082525318,2.38,0.39593908629441626,-0.05766497461928932,0.0,1,0,-1.0,-2.12
2013,2,2013-08-24,villarreal,valladolid,2013|2013-08-24|villarreal|valladolid,H,H,0.5059732958538299,0.26001405481377377,0.23401264933239635,0.5059732958538299,1.0348244716689665,0.24595924104005612,1.85,3.6,4.0,1.0683183183183182,1.85,0.5059732958538299,-0.06394940267041466,0.0,1,1,0.8500000000000001,-1.2699999999999998
2013,2,2013-08-25,ath madrid,vallecano,2013|2013-08-25|ath madrid|vallecano,H,H,0.7274238802868128,0.1787384391561883,0.09383768055699887,0.7274238802868128,0.7612948721082883,0.5486854411306246,1.29,5.25,10.0,1.0656699889258028,1.29,0.7274238802868128,-0.061623194430011435,0.0,1,1,0.29000000000000004,-0.9799999999999998
2013,2,2013-08-25,betis,celta,2013|2013-08-25|betis|celta,A,H,0.5223880597014926,0.26865671641791045,0.208955223880597,0.5223880597014926,1.0194586431391144,0.25373134328358216,1.8,3.5,4.5,1.0634920634920635,1.8,0.5223880597014926,-0.05970149253731327,0.0,1,0,-1.0,-1.9799999999999998
2013,2,2013-08-25,levante,sevilla,2013|2013-08-25|levante|sevilla,D,A,0.2682926829268293,0.28455284552845533,0.4471544715447155,0.4471544715447155,1.0705156003455132,0.16260162601626016,3.5,3.3,2.1,1.064935064935065,2.1,0.4471544715447155,-0.06097560975609739,0.0,1,0,-1.0,-2.9799999999999995
2013,2,2013-08-25,malaga,barcelona,2013|2013-08-25|malaga|barcelona,A,A,0.07234631350069183,0.15675034591816564,0.7709033405811425,0.7709033405811425,0.6810597616450668,0.6141529946629769,13.0,6.0,1.22,1.0632618747372846,1.22,0.7709033405811425,-0.05949792449100616,0.0,1,1,0.21999999999999997,-2.76
2013,2,2013-08-26,granada,real madrid,2013|2013-08-26|granada|real madrid,A,A,0.12495729415784079,0.17039631021523746,0.7046463956269218,0.7046463956269218,0.8080901542043503,0.5342500854116843,7.5,5.5,1.33,1.0670312143996354,1.33,0.7046463956269218,-0.062820293816194,0.0,1,1,0.33000000000000007,-2.4299999999999997
