Season,Matchday,Date,HomeTeam_norm,AwayTeam_norm,pred_key,pred_key_match,y_true,y_pred,proba_H,proba_D,proba_A,conf_maxprob,entropy,margin_top12,B365H,B365D,B365A,overround,pH_mkt,pD_mkt,pA_mkt,odds_pick,p_pick,ev_pick,kelly_pick,bet_placed,correct,profit,cum_profit_season
2014,1,2014-08-23,almeria,espanol,2014|2014-08-23|almeria|espanol,2014|2014-08-23|almeria|espanol,D,A,0.27270018168820254,0.34677818711743635,0.3805216311943611,0.3805216311943611,1.0892688100830967,0.033743444076924756,2.55,3.3,2.7,1.0655575361457714,0.36802973977695175,0.2843866171003718,0.3475836431226766,2.7,0.3805216311943611,0.027408404224775085,0.01612259072045593,1,0,-1.0,-1.0
2014,1,2014-08-23,granada,la coruna,2014|2014-08-23|granada|la coruna,2014|2014-08-23|granada|lacoruna,H,H,0.43736629157513346,0.28143620433453015,0.28119750409033634,0.43736629157513346,1.0752684861436221,0.1559300872406033,1.95,3.2,4.2,1.063415750915751,0.48223896663078586,0.2938643702906351,0.2238966630785791,1.95,0.43736629157513346,-0.14713573142848974,0.0,1,1,0.95,-0.050000000000000044
2014,1,2014-08-23,malaga,ath bilbao,2014|2014-08-23|malaga|ath bilbao,2014|2014-08-23|malaga|athbilbao,H,A,0.27494013271077533,0.2991490332198268,0.42591083406939795,0.42591083406939795,1.0795459393023692,0.12676180084957117,2.8,3.3,2.45,1.0683364254792826,0.3342981186685962,0.28364688856729375,0.3820549927641099,2.45,0.42591083406939795,0.043481543470025086,0.029987271358637987,1,0,-1.0,-1.05
2014,1,2014-08-23,sevilla,valencia,2014|2014-08-23|sevilla|valencia,2014|2014-08-23|sevilla|valencia,D,H,0.4274240777067687,0.2546754258583587,0.3179004964348725,0.4274240777067687,1.0759568772927766,0.10952358127189621,2.05,3.5,3.5,1.059233449477352,0.4605263157894737,0.2697368421052631,0.2697368421052631,2.05,0.4274240777067687,-0.12378064070112421,0.0,1,0,-1.0,-2.05
2014,1,2014-08-24,barcelona,elche,2014|2014-08-24|barcelona|elche,2014|2014-08-24|barcelona|elche,H,H,0.9275241141912286,0.03754008798185745,0.03493579782691389,0.9275241141912286,0.3101863728282438,0.8899840262093711,1.1,9.0,21.0,1.0678210678210678,0.8513513513513513,0.10405405405405405,0.0445945945945946,1.1,0.9275241141912286,0.020276525610351537,0.2027652561035152,1,1,0.10000000000000009,-1.95
2014,1,2014-08-24,celta,getafe,2014|2014-08-24|celta|getafe,2014|2014-08-24|celta|getafe,H,H,0.4668751745558278,0.2216728960696035,0.3114519293745688,0.4668751745558278,1.0528894294643059,0.155423245181259,1.91,3.4,4.0,1.0676778564829073,0.4903728275762602,0.2754741472560756,0.23415302516766426,1.91,0.4668751745558278,-0.10826841659836905,0.0,1,1,0.9099999999999999,-1.04
2014,1,2014-08-24,eibar,sociedad,2014|2014-08-24|eibar|sociedad,2014|2014-08-24|eibar|sociedad,H,D,0.2970051679550061,0.3623215387265665,0.3406732933184274,0.3623215387265665,1.0952509032069557,0.021648245408139144,3.25,3.4,2.2,1.056355409296586,0.29127725856697817,0.27842679127725856,0.43029595015576316,3.4,0.3623215387265665,0.23189323167032627,0.09662217986263595,1,0,-1.0,-2.04
2014,1,2014-08-24,levante,villarreal,2014|2014-08-24|levante|villarreal,2014|2014-08-24|levante|villarreal,A,A,0.2199675779474732,0.33039613562146514,0.4496362864310617,0.4496362864310617,1.0583945050308716,0.11924015080959655,3.4,3.4,2.1,1.0644257703081232,0.27631578947368424,0.27631578947368424,0.4473684210526316,2.1,0.4496362864310617,-0.05576379849477042,0.0,1,1,1.1,-0.94
2014,1,2014-08-25,real madrid,cordoba,2014|2014-08-25|real madrid|cordoba,2014|2014-08-25|realmadrid|cordoba,H,H,0.903035012649974,0.049768138206624,0.0471968491434019,0.903035012649974,0.38553963895970167,0.85326687444335,1.06,11.0,29.0,1.068788075944875,0.8826784726065301,0.08505810736026563,0.032263420033204204,1.06,0.903035012649974,-0.042782886591027525,0.0,1,1,0.06000000000000005,-0.8799999999999999
2014,1,2014-08-25,vallecano,ath madrid,2014|2014-08-25|vallecano|ath madrid,2014|2014-08-25|vallecano|athmadrid,D,A,0.130986307663847,0.1878897666788365,0.6811239256573165,0.6811239256573165,0.8419429123108138,0.49323415897848,7.0,4.0,1.5,1.0595238095238095,0.1348314606741573,0.23595505617977527,0.6292134831460674,1.5,0.6811239256573165,0.021685888485974747,0.043371776971949494,1,0,-1.0,-1.88
