match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2025-08-15,1,-1.0,-1.0,-1.0,-1.0,girona,vallecano,Away,Draw,Home
2,2025-08-15,1,-0.6,-0.6,0.4,0.4,villarreal,real oviedo,Home,Home,Home
3,2025-08-16,1,-0.2,-0.2,0.4,0.4,mallorca,barcelona,Away,Away,Away
4,2025-08-16,1,-1.2,0.95,-1.0,1.15,alaves,levante,Home,Draw,Home
5,2025-08-16,1,0.7,-0.05,1.9,-1.0,valencia,sociedad,Draw,Draw,Home
6,2025-08-17,1,1.27,0.52,0.57,0.57,ath bilbao,sevilla,Home,Home,Home
7,2025-08-17,1,0.27,-0.48,-1.0,-1.0,espanol,ath madrid,Home,Away,Away
8,2025-08-17,1,-0.73,-1.48,-1.0,-1.0,celta,getafe,Away,Home,Home
9,2025-08-18,1,-1.73,-2.48,-1.0,-1.0,elche,betis,Draw,Away,Away
10,2025-08-19,1,-1.51,-2.26,0.22,0.22,real madrid,osasuna,Home,Home,Home
11,2025-08-22,2,-0.6,-1.35,0.91,0.91,betis,alaves,Home,Home,Home
12,2025-08-23,2,-1.6,-2.35,-1.0,-1.0,ath madrid,elche,Draw,Home,Home
13,2025-08-23,2,-1.35,-2.1,0.25,0.25,levante,barcelona,Away,Away,Away
14,2025-08-23,2,-2.35,-3.1,-1.0,-1.0,mallorca,celta,Draw,Away,Away
15,2025-08-24,2,-2.05,-2.8,0.3,0.3,real oviedo,real madrid,Away,Away,Away
16,2025-08-24,2,-1.52,-2.27,0.53,0.53,villarreal,girona,Home,Home,Home
17,2025-08-24,2,-0.12,-0.87,1.4,1.4,osasuna,valencia,Home,Home,Home
18,2025-08-24,2,-1.12,-1.87,-1.0,-1.0,sociedad,espanol,Draw,Home,Home
19,2025-08-25,2,-0.42,-1.17,0.7,0.7,ath bilbao,vallecano,Home,Home,Home
20,2025-08-25,2,-1.42,-2.17,-1.0,-1.0,sevilla,getafe,Away,Home,Home
21,2025-08-27,6,-2.42,-3.17,-1.0,-1.0,celta,betis,Draw,Home,Home
22,2025-08-29,3,-3.42,-2.02,-1.0,1.15,elche,levante,Home,Away,Home
23,2025-08-29,3,-2.12,-0.72,1.3,1.3,valencia,getafe,Home,Home,Home
24,2025-08-30,3,-1.94,-0.54,0.18,0.18,real madrid,mallorca,Home,Home,Home
25,2025-08-30,3,-2.94,-1.54,-1.0,-1.0,girona,sevilla,Away,Draw,Home
26,2025-08-30,3,-3.94,-2.54,-1.0,-1.0,alaves,ath madrid,Draw,Away,Away
27,2025-08-30,3,-4.94,-3.54,-1.0,-1.0,real oviedo,sociedad,Home,Away,Away
28,2025-08-31,3,-5.94,-4.54,-1.0,-1.0,celta,villarreal,Draw,Away,Away
29,2025-08-31,3,-6.94,-2.99,-1.0,1.55,betis,ath bilbao,Away,Home,Away
30,2025-08-31,3,-7.94,-1.61,-1.0,1.38,espanol,osasuna,Home,Draw,Home
31,2025-08-31,3,-8.94,-2.61,-1.0,-1.0,vallecano,barcelona,Draw,Away,Away
32,2025-09-12,4,-9.94,-3.61,-1.0,-1.0,sevilla,elche,Draw,Home,Home
33,2025-09-13,4,-8.99,-2.66,0.95,0.95,getafe,real oviedo,Home,Home,Home
34,2025-09-13,4,-8.39,-2.06,0.6,0.6,sociedad,real madrid,Away,Away,Away
35,2025-09-13,4,-7.59,-1.26,0.8,0.8,ath madrid,villarreal,Home,Home,Home
36,2025-09-13,4,-8.59,-2.26,-1.0,-1.0,ath bilbao,alaves,Away,Home,Home
37,2025-09-14,4,-9.59,-3.26,-1.0,-1.0,celta,girona,Draw,Home,Home
38,2025-09-14,4,-10.59,-4.26,-1.0,-1.0,levante,betis,Draw,Away,Away
39,2025-09-14,4,-9.04,-2.71,1.55,1.55,osasuna,vallecano,Home,Home,Home
40,2025-09-14,4,-8.82,-2.49,0.22,0.22,barcelona,valencia,Home,Home,Home
41,2025-09-15,4,-7.72,-1.39,1.1,1.1,espanol,mallorca,Home,Home,Home
42,2025-09-19,5,-6.81,-0.48,0.91,0.91,betis,sociedad,Home,Home,Home
43,2025-09-20,5,-7.81,-1.48,-1.0,-1.0,girona,levante,Away,Draw,Home
