match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2014-08-23,1,-1.0,-1.0,-1.0,-1.0,almeria,espanol,Draw,Home,Home
2,2014-08-23,1,-0.05,-0.05,0.95,0.95,granada,la coruna,Home,Home,Home
3,2014-08-23,1,-1.05,-1.05,-1.0,-1.0,malaga,ath bilbao,Home,Away,Away
4,2014-08-23,1,-2.05,-2.05,-1.0,-1.0,sevilla,valencia,Draw,Home,Home
5,2014-08-24,1,-1.95,-1.95,0.1,0.1,barcelona,elche,Home,Home,Home
6,2014-08-24,1,-1.04,-1.04,0.91,0.91,celta,getafe,Home,Home,Home
7,2014-08-24,1,-2.04,-2.04,-1.0,-1.0,eibar,sociedad,Home,Away,Away
8,2014-08-24,1,-3.04,-0.94,-1.0,1.1,levante,villarreal,Away,Home,Away
9,2014-08-25,1,-2.98,-0.88,0.06,0.06,real madrid,cordoba,Home,Home,Home
10,2014-08-25,1,-3.98,-1.88,-1.0,-1.0,vallecano,ath madrid,Draw,Away,Away
11,2014-08-29,2,-3.43,-1.33,0.55,0.55,valencia,malaga,Home,Home,Home
12,2014-08-29,2,-2.43,-0.33,1.0,1.0,getafe,almeria,Home,Home,Home
13,2014-08-30,2,-2.1,0.0,0.33,0.33,ath bilbao,levante,Home,Home,Home
14,2014-08-30,2,-1.88,0.22,0.22,0.22,ath madrid,eibar,Home,Home,Home
15,2014-08-30,2,0.42,-0.78,2.3,-1.0,cordoba,celta,Draw,Draw,Away
16,2014-08-30,2,-0.58,-1.78,-1.0,-1.0,espanol,sevilla,Away,Draw,Home
17,2014-08-31,2,1.72,-2.78,2.3,-1.0,la coruna,vallecano,Draw,Draw,Home
18,2014-08-31,2,0.72,-3.78,-1.0,-1.0,sociedad,real madrid,Home,Draw,Away
19,2014-08-31,2,-0.28,-4.78,-1.0,-1.0,elche,granada,Draw,Home,Home
20,2014-08-31,2,-1.28,-4.21,-1.0,0.57,villarreal,barcelona,Away,Draw,Away
21,2014-09-12,3,-2.28,-5.21,-1.0,-1.0,almeria,cordoba,Draw,Home,Home
22,2014-09-13,3,-3.28,-6.21,-1.0,-1.0,real madrid,ath madrid,Away,Home,Home
23,2014-09-13,3,-4.28,-7.21,-1.0,-1.0,malaga,levante,Draw,Home,Home
24,2014-09-13,3,-3.98,-6.91,0.3,0.3,barcelona,ath bilbao,Home,Home,Home
25,2014-09-13,3,-4.98,-7.91,-1.0,-1.0,celta,sociedad,Draw,Home,Home
26,2014-09-14,3,-2.78,-8.91,2.2,-1.0,granada,villarreal,Draw,Draw,Away
27,2014-09-14,3,-2.34,-8.47,0.44,0.44,sevilla,getafe,Home,Home,Home
28,2014-09-14,3,-1.72,-7.85,0.62,0.62,valencia,espanol,Home,Home,Home
29,2014-09-14,3,-2.72,-8.85,-1.0,-1.0,vallecano,elche,Away,Home,Home
30,2014-09-15,3,-3.72,-9.85,-1.0,-1.0,eibar,la coruna,Away,Home,Home
31,2014-09-19,4,-4.72,-10.85,-1.0,-1.0,elche,eibar,Away,Home,Home
32,2014-09-20,4,-2.42,-11.85,2.3,-1.0,espanol,malaga,Draw,Draw,Home
33,2014-09-20,4,-2.17,-11.6,0.25,0.25,la coruna,real madrid,Away,Away,Away
34,2014-09-20,4,-3.17,-12.6,-1.0,-1.0,ath madrid,celta,Draw,Home,Home
35,2014-09-20,4,-4.17,-13.6,-1.0,-1.0,ath bilbao,granada,Away,Home,Home
36,2014-09-21,4,-5.17,-12.6,-1.0,1.0,cordoba,sevilla,Away,Draw,Away
37,2014-09-21,4,-6.17,-12.42,-1.0,0.18,levante,barcelona,Away,Draw,Away
38,2014-09-21,4,-7.17,-13.42,-1.0,-1.0,sociedad,almeria,Away,Home,Home
39,2014-09-21,4,-6.64,-12.89,0.53,0.53,villarreal,vallecano,Home,Home,Home
40,2014-09-22,4,-7.64,-11.84,-1.0,1.05,getafe,valencia,Away,Draw,Away
41,2014-09-23,5,-7.07,-11.27,0.57,0.57,celta,la coruna,Home,Home,Home
42,2014-09-23,5,-6.99,-11.19,0.08,0.08,real madrid,elche,Home,Home,Home
43,2014-09-24,5,-7.99,-12.19,-1.0,-1.0,vallecano,ath bilbao,Home,Draw,Away
44,2014-09-24,5,-8.99,-13.19,-1.0,-1.0,malaga,barcelona,Draw,Away,Away
45,2014-09-24,5,-6.99,-14.19,2.0,-1.0,eibar,villarreal,Draw,Draw,Away
46,2014-09-24,5,-0.99,-15.19,6.0,-1.0,granada,levante,Away,Away,Home
47,2014-09-24,5,-0.42,-14.62,0.57,0.57,almeria,ath madrid,Away,Away,Away
48,2014-09-24,5,-1.42,-13.82,-1.0,0.8,sevilla,sociedad,Home,Away,Home
49,2014-09-25,5,-2.42,-13.15,-1.0,0.67,espanol,getafe,Home,Draw,Home
50,2014-09-25,5,-2.09,-12.82,0.33,0.33,valencia,cordoba,Home,Home,Home
51,2014-09-26,6,-3.09,-11.42,-1.0,1.4,elche,celta,Away,Draw,Away
52,2014-09-27,6,-4.09,-10.02,-1.0,1.4,levante,vallecano,Away,Draw,Away
53,2014-09-27,6,-5.09,-11.02,-1.0,-1.0,ath bilbao,eibar,Draw,Home,Home
54,2014-09-27,6,-4.96,-10.89,0.13,0.13,barcelona,granada,Home,Home,Home
55,2014-09-27,6,-4.34,-10.27,0.62,0.62,villarreal,real madrid,Away,Away,Away
56,2014-09-27,6,-3.67,-9.6,0.67,0.67,ath madrid,sevilla,Home,Home,Home
57,2014-09-28,6,-1.42,-10.6,2.25,-1.0,cordoba,espanol,Draw,Draw,Away
58,2014-09-28,6,-2.42,-11.6,-1.0,-1.0,la coruna,almeria,Away,Home,Home
59,2014-09-28,6,-0.12,-12.6,2.3,-1.0,sociedad,valencia,Draw,Draw,Away
60,2014-09-28,6,-1.12,-13.6,-1.0,-1.0,getafe,malaga,Home,Away,Away
61,2014-10-03,7,-2.12,-14.6,-1.0,-1.0,getafe,cordoba,Draw,Home,Home
62,2014-10-04,7,-1.87,-14.35,0.25,0.25,vallecano,barcelona,Away,Away,Away
63,2014-10-04,7,-2.87,-15.35,-1.0,-1.0,almeria,elche,Draw,Home,Home
64,2014-10-04,7,-3.87,-16.35,-1.0,-1.0,eibar,levante,Draw,Home,Home
65,2014-10-04,7,-3.07,-15.55,0.8,0.8,malaga,granada,Home,Home,Home
66,2014-10-04,7,-4.07,-16.55,-1.0,-1.0,valencia,ath madrid,Home,Away,Away
67,2014-10-05,7,-3.67,-16.15,0.4,0.4,sevilla,la coruna,Home,Home,Home
68,2014-10-05,7,-3.47,-15.95,0.2,0.2,real madrid,ath bilbao,Home,Home,Home
69,2014-10-05,7,-1.47,-16.95,2.0,-1.0,celta,villarreal,Away,Away,Home
70,2014-10-05,7,-2.47,-15.45,-1.0,1.5,espanol,sociedad,Home,Away,Home
71,2014-10-17,8,-0.17,-16.45,2.3,-1.0,granada,vallecano,Away,Away,Home
72,2014-10-18,8,2.43,-17.45,2.6,-1.0,ath bilbao,celta,Draw,Draw,Home
73,2014-10-18,8,2.53,-17.35,0.1,0.1,barcelona,eibar,Home,Home,Home
74,2014-10-18,8,3.91,-15.97,1.38,1.38,cordoba,malaga,Away,Away,Away
75,2014-10-18,8,4.08,-15.8,0.17,0.17,levante,real madrid,Away,Away,Away
76,2014-10-19,8,4.41,-15.47,0.33,0.33,ath madrid,espanol,Home,Home,Home
77,2014-10-19,8,3.41,-14.42,-1.0,1.05,elche,sevilla,Away,Draw,Away
78,2014-10-19,8,2.41,-15.42,-1.0,-1.0,la coruna,valencia,Home,Away,Away
79,2014-10-19,8,2.74,-15.09,0.33,0.33,villarreal,almeria,Home,Home,Home
80,2014-10-20,8,1.74,-16.09,-1.0,-1.0,sociedad,getafe,Away,Home,Home
81,2014-10-24,9,2.18,-15.65,0.44,0.44,celta,levante,Home,Home,Home
82,2014-10-25,9,1.18,-14.45,-1.0,1.2,almeria,ath bilbao,Away,Draw,Away
83,2014-10-25,9,0.18,-15.45,-1.0,-1.0,cordoba,sociedad,Draw,Away,Away
84,2014-10-25,9,-0.82,-16.45,-1.0,-1.0,eibar,granada,Draw,Home,Home
85,2014-10-25,9,0.56,-15.07,1.38,1.38,real madrid,barcelona,Home,Home,Home
86,2014-10-25,9,0.92,-14.71,0.36,0.36,valencia,elche,Home,Home,Home
87,2014-10-26,9,-0.08,-15.71,-1.0,-1.0,espanol,la coruna,Draw,Home,Home
88,2014-10-26,9,0.45,-15.18,0.53,0.53,getafe,ath madrid,Away,Away,Away
89,2014-10-26,9,-0.55,-14.35,-1.0,0.83,malaga,vallecano,Home,Away,Home
90,2014-10-26,9,0.45,-13.35,1.0,1.0,sevilla,villarreal,Home,Home,Home
91,2014-10-31,10,-0.55,-14.35,-1.0,-1.0,la coruna,getafe,Away,Draw,Home
92,2014-11-01,10,-1.55,-15.35,-1.0,-1.0,sociedad,malaga,Away,Home,Home
93,2014-11-01,10,-1.35,-15.15,0.2,0.2,granada,real madrid,Away,Away,Away
94,2014-11-01,10,-2.35,-16.15,-1.0,-1.0,barcelona,celta,Away,Home,Home
95,2014-11-01,10,-2.17,-15.97,0.18,0.18,ath madrid,cordoba,Home,Home,Home
96,2014-11-02,10,-3.17,-14.57,-1.0,1.4,ath bilbao,sevilla,Home,Draw,Home
97,2014-11-02,10,-4.17,-12.94,-1.0,1.63,elche,espanol,Home,Draw,Home
98,2014-11-02,10,-5.17,-11.54,-1.0,1.4,levante,almeria,Home,Draw,Home
99,2014-11-02,10,-6.17,-12.54,-1.0,-1.0,villarreal,valencia,Away,Home,Home
100,2014-11-03,10,-7.17,-13.54,-1.0,-1.0,vallecano,eibar,Away,Home,Home
101,2014-11-07,11,-5.07,-14.54,2.1,-1.0,cordoba,la coruna,Draw,Draw,Home
102,2014-11-08,11,-5.02,-14.49,0.05,0.05,real madrid,vallecano,Home,Home,Home
103,2014-11-08,11,-4.45,-13.92,0.57,0.57,malaga,eibar,Home,Home,Home
104,2014-11-08,11,-4.31,-13.78,0.14,0.14,almeria,barcelona,Away,Away,Away
