match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2024-08-15,1,-1.0,-1.0,-1.0,-1.0,ath bilbao,getafe,Draw,Home,Home
2,2024-08-15,1,-2.0,-2.0,-1.0,-1.0,betis,girona,Draw,Away,Home
3,2024-08-16,1,-1.0,-1.0,1.0,1.0,celta,alaves,Home,Home,Home
4,2024-08-16,1,-2.0,-2.0,-1.0,-1.0,las palmas,sevilla,Draw,Away,Away
5,2024-08-17,1,-3.0,-3.0,-1.0,-1.0,osasuna,leganes,Draw,Home,Home
6,2024-08-17,1,-2.27,-2.27,0.73,0.73,valencia,barcelona,Away,Away,Away
7,2024-08-18,1,-3.27,-3.27,-1.0,-1.0,sociedad,vallecano,Away,Home,Home
8,2024-08-18,1,-4.27,-4.27,-1.0,-1.0,mallorca,real madrid,Draw,Away,Away
9,2024-08-19,1,-5.27,-5.27,-1.0,-1.0,villarreal,ath madrid,Draw,Away,Away
10,2024-08-19,1,-3.89,-3.89,1.38,1.38,valladolid,espanol,Home,Home,Home
11,2024-08-23,2,-2.79,-2.79,1.1,1.1,celta,valencia,Home,Home,Home
12,2024-08-23,2,-0.99,-3.79,1.8,-1.0,sevilla,villarreal,Away,Away,Home
13,2024-08-24,2,-0.37,-3.17,0.62,0.62,barcelona,ath bilbao,Home,Home,Home
14,2024-08-24,2,1.08,-1.72,1.45,1.45,osasuna,mallorca,Home,Home,Home
15,2024-08-24,2,0.08,-2.72,-1.0,-1.0,getafe,vallecano,Draw,Home,Home
16,2024-08-24,2,1.13,-1.67,1.05,1.05,espanol,sociedad,Away,Away,Away
17,2024-08-25,2,0.13,-2.67,-1.0,-1.0,alaves,betis,Draw,Home,Home
18,2024-08-25,2,0.31,-2.49,0.18,0.18,real madrid,valladolid,Home,Home,Home
19,2024-08-25,2,1.56,-1.24,1.25,1.25,leganes,las palmas,Home,Home,Home
20,2024-08-25,2,2.16,-0.64,0.6,0.6,ath madrid,girona,Home,Home,Home
21,2024-08-26,3,3.07,0.27,0.91,0.91,villarreal,celta,Home,Home,Home
22,2024-08-27,3,5.17,-0.73,2.1,-1.0,mallorca,sevilla,Draw,Draw,Home
23,2024-08-27,3,5.79,-0.11,0.62,0.62,vallecano,barcelona,Away,Away,Away
24,2024-08-28,3,4.79,-1.11,-1.0,-1.0,sociedad,alaves,Away,Home,Home
25,2024-08-28,3,3.79,-2.11,-1.0,-1.0,valladolid,leganes,Draw,Home,Home
26,2024-08-28,3,4.41,-1.49,0.62,0.62,ath bilbao,valencia,Home,Home,Home
27,2024-08-28,3,3.41,-2.49,-1.0,-1.0,ath madrid,espanol,Draw,Home,Home
28,2024-08-29,3,4.11,-1.79,0.7,0.7,girona,osasuna,Home,Home,Home
29,2024-08-29,3,3.11,-2.79,-1.0,-1.0,las palmas,real madrid,Draw,Away,Away
30,2024-08-31,4,2.11,-3.79,-1.0,-1.0,valencia,villarreal,Draw,Away,Away
31,2024-08-31,4,1.11,-4.79,-1.0,-1.0,leganes,mallorca,Away,Home,Home
32,2024-08-31,4,2.91,-5.79,1.8,-1.0,espanol,vallecano,Home,Home,Away
33,2024-08-31,4,4.29,-4.41,1.38,1.38,ath bilbao,ath madrid,Away,Away,Away
34,2024-08-31,4,4.54,-4.16,0.25,0.25,barcelona,valladolid,Home,Home,Home
35,2024-09-01,4,5.49,-3.21,0.95,0.95,alaves,las palmas,Home,Home,Home
36,2024-09-01,4,6.94,-1.76,1.45,1.45,osasuna,celta,Home,Home,Home
37,2024-09-01,4,5.94,-2.76,-1.0,-1.0,sevilla,girona,Away,Home,Home
