match_num,date,jornada,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2013-08-17,1,0.73,0.73,0.73,0.73,sociedad,getafe,Home,Home,Home
2,2013-08-17,1,1.26,1.26,0.53,0.53,valencia,malaga,Home,Home,Home
3,2013-08-17,1,0.26,0.26,-1.0,-1.0,valladolid,ath bilbao,Away,Draw,Home
4,2013-08-18,1,-0.74,-0.74,-1.0,-1.0,osasuna,granada,Away,Home,Home
5,2013-08-18,1,-0.66,-0.66,0.08,0.08,barcelona,levante,Home,Home,Home
6,2013-08-18,1,-1.66,0.84,-1.0,1.5,sevilla,ath madrid,Away,Home,Away
7,2013-08-18,1,-1.49,1.01,0.17,0.17,real madrid,betis,Home,Home,Home
8,2013-08-19,1,-2.49,0.01,-1.0,-1.0,almeria,villarreal,Away,Home,Home
9,2013-08-19,1,-3.49,-0.99,-1.0,-1.0,celta,espanol,Draw,Home,Home
10,2013-08-19,1,-2.24,0.26,1.25,1.25,vallecano,elche,Home,Home,Home
11,2013-08-23,2,-3.24,-0.74,-1.0,-1.0,getafe,almeria,Draw,Home,Home
12,2013-08-23,2,-2.62,-0.12,0.62,0.62,ath bilbao,osasuna,Home,Home,Home
13,2013-08-24,2,-0.62,-1.12,2.0,-1.0,espanol,valencia,Home,Home,Away
14,2013-08-24,2,0.23,-0.27,0.85,0.85,villarreal,valladolid,Home,Home,Home
15,2013-08-24,2,2.63,-1.27,2.4,-1.0,elche,sociedad,Draw,Draw,Away
16,2013-08-25,2,2.92,-0.98,0.29,0.29,ath madrid,vallecano,Home,Home,Home
17,2013-08-25,2,1.92,-1.98,-1.0,-1.0,betis,celta,Away,Home,Home
18,2013-08-25,2,0.92,-2.98,-1.0,-1.0,levante,sevilla,Draw,Away,Away
19,2013-08-25,2,1.14,-2.76,0.22,0.22,malaga,barcelona,Away,Away,Away
20,2013-08-26,2,1.47,-2.43,0.33,0.33,granada,real madrid,Away,Away,Away
21,2013-08-30,3,0.47,-3.43,-1.0,-1.0,vallecano,levante,Away,Home,Home
22,2013-08-30,3,-0.53,-4.43,-1.0,-1.0,almeria,elche,Draw,Home,Home
23,2013-08-31,3,-1.53,-3.33,-1.0,1.1,valladolid,getafe,Home,Draw,Home
24,2013-08-31,3,-2.53,-4.33,-1.0,-1.0,osasuna,villarreal,Away,Home,Home
25,2013-08-31,3,-3.53,-5.33,-1.0,-1.0,celta,granada,Draw,Home,Home
26,2013-09-01,3,-4.53,-3.95,-1.0,1.38,sociedad,ath madrid,Away,Home,Away
27,2013-09-01,3,-5.53,-4.95,-1.0,-1.0,espanol,betis,Draw,Away,Home
28,2013-09-01,3,-5.0,-4.42,0.53,0.53,valencia,barcelona,Away,Away,Away
29,2013-09-01,3,-6.0,-5.42,-1.0,-1.0,sevilla,malaga,Draw,Home,Home
30,2013-09-01,3,-5.83,-5.25,0.17,0.17,real madrid,ath bilbao,Home,Home,Home
31,2013-09-14,4,-5.58,-5.0,0.25,0.25,ath madrid,almeria,Home,Home,Home
32,2013-09-14,4,-5.4,-4.82,0.18,0.18,barcelona,sevilla,Home,Home,Home
33,2013-09-14,4,-6.4,-5.82,-1.0,-1.0,levante,sociedad,Draw,Away,Away
34,2013-09-14,4,-7.4,-6.82,-1.0,-1.0,villarreal,real madrid,Draw,Away,Away
35,2013-09-15,4,-6.49,-5.91,0.91,0.91,malaga,vallecano,Home,Home,Home
36,2013-09-15,4,-4.86,-6.91,1.63,-1.0,betis,valencia,Home,Home,Away
37,2013-09-15,4,-5.86,-7.91,-1.0,-1.0,granada,espanol,Away,Home,Home
38,2013-09-15,4,-4.91,-6.96,0.95,0.95,getafe,osasuna,Home,Home,Home
39,2013-09-16,4,-4.24,-6.29,0.67,0.67,ath bilbao,celta,Home,Home,Home
40,2013-09-16,4,-5.24,-7.29,-1.0,-1.0,elche,valladolid,Draw,Home,Home
41,2013-09-20,5,-4.24,-6.29,1.0,1.0,osasuna,elche,Home,Home,Home
42,2013-09-21,5,-5.24,-7.29,-1.0,-1.0,sociedad,malaga,Draw,Home,Home
43,2013-09-21,5,-4.54,-6.59,0.7,0.7,valladolid,ath madrid,Away,Away,Away
44,2013-09-21,5,-5.54,-7.59,-1.0,-1.0,almeria,levante,Draw,Home,Home
45,2013-09-21,5,-5.34,-7.39,0.2,0.2,vallecano,barcelona,Away,Away,Away
46,2013-09-22,5,-4.43,-6.48,0.91,0.91,valencia,sevilla,Home,Home,Home
47,2013-09-22,5,-4.3,-6.35,0.13,0.13,real madrid,getafe,Home,Home,Home
48,2013-09-22,5,-5.3,-7.35,-1.0,-1.0,betis,granada,Draw,Home,Home
49,2013-09-22,5,-6.3,-8.35,-1.0,-1.0,celta,villarreal,Draw,Away,Away
